Domain Code;Domain;Area Code;Area;Element Code;Element;Item Code;Item;Year Code;Year;Unit;Value;Flag;Flag Description
GU;Manure applied to Soils;55;Dominica;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;109831.7074;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;55;Dominica;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;106083.2876;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;55;Dominica;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;118009.8589;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;55;Dominica;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;113725.8184;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;55;Dominica;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;73221.1383;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;55;Dominica;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;70722.1917;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;55;Dominica;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;78673.2393;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;55;Dominica;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;75817.2123;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;56;Dominican Republic;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;29143954.12;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;56;Dominican Republic;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;62608983.45;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;56;Dominican Republic;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;60493827.77;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;56;Dominican Republic;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;60261360.18;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;56;Dominican Republic;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;8743186.235;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;56;Dominican Republic;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;18782695.04;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;56;Dominican Republic;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;18148148.33;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;56;Dominican Republic;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;18078408.05;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;56;Dominican Republic;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;5828790.823;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;56;Dominican Republic;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;12521796.69;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;56;Dominican Republic;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;12098765.55;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;56;Dominican Republic;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;12052272.04;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;58;Ecuador;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;79145694.65;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;58;Ecuador;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;85587576.79;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;58;Ecuador;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;100100192.3;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;58;Ecuador;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;98134718.82;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;58;Ecuador;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;23743708.39;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;58;Ecuador;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;25676273.04;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;58;Ecuador;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;30030057.68;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;58;Ecuador;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;29440415.65;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;58;Ecuador;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;15829138.93;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;58;Ecuador;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;17117515.36;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;58;Ecuador;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;20020038.45;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;58;Ecuador;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;19626943.76;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;59;Egypt;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;24975362.67;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;59;Egypt;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;26890332.23;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;59;Egypt;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;28152434.58;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;59;Egypt;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;32126833.59;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;59;Egypt;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;7492608.801;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;59;Egypt;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;8067099.669;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;59;Egypt;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;8445730.374;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;59;Egypt;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;9638050.078;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;59;Egypt;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;4995072.534;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;59;Egypt;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;5378066.446;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;59;Egypt;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;5630486.916;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;59;Egypt;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;6425366.719;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;60;El Salvador;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;16697224.09;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;60;El Salvador;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;19893555.05;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;60;El Salvador;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;18106343.53;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;60;El Salvador;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;15901897.59;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;60;El Salvador;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;5009167.228;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;60;El Salvador;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;5968066.516;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;60;El Salvador;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;5431903.061;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;60;El Salvador;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;4770569.278;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;60;El Salvador;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;3339444.819;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;60;El Salvador;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;3978711.011;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;60;El Salvador;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;3621268.707;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;60;El Salvador;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;3180379.519;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;61;Equatorial Guinea;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;129508.1855;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;61;Equatorial Guinea;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;134084.8222;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;61;Equatorial Guinea;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;138473.3717;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;61;Equatorial Guinea;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;146795.2136;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;61;Equatorial Guinea;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;38852.4556;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;61;Equatorial Guinea;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;40225.4466;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;61;Equatorial Guinea;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;41542.0115;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;61;Equatorial Guinea;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;44038.5641;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;61;Equatorial Guinea;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;25901.6371;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;61;Equatorial Guinea;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;26816.9644;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;61;Equatorial Guinea;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;27694.6743;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;61;Equatorial Guinea;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;29359.0427;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;178;Eritrea;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;3880457.898;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;178;Eritrea;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;4328978.933;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;178;Eritrea;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;4516879.894;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;178;Eritrea;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;6045025.168;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;178;Eritrea;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;1164137.369;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;178;Eritrea;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;1298693.68;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;178;Eritrea;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;1355063.968;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;178;Eritrea;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;1813507.55;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;178;Eritrea;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;776091.5795;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;178;Eritrea;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;865795.7866;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;178;Eritrea;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;903375.9787;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;178;Eritrea;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;1209005.034;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;63;Estonia;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;14375466.47;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;63;Estonia;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;13451475.32;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;63;Estonia;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;12742501.7;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;63;Estonia;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;13547166.15;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;63;Estonia;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;4312639.94;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;63;Estonia;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;4035442.598;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;63;Estonia;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;3822750.511;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;63;Estonia;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;4064149.846;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;63;Estonia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;2875093.293;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;63;Estonia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;2690295.065;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;63;Estonia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;2548500.341;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;63;Estonia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;2709433.23;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;238;Ethiopia;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;51085422.53;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;238;Ethiopia;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;65384409.33;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;238;Ethiopia;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;104722874;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;238;Ethiopia;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;113991089.8;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;238;Ethiopia;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;15325626.76;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;238;Ethiopia;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;19615322.8;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;238;Ethiopia;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;31416862.2;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;238;Ethiopia;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;34197326.94;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;238;Ethiopia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;10217084.51;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;238;Ethiopia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;13076881.87;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;238;Ethiopia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;20944574.8;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;238;Ethiopia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;22798217.96;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;65;Falkland Islands (Malvinas);72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;51420.607;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;65;Falkland Islands (Malvinas);72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;53456.71;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;65;Falkland Islands (Malvinas);72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;62192.931;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;65;Falkland Islands (Malvinas);72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;55302.2586;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;65;Falkland Islands (Malvinas);723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;15426.1821;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;65;Falkland Islands (Malvinas);723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;16037.013;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;65;Falkland Islands (Malvinas);723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;18657.8793;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;65;Falkland Islands (Malvinas);723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;16590.6776;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;65;Falkland Islands (Malvinas);723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;10284.1214;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;65;Falkland Islands (Malvinas);723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;10691.342;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;65;Falkland Islands (Malvinas);723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;12438.5862;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;65;Falkland Islands (Malvinas);723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;11060.4517;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;64;Faroe Islands;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;215324.3138;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;64;Faroe Islands;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;205390.196;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;64;Faroe Islands;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;201441.5649;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;64;Faroe Islands;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;206212.3609;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;64;Faroe Islands;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;64597.2941;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;64;Faroe Islands;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;61617.0588;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;64;Faroe Islands;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;60432.4695;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;64;Faroe Islands;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;61863.7083;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;64;Faroe Islands;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;43064.8628;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;64;Faroe Islands;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;41078.0392;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;64;Faroe Islands;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;40288.313;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;64;Faroe Islands;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;41242.4722;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;66;Fiji;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;3715374.315;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;66;Fiji;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;3758743.744;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;66;Fiji;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;4013384.275;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;66;Fiji;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;4169583.418;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;66;Fiji;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;1114612.294;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;66;Fiji;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;1127623.123;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;66;Fiji;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;1204015.282;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;66;Fiji;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;1250875.026;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;66;Fiji;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;743074.863;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;66;Fiji;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;751748.7488;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;66;Fiji;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;802676.8549;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;66;Fiji;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;833916.6836;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;67;Finland;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;53085523.92;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;67;Finland;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;48937120.33;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;67;Finland;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;46656421.03;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;67;Finland;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;46345107.4;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;67;Finland;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;15925657.18;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;67;Finland;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;14681136.1;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;67;Finland;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;13996926.31;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;67;Finland;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;13903532.22;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;67;Finland;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;10617104.78;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;67;Finland;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;9787424.065;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;67;Finland;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;9331284.207;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;67;Finland;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;9269021.48;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;68;France;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;993176455.1;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;68;France;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;903155225.6;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;68;France;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;907995792;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;68;France;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;863720038.6;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;68;France;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;297952936.5;A;Aggregate, may include official, semi-official, estimated or calculated data
