"","X.2","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t","kj_t_crop"
"356",6247,78590,78590,"Belgium","POTATOES",2006,67267,2592820,2805156
"357",6248,78594,78594,"Belgium","POTATOES",2010,81760,3455800,2805156
"358",6249,78598,78598,"Belgium","POTATOES",2014,81121,4380556,2805156
"359",6262,78652,78652,"Belgium","RAPESEED",2000,4800,14200,20682792
"360",6263,78658,78658,"Belgium","RAPESEED",2006,9606,33976,20682792
"361",6264,78662,78662,"Belgium","RAPESEED",2010,11300,45665,20682792
"362",6265,78666,78666,"Belgium","RAPESEED",2014,12200,58500,20682792
"363",6274,78703,78703,"Belgium","RYE",2000,1100,4800,13355892
"364",6275,78709,78709,"Belgium","RYE",2006,603,2745,13355892
"365",6276,78713,78713,"Belgium","RYE",2010,459,1969,13355892
"366",6277,78717,78717,"Belgium","RYE",2014,400,1803,13355892
"367",6320,78898,78898,"Belgium","WHEAT",2000,213100,1687700,13983912
"368",6321,78904,78904,"Belgium","WHEAT",2006,201330,1661958,13983912
"369",6322,78908,78908,"Belgium","WHEAT",2010,209532,1849584,13983912
"370",6323,78912,78912,"Belgium","WHEAT",2014,211900,1994600,13983912
"371",7021,90742,90742,"Bolivia_(Plurinational_State_of)","BARLEY",2000,88569,66550,13900176
"372",7022,90748,90748,"Bolivia_(Plurinational_State_of)","BARLEY",2006,92619,75226,13900176
"373",7023,90752,90752,"Bolivia_(Plurinational_State_of)","BARLEY",2010,57451,49314,13900176
"374",7024,90756,90756,"Bolivia_(Plurinational_State_of)","BARLEY",2014,56252,44798,13900176
"375",7049,91134,91134,"Bolivia_(Plurinational_State_of)","CASSAVA",2000,34559,342261,4563612
"376",7050,91140,91140,"Bolivia_(Plurinational_State_of)","CASSAVA",2006,36432,371280,4563612
"377",7051,91144,91144,"Bolivia_(Plurinational_State_of)","CASSAVA",2010,30345,266240,4563612
"378",7052,91148,91148,"Bolivia_(Plurinational_State_of)","CASSAVA",2014,30911,245808,4563612
"379",7141,92359,92359,"Bolivia_(Plurinational_State_of)","GROUNDNUTS, WITH SHELL",2000,11182,12708,17333352
"380",7142,92365,92365,"Bolivia_(Plurinational_State_of)","GROUNDNUTS, WITH SHELL",2006,11930,14210,17333352
"381",7143,92369,92369,"Bolivia_(Plurinational_State_of)","GROUNDNUTS, WITH SHELL",2010,12102,12809,17333352
"382",7144,92373,92373,"Bolivia_(Plurinational_State_of)","GROUNDNUTS, WITH SHELL",2014,19221,20788,17333352
"383",7157,92553,92553,"Bolivia_(Plurinational_State_of)","MAIZE",2000,307292,653271,14905008
"384",7158,92559,92559,"Bolivia_(Plurinational_State_of)","MAIZE",2006,343080,894436,14905008
"385",7159,92563,92563,"Bolivia_(Plurinational_State_of)","MAIZE",2010,365354,1018988,14905008
"386",7160,92567,92567,"Bolivia_(Plurinational_State_of)","MAIZE",2014,463479,1006622,14905008
"387",7161,92609,92609,"Bolivia_(Plurinational_State_of)","MAIZE, GREEN",2000,17000,45000,2344608
"388",7162,92615,92615,"Bolivia_(Plurinational_State_of)","MAIZE, GREEN",2006,11928,34321,2344608
"389",7163,92619,92619,"Bolivia_(Plurinational_State_of)","MAIZE, GREEN",2010,7689,22299,2344608
"390",7164,92623,92623,"Bolivia_(Plurinational_State_of)","MAIZE, GREEN",2014,8412,21831,2344608
"391",7225,93501,93501,"Bolivia_(Plurinational_State_of)","POTATOES",2000,125404,721466,2805156
"392",7226,93507,93507,"Bolivia_(Plurinational_State_of)","POTATOES",2006,135370,754807,2805156
"393",7227,93511,93511,"Bolivia_(Plurinational_State_of)","POTATOES",2010,177256,1002902,2805156
"394",7228,93515,93515,"Bolivia_(Plurinational_State_of)","POTATOES",2014,176363,1064384,2805156
"395",7249,93793,93793,"Bolivia_(Plurinational_State_of)","RICE, PADDY",2000,156312,299083,11723040
"396",7250,93799,93799,"Bolivia_(Plurinational_State_of)","RICE, PADDY",2006,168399,446462,11723040
"397",7251,93803,93803,"Bolivia_(Plurinational_State_of)","RICE, PADDY",2010,194237,442017,11723040
"398",7252,93807,93807,"Bolivia_(Plurinational_State_of)","RICE, PADDY",2014,174925,484057,11723040
"399",7265,94017,94017,"Bolivia_(Plurinational_State_of)","RYE",2000,298,205,13355892
"400",7266,94023,94023,"Bolivia_(Plurinational_State_of)","RYE",2006,432,405,13355892
"401",7267,94027,94027,"Bolivia_(Plurinational_State_of)","RYE",2010,122,106,13355892
"402",7268,94031,94031,"Bolivia_(Plurinational_State_of)","RYE",2014,384,274,13355892
"403",7277,94141,94141,"Bolivia_(Plurinational_State_of)","SORGHUM",2000,42743,94521,14360724
"404",7278,94147,94147,"Bolivia_(Plurinational_State_of)","SORGHUM",2006,104000,271001,14360724
"405",7279,94151,94151,"Bolivia_(Plurinational_State_of)","SORGHUM",2010,83852,338397,14360724
"406",7280,94155,94155,"Bolivia_(Plurinational_State_of)","SORGHUM",2014,275935,656494,14360724
"407",7281,94192,94192,"Bolivia_(Plurinational_State_of)","SOYBEANS",2000,616964,1197251,14025780
"408",7282,94198,94198,"Bolivia_(Plurinational_State_of)","SOYBEANS",2006,950118,1618966,14025780
"409",7283,94202,94202,"Bolivia_(Plurinational_State_of)","SOYBEANS",2010,1086769,1693048,14025780
"410",7284,94206,94206,"Bolivia_(Plurinational_State_of)","SOYBEANS",2014,1282455,2814321,14025780
"411",7293,94346,94346,"Bolivia_(Plurinational_State_of)","SUGAR CANE",2000,83838,3601748,1256040
"412",7294,94352,94352,"Bolivia_(Plurinational_State_of)","SUGAR CANE",2006,115862,6201125,1256040
"413",7295,94356,94356,"Bolivia_(Plurinational_State_of)","SUGAR CANE",2010,136403,6403181,1256040
"414",7296,94360,94360,"Bolivia_(Plurinational_State_of)","SUGAR CANE",2014,148758,7598630,1256040
"415",7297,94376,94376,"Bolivia_(Plurinational_State_of)","SUNFLOWER SEED",2000,130000,110500,12895344
"416",7298,94382,94382,"Bolivia_(Plurinational_State_of)","SUNFLOWER SEED",2006,94437,100983,12895344
"417",7299,94386,94386,"Bolivia_(Plurinational_State_of)","SUNFLOWER SEED",2010,177702,246683,12895344
"418",7300,94390,94390,"Bolivia_(Plurinational_State_of)","SUNFLOWER SEED",2014,194082,198566,12895344
"419",7341,94973,94973,"Bolivia_(Plurinational_State_of)","WHEAT",2000,119538,101510,13983912
"420",7342,94979,94979,"Bolivia_(Plurinational_State_of)","WHEAT",2006,129290,143677,13983912
"421",7343,94983,94983,"Bolivia_(Plurinational_State_of)","WHEAT",2010,173412,241397,13983912
"422",7344,94987,94987,"Bolivia_(Plurinational_State_of)","WHEAT",2014,149902,159670,13983912
"423",7726,98312,98312,"Brazil","BARLEY",2000,145507,282826,13900176
"424",7727,98318,98318,"Brazil","BARLEY",2006,82177,202940,13900176
"425",7728,98322,98322,"Brazil","BARLEY",2010,84118,278558,13900176
"426",7729,98326,98326,"Brazil","BARLEY",2014,89451,251539,13900176
"427",7758,98760,98760,"Brazil","CASSAVA",2000,1709315,23044190,4563612
"428",7759,98766,98766,"Brazil","CASSAVA",2006,1896509,26639012,4563612
"429",7760,98770,98770,"Brazil","CASSAVA",2010,1789769,24967052,4563612
"430",7761,98774,98774,"Brazil","CASSAVA",2014,1568253,23253514,4563612
"431",7835,99803,99803,"Brazil","GROUNDNUTS, WITH SHELL",2000,104948,187890,17333352
"432",7836,99809,99809,"Brazil","GROUNDNUTS, WITH SHELL",2006,110777,249916,17333352
"433",7837,99813,99813,"Brazil","GROUNDNUTS, WITH SHELL",2010,94329,261455,17333352
"434",7838,99817,99817,"Brazil","GROUNDNUTS, WITH SHELL",2014,142952,402626,17333352
"435",7855,100081,100081,"Brazil","MAIZE",2000,11890376,32321000,14905008
"436",7856,100087,100087,"Brazil","MAIZE",2006,12613094,42661677,14905008
"437",7857,100091,100091,"Brazil","MAIZE",2010,12678875,55364271,14905008
"438",7858,100095,100095,"Brazil","MAIZE",2014,15432909,79881614,14905008
"439",7879,100417,100417,"Brazil","OIL PALM FRUIT",2000,81881,678727,6615144
"440",7880,100423,100423,"Brazil","OIL PALM FRUIT",2006,96509,1207276,6615144
"441",7881,100427,100427,"Brazil","OIL PALM FRUIT",2010,106420,1292713,6615144
"442",7882,100431,100431,"Brazil","OIL PALM FRUIT",2014,126559,1393873,6615144
"443",7911,100859,100859,"Brazil","PALM KERNELS",2000,NA,122736,21520152
"444",7912,100865,100865,"Brazil","PALM KERNELS",2006,NA,128000,21520152
"445",7913,100869,100869,"Brazil","PALM KERNELS",2010,NA,208900,21520152
"446",7914,100873,100873,"Brazil","PALM KERNELS",2014,NA,206900,21520152
"447",7943,101306,101306,"Brazil","POTATOES",2000,151731,2606932,2805156
"448",7944,101312,101312,"Brazil","POTATOES",2006,140826,3151721,2805156
"449",7945,101316,101316,"Brazil","POTATOES",2010,137044,3547510,2805156
"450",7946,101320,101320,"Brazil","POTATOES",2014,132058,3689836,2805156
"451",7963,101555,101555,"Brazil","RAPESEED",2000,24000,41000,20682792
"452",7964,101561,101561,"Brazil","RAPESEED",2006,31000,41000,20682792
"453",7965,101565,101565,"Brazil","RAPESEED",2010,46000,70000,20682792
"454",7966,101569,101569,"Brazil","RAPESEED",2014,44000,55000,20682792
"455",7967,101611,101611,"Brazil","RICE, PADDY",2000,3664804,11134588,11723040
"456",7968,101617,101617,"Brazil","RICE, PADDY",2006,2970918,11526685,11723040
"457",7969,101621,101621,"Brazil","RICE, PADDY",2010,2722459,11235986,11723040
"458",7970,101625,101625,"Brazil","RICE, PADDY",2014,2340878,12175602,11723040
"459",7979,101779,101779,"Brazil","RYE",2000,6755,6948,13355892
"460",7980,101785,101785,"Brazil","RYE",2006,2932,2353,13355892
"461",7981,101789,101789,"Brazil","RYE",2010,2343,3165,13355892
"462",7982,101793,101793,"Brazil","RYE",2014,3082,4452,13355892
"463",7995,102003,102003,"Brazil","SORGHUM",2000,528061,792759,14360724
"464",7996,102009,102009,"Brazil","SORGHUM",2006,722200,1604920,14360724
"465",7997,102013,102013,"Brazil","SORGHUM",2010,661180,1532064,14360724
"466",7998,102017,102017,"Brazil","SORGHUM",2014,840093,2279114,14360724
"467",7999,102059,102059,"Brazil","SOYBEANS",2000,13656771,32820826,14025780
"468",8000,102065,102065,"Brazil","SOYBEANS",2006,22047348,52464640,14025780
"469",8001,102069,102069,"Brazil","SOYBEANS",2010,23327296,68756343,14025780
"470",8002,102073,102073,"Brazil","SOYBEANS",2014,30273763,86760520,14025780
"471",8007,102171,102171,"Brazil","SUGAR CANE",2000,4804511,326121011,1256040
"472",8008,102177,102177,"Brazil","SUGAR CANE",2006,6355498,477410656,1256040
"473",8009,102181,102181,"Brazil","SUGAR CANE",2010,9076706,717463793,1256040
"474",8010,102185,102185,"Brazil","SUGAR CANE",2014,10419678,736108487,1256040
"475",8011,102220,102220,"Brazil","SUNFLOWER SEED",2000,58000,97000,12895344
"476",8012,102226,102226,"Brazil","SUNFLOWER SEED",2006,67829,87362,12895344
"477",8013,102230,102230,"Brazil","SUNFLOWER SEED",2010,76492,86608,12895344
"478",8014,102234,102234,"Brazil","SUNFLOWER SEED",2014,115617,158563,12895344
"479",8063,102948,102948,"Brazil","WHEAT",2000,1138687,1725792,13983912
"480",8064,102954,102954,"Brazil","WHEAT",2006,1560175,2484848,13983912
"481",8065,102958,102958,"Brazil","WHEAT",2010,2181567,6171250,13983912
"482",8066,102962,102962,"Brazil","WHEAT",2014,2834945,6261895,13983912
"483",8249,105506,105506,"Bulgaria","BARLEY",2000,251962,674461,13900176
"484",8250,105512,105512,"Bulgaria","BARLEY",2006,185705,546292,13900176
"485",8251,105516,105516,"Bulgaria","BARLEY",2010,245328,833271,13900176
"486",8252,105520,105520,"Bulgaria","BARLEY",2014,214697,852231,13900176
"487",8381,107325,107325,"Bulgaria","GROUNDNUTS, WITH SHELL",2000,10000,8000,17333352
"488",8382,107331,107331,"Bulgaria","GROUNDNUTS, WITH SHELL",2006,933,989,17333352
"489",8383,107335,107335,"Bulgaria","GROUNDNUTS, WITH SHELL",2010,519,716,17333352
"490",8384,107339,107339,"Bulgaria","GROUNDNUTS, WITH SHELL",2014,273,482,17333352
"491",8417,107829,107829,"Bulgaria","MAIZE",2000,466475,804134,14905008
"492",8418,107835,107835,"Bulgaria","MAIZE",2006,350291,1587805,14905008
"493",8419,107839,107839,"Bulgaria","MAIZE",2010,327525,2047414,14905008
"494",8420,107843,107843,"Bulgaria","MAIZE",2014,408404,3137478,14905008
"495",8421,107885,107885,"Bulgaria","MAIZE, GREEN",2000,NA,NA,2344608
"496",8422,107891,107891,"Bulgaria","MAIZE, GREEN",2006,112,828,2344608
"497",8423,107895,107895,"Bulgaria","MAIZE, GREEN",2010,204,1742,2344608
"498",8424,107899,107899,"Bulgaria","MAIZE, GREEN",2014,283,2465,2344608
"499",8429,107978,107978,"Bulgaria","MILLET",2000,4500,4500,14235120
"500",8430,107984,107984,"Bulgaria","MILLET",2006,2686,3588,14235120
"501",8431,107988,107988,"Bulgaria","MILLET",2010,3960,5597,14235120
"502",8432,107992,107992,"Bulgaria","MILLET",2014,3575,5454,14235120
"503",8497,108916,108916,"Bulgaria","POTATOES",2000,52820,397532,2805156
"504",8498,108922,108922,"Bulgaria","POTATOES",2006,24471,386050,2805156
"505",8499,108926,108926,"Bulgaria","POTATOES",2010,13805,251205,2805156
"506",8500,108930,108930,"Bulgaria","POTATOES",2014,10200,132651,2805156
"507",8517,109186,109186,"Bulgaria","RAPESEED",2000,15000,20000,20682792
"508",8518,109192,109192,"Bulgaria","RAPESEED",2006,15837,28463,20682792
"509",8519,109196,109196,"Bulgaria","RAPESEED",2010,211954,544841,20682792
"510",8520,109200,109200,"Bulgaria","RAPESEED",2014,190194,527912,20682792
"511",8525,109298,109298,"Bulgaria","RICE, PADDY",2000,3571,16784,11723040
"512",8526,109304,109304,"Bulgaria","RICE, PADDY",2006,4539,20008,11723040
"513",8527,109308,109308,"Bulgaria","RICE, PADDY",2010,11977,57432,11723040
"514",8528,109312,109312,"Bulgaria","RICE, PADDY",2014,11043,54155,11723040
"515",8537,109444,109444,"Bulgaria","RYE",2000,21200,22750,13355892
"516",8538,109450,109450,"Bulgaria","RYE",2006,7408,12704,13355892
"517",8539,109454,109454,"Bulgaria","RYE",2010,10795,17511,13355892
"518",8540,109458,109458,"Bulgaria","RYE",2014,14441,28217,13355892
"519",8549,109587,109587,"Bulgaria","SORGHUM",2000,4100,8500,14360724
"520",8550,109593,109593,"Bulgaria","SORGHUM",2006,1181,2687,14360724
"521",8551,109597,109597,"Bulgaria","SORGHUM",2010,3542,8612,14360724
"522",8552,109601,109601,"Bulgaria","SORGHUM",2014,6706,18347,14360724
"523",8553,109643,109643,"Bulgaria","SOYBEANS",2000,3000,2000,14025780
"524",8554,109649,109649,"Bulgaria","SOYBEANS",2006,88,137,14025780
"525",8555,109653,109653,"Bulgaria","SOYBEANS",2010,725,1647,14025780
"526",8556,109657,109657,"Bulgaria","SOYBEANS",2014,305,736,14025780
"527",8573,109923,109923,"Bulgaria","SUNFLOWER SEED",2000,511015,425369,12895344
"528",8574,109929,109929,"Bulgaria","SUNFLOWER SEED",2006,750521,1196570,12895344
"529",8575,109933,109933,"Bulgaria","SUNFLOWER SEED",2010,729889,1536321,12895344
"530",8576,109937,109937,"Bulgaria","SUNFLOWER SEED",2014,843644,2010668,12895344
"531",8617,110539,110539,"Bulgaria","WHEAT",2000,978575,2781242,13983912
"532",8618,110545,110545,"Bulgaria","WHEAT",2006,970392,3301882,13983912
"533",8619,110549,110549,"Bulgaria","WHEAT",2010,1131565,4094597,13983912
"534",8620,110553,110553,"Bulgaria","WHEAT",2014,1267914,5347078,13983912
"535",9419,121366,121366,"Cambodia","CASSAVA",2000,15380,147763,4563612
"536",9420,121372,121372,"Cambodia","CASSAVA",2006,96324,2182043,4563612
"537",9421,121376,121376,"Cambodia","CASSAVA",2010,202303,4247419,4563612
"538",9422,121380,121380,"Cambodia","CASSAVA",2014,332937,8584605,4563612
"539",9479,122200,122200,"Cambodia","GROUNDNUTS, WITH SHELL",2000,10271,7490,17333352
"540",9480,122206,122206,"Cambodia","GROUNDNUTS, WITH SHELL",2006,13596,23811,17333352
"541",9481,122210,122210,"Cambodia","GROUNDNUTS, WITH SHELL",2010,20041,21957,17333352
"542",9482,122214,122214,"Cambodia","GROUNDNUTS, WITH SHELL",2014,18000,25900,17333352
"543",9491,122368,122368,"Cambodia","MAIZE",2000,57404,156972,14905008
"544",9492,122374,122374,"Cambodia","MAIZE",2006,105297,376938,14905008
"545",9493,122378,122378,"Cambodia","MAIZE",2010,214000,773269,14905008
"546",9494,122382,122382,"Cambodia","MAIZE",2014,119841,550000,14905008
"547",9503,122506,122506,"Cambodia","OIL PALM FRUIT",2000,13320,160000,6615144
"548",9504,122512,122512,"Cambodia","OIL PALM FRUIT",2006,13643,160000,6615144
"549",9505,122516,122516,"Cambodia","OIL PALM FRUIT",2010,14000,160000,6615144
"550",9506,122520,122520,"Cambodia","OIL PALM FRUIT",2014,14300,160000,6615144
"551",9527,122778,122778,"Cambodia","PALM KERNELS",2000,NA,NA,21520152
"552",9528,122784,122784,"Cambodia","PALM KERNELS",2006,NA,NA,21520152
"553",9529,122788,122788,"Cambodia","PALM KERNELS",2010,NA,NA,21520152
"554",9530,122792,122792,"Cambodia","PALM KERNELS",2014,NA,9600,21520152
"555",9543,123001,123001,"Cambodia","RICE, PADDY",2000,1903159,4026092,11723040
"556",9544,123007,123007,"Cambodia","RICE, PADDY",2006,2516415,6264123,11723040
"557",9545,123011,123011,"Cambodia","RICE, PADDY",2010,2776507,8245320,11723040
"558",9546,123015,123015,"Cambodia","RICE, PADDY",2014,2856703,9324000,11723040
"559",9567,123337,123337,"Cambodia","SOYBEANS",2000,33256,28111,14025780
"560",9568,123343,123343,"Cambodia","SOYBEANS",2006,64382,98289,14025780
"561",9569,123347,123347,"Cambodia","SOYBEANS",2010,103198,156589,14025780
"562",9570,123351,123351,"Cambodia","SOYBEANS",2014,102000,162000,14025780
"563",9571,123393,123393,"Cambodia","SUGAR CANE",2000,7480,164176,1256040
"564",9572,123399,123399,"Cambodia","SUGAR CANE",2006,8296,141704,1256040
"565",9573,123403,123403,"Cambodia","SUGAR CANE",2010,17072,365555,1256040
"566",9574,123407,123407,"Cambodia","SUGAR CANE",2014,24329,531127,1256040
"567",9940,128429,128429,"Canada","BARLEY",2000,4468100,13228600,13900176
"568",9941,128435,128435,"Canada","BARLEY",2006,3222900,9573100,13900176
"569",9942,128439,128439,"Canada","BARLEY",2010,2394100,7627200,13900176
"570",9943,128443,128443,"Canada","BARLEY",2014,2136100,7119000,13900176
"571",10068,130120,130120,"Canada","MAIZE",2000,1106500,6953700,14905008
"572",10069,130126,130126,"Canada","MAIZE",2006,1060900,8989800,14905008
"573",10070,130130,130130,"Canada","MAIZE",2010,1202900,11714500,14905008
"574",10071,130134,130134,"Canada","MAIZE",2014,1226600,11486800,14905008
"575",10072,130176,130176,"Canada","MAIZE, GREEN",2000,30838,258983,2344608
"576",10073,130182,130182,"Canada","MAIZE, GREEN",2006,22347,242663,2344608
"577",10074,130186,130186,"Canada","MAIZE, GREEN",2010,21470,217540,2344608
"578",10075,130190,130190,"Canada","MAIZE, GREEN",2014,19247,218559,2344608
"579",10128,130956,130956,"Canada","POTATOES",2000,393500,4576955,2805156
"580",10129,130962,130962,"Canada","POTATOES",2006,391000,5101864,2805156
"581",10130,130966,130966,"Canada","POTATOES",2010,344000,4416045,2805156
"582",10131,130970,130970,"Canada","POTATOES",2014,342426,4575182,2805156
"583",10140,131124,131124,"Canada","RAPESEED",2000,4859200,7205300,20682792
"584",10141,131130,131130,"Canada","RAPESEED",2006,5238200,9000300,20682792
"585",10142,131134,131134,"Canada","RAPESEED",2010,6857900,12788600,20682792
"586",10143,131138,131138,"Canada","RAPESEED",2014,8343800,16410100,20682792
"587",10152,131292,131292,"Canada","RYE",2000,114500,260300,13355892
"588",10153,131298,131298,"Canada","RYE",2006,163900,382900,13355892
"589",10154,131302,131302,"Canada","RYE",2010,97200,237400,13355892
"590",10155,131306,131306,"Canada","RYE",2014,82100,217500,13355892
"591",10160,131404,131404,"Canada","SOYBEANS",2000,1060700,2703000,14025780
"592",10161,131410,131410,"Canada","SOYBEANS",2006,1201200,3465500,14025780
"593",10162,131414,131414,"Canada","SOYBEANS",2010,1505900,4444600,14025780
"594",10163,131418,131418,"Canada","SOYBEANS",2014,2235100,6048600,14025780
"595",10176,131628,131628,"Canada","SUNFLOWER SEED",2000,68800,119300,12895344
"596",10177,131634,131634,"Canada","SUNFLOWER SEED",2006,76900,157300,12895344
