"","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t"
"60211",772692,772692,"United_Republic_of_Tanzania","Chillies and peppers, dry",2006,5509,8585
"60212",772696,772696,"United_Republic_of_Tanzania","Chillies and peppers, dry",2010,4417,8659
"60213",772700,772700,"United_Republic_of_Tanzania","Chillies and peppers, dry",2014,3275,7550
"60214",772742,772742,"United_Republic_of_Tanzania","Chillies and peppers, green",2000,203,4900
"60215",772748,772748,"United_Republic_of_Tanzania","Chillies and peppers, green",2006,323,8065
"60216",772752,772752,"United_Republic_of_Tanzania","Chillies and peppers, green",2010,500,11500
"60217",772756,772756,"United_Republic_of_Tanzania","Chillies and peppers, green",2014,549,14926
"60218",772798,772798,"United_Republic_of_Tanzania","Citrus Fruit,Total",2000,13778,64226
"60219",772804,772804,"United_Republic_of_Tanzania","Citrus Fruit,Total",2006,23505,143133
"60220",772808,772808,"United_Republic_of_Tanzania","Citrus Fruit,Total",2010,39300,290000
"60221",772812,772812,"United_Republic_of_Tanzania","Citrus Fruit,Total",2014,51032,455978
"60222",772854,772854,"United_Republic_of_Tanzania","Cloves",2000,14996,9000
"60223",772860,772860,"United_Republic_of_Tanzania","Cloves",2006,12500,9800
"60224",772864,772864,"United_Republic_of_Tanzania","Cloves",2010,8882,8793
"60225",772868,772868,"United_Republic_of_Tanzania","Cloves",2014,7783,9146
"60226",772910,772910,"United_Republic_of_Tanzania","Coarse Grain, Total",2000,2027377,2808686
"60227",772916,772916,"United_Republic_of_Tanzania","Coarse Grain, Total",2006,3643831,4429406
"60228",772920,772920,"United_Republic_of_Tanzania","Coarse Grain, Total",2010,4054003,5930708
"60229",772924,772924,"United_Republic_of_Tanzania","Coarse Grain, Total",2014,5420512,8047411
"60230",772966,772966,"United_Republic_of_Tanzania","Cocoa, beans",2000,3000,2100
"60231",772972,772972,"United_Republic_of_Tanzania","Cocoa, beans",2006,9857,6900
"60232",772976,772976,"United_Republic_of_Tanzania","Cocoa, beans",2010,11268,8000
"60233",772980,772980,"United_Republic_of_Tanzania","Cocoa, beans",2014,9573,6777
"60234",773022,773022,"United_Republic_of_Tanzania","Coconuts",2000,346921,370000
"60235",773028,773028,"United_Republic_of_Tanzania","Coconuts",2006,552917,535856
"60236",773032,773032,"United_Republic_of_Tanzania","Coconuts",2010,660000,570000
"60237",773036,773036,"United_Republic_of_Tanzania","Coconuts",2014,708751,540224
"60238",773078,773078,"United_Republic_of_Tanzania","Coffee, green",2000,115000,47800
"60239",773084,773084,"United_Republic_of_Tanzania","Coffee, green",2006,226461,34300
"60240",773088,773088,"United_Republic_of_Tanzania","Coffee, green",2010,223510,40000
"60241",773092,773092,"United_Republic_of_Tanzania","Coffee, green",2014,160072,48982
"60242",773134,773134,"United_Republic_of_Tanzania","Cotton lint",2000,NA,41374
"60243",773140,773140,"United_Republic_of_Tanzania","Cotton lint",2006,NA,43770
"60244",773144,773144,"United_Republic_of_Tanzania","Cotton lint",2010,NA,88000
"60245",773148,773148,"United_Republic_of_Tanzania","Cotton lint",2014,NA,81000
"60246",773188,773188,"United_Republic_of_Tanzania","Cottonseed",2000,NA,77742
"60247",773194,773194,"United_Republic_of_Tanzania","Cottonseed",2006,NA,82270
"60248",773198,773198,"United_Republic_of_Tanzania","Cottonseed",2010,NA,168000
"60249",773202,773202,"United_Republic_of_Tanzania","Cottonseed",2014,NA,155000
"60250",773242,773242,"United_Republic_of_Tanzania","Cow peas, dry",2000,149857,109514
"60251",773248,773248,"United_Republic_of_Tanzania","Cow peas, dry",2006,155930,115000
"60252",773252,773252,"United_Republic_of_Tanzania","Cow peas, dry",2010,258160,151730
"60253",773256,773256,"United_Republic_of_Tanzania","Cow peas, dry",2014,197323,190500
"60254",773298,773298,"United_Republic_of_Tanzania","Fibre crops nes",2000,NA,9924
"60255",773304,773304,"United_Republic_of_Tanzania","Fibre crops nes",2006,NA,9577
"60256",773308,773308,"United_Republic_of_Tanzania","Fibre crops nes",2010,NA,9200
"60257",773312,773312,"United_Republic_of_Tanzania","Fibre crops nes",2014,NA,9022
"60258",773354,773354,"United_Republic_of_Tanzania","Fibre Crops Primary",2000,NA,71898
"60259",773360,773360,"United_Republic_of_Tanzania","Fibre Crops Primary",2006,NA,81147
"60260",773364,773364,"United_Republic_of_Tanzania","Fibre Crops Primary",2010,NA,123563
"60261",773368,773368,"United_Republic_of_Tanzania","Fibre Crops Primary",2014,NA,127313
"60262",773408,773408,"United_Republic_of_Tanzania","Fruit, citrus nes",2000,7736,39000
"60263",773414,773414,"United_Republic_of_Tanzania","Fruit, citrus nes",2006,9905,41133
"60264",773418,773418,"United_Republic_of_Tanzania","Fruit, citrus nes",2010,12000,43000
"60265",773422,773422,"United_Republic_of_Tanzania","Fruit, citrus nes",2014,13219,44547
"60266",773464,773464,"United_Republic_of_Tanzania","Fruit, fresh nes",2000,31460,2e+05
"60267",773470,773470,"United_Republic_of_Tanzania","Fruit, fresh nes",2006,31540,201590
"60268",773474,773474,"United_Republic_of_Tanzania","Fruit, fresh nes",2010,31000,2e+05
"60269",773478,773478,"United_Republic_of_Tanzania","Fruit, fresh nes",2014,31914,202256
"60270",773520,773520,"United_Republic_of_Tanzania","Fruit, tropical fresh nes",2000,18886,50000
"60271",773526,773526,"United_Republic_of_Tanzania","Fruit, tropical fresh nes",2006,18961,50355
"60272",773530,773530,"United_Republic_of_Tanzania","Fruit, tropical fresh nes",2010,18500,50000
"60273",773534,773534,"United_Republic_of_Tanzania","Fruit, tropical fresh nes",2014,19695,50739
"60274",773576,773576,"United_Republic_of_Tanzania","Garlic",2000,396,2162
"60275",773582,773582,"United_Republic_of_Tanzania","Garlic",2006,662,3264
"60276",773586,773586,"United_Republic_of_Tanzania","Garlic",2010,900,3850
"60277",773590,773590,"United_Republic_of_Tanzania","Garlic",2014,1840,6865
"60278",773632,773632,"United_Republic_of_Tanzania","Ginger",2000,25,70
"60279",773638,773638,"United_Republic_of_Tanzania","Ginger",2006,20,45
"60280",773642,773642,"United_Republic_of_Tanzania","Ginger",2010,18,45
"60281",773646,773646,"United_Republic_of_Tanzania","Ginger",2014,15,36
"60282",773680,773680,"United_Republic_of_Tanzania","Grapes",2000,2500,14000
"60283",773686,773686,"United_Republic_of_Tanzania","Grapes",2006,2600,10000
"60284",773690,773690,"United_Republic_of_Tanzania","Grapes",2010,2500,7000
"60285",773694,773694,"United_Republic_of_Tanzania","Grapes",2014,1072,6147
"60286",773736,773736,"United_Republic_of_Tanzania","Groundnuts, with shell",2000,117000,52000
"60287",773742,773742,"United_Republic_of_Tanzania","Groundnuts, with shell",2006,480000,350000
"60288",773746,773746,"United_Republic_of_Tanzania","Groundnuts, with shell",2010,482310,465290
"60289",773750,773750,"United_Republic_of_Tanzania","Groundnuts, with shell",2014,1619500,1635335
"60290",773792,773792,"United_Republic_of_Tanzania","Lemons and limes",2000,42,226
"60291",773798,773798,"United_Republic_of_Tanzania","Lemons and limes",2006,600,2000
"60292",773802,773802,"United_Republic_of_Tanzania","Lemons and limes",2010,1300,7000
"60293",773806,773806,"United_Republic_of_Tanzania","Lemons and limes",2014,2133,12375
"60294",773848,773848,"United_Republic_of_Tanzania","Maize",2000,1017600,1965400
"60295",773854,773854,"United_Republic_of_Tanzania","Maize",2006,2570147,3423020
"60296",773858,773858,"United_Republic_of_Tanzania","Maize",2010,3050710,4733070
"60297",773862,773862,"United_Republic_of_Tanzania","Maize",2014,4146000,6737197
"60298",773904,773904,"United_Republic_of_Tanzania","Maize, green",2000,7160,28458
"60299",773910,773910,"United_Republic_of_Tanzania","Maize, green",2006,9514,35934
"60300",773914,773914,"United_Republic_of_Tanzania","Maize, green",2010,14000,48000
"60301",773918,773918,"United_Republic_of_Tanzania","Maize, green",2014,13231,48379
"60302",773960,773960,"United_Republic_of_Tanzania","Mangoes, mangosteens, guavas",2000,20782,210000
"60303",773966,773966,"United_Republic_of_Tanzania","Mangoes, mangosteens, guavas",2006,37000,4e+05
"60304",773970,773970,"United_Republic_of_Tanzania","Mangoes, mangosteens, guavas",2010,30000,350000
"60305",773974,773974,"United_Republic_of_Tanzania","Mangoes, mangosteens, guavas",2014,34675,436783
"60306",774016,774016,"United_Republic_of_Tanzania","Millet",2000,251900,219000
"60307",774022,774022,"United_Republic_of_Tanzania","Millet",2006,325000,246665
"60308",774026,774026,"United_Republic_of_Tanzania","Millet",2010,345855,350870
"60309",774030,774030,"United_Republic_of_Tanzania","Millet",2014,365300,362750
"60310",774072,774072,"United_Republic_of_Tanzania","Nutmeg, mace and cardamoms",2000,1850,786
"60311",774078,774078,"United_Republic_of_Tanzania","Nutmeg, mace and cardamoms",2006,2363,1041
"60312",774082,774082,"United_Republic_of_Tanzania","Nutmeg, mace and cardamoms",2010,1987,883
"60313",774086,774086,"United_Republic_of_Tanzania","Nutmeg, mace and cardamoms",2014,2012,740
"60314",774128,774128,"United_Republic_of_Tanzania","Nuts, nes",2000,6000,8951
"60315",774134,774134,"United_Republic_of_Tanzania","Nuts, nes",2006,6000,17292
"60316",774138,774138,"United_Republic_of_Tanzania","Nuts, nes",2010,6000,22636
"60317",774142,774142,"United_Republic_of_Tanzania","Nuts, nes",2014,6014,28398
"60318",774184,774184,"United_Republic_of_Tanzania","Oil palm fruit",2000,4500,64000
"60319",774190,774190,"United_Republic_of_Tanzania","Oil palm fruit",2006,4500,65000
"60320",774194,774194,"United_Republic_of_Tanzania","Oil palm fruit",2010,4800,69500
"60321",774198,774198,"United_Republic_of_Tanzania","Oil palm fruit",2014,5204,72787
"60322",774240,774240,"United_Republic_of_Tanzania","Oil, palm",2000,NA,6140
"60323",774246,774246,"United_Republic_of_Tanzania","Oil, palm",2006,NA,6150
"60324",774250,774250,"United_Republic_of_Tanzania","Oil, palm",2010,NA,8350
"60325",774254,774254,"United_Republic_of_Tanzania","Oil, palm",2014,NA,8603
"60326",774294,774294,"United_Republic_of_Tanzania","Oilcrops, Cake Equivalent",2000,NA,195851
"60327",774300,774300,"United_Republic_of_Tanzania","Oilcrops, Cake Equivalent",2006,NA,394243
"60328",774304,774304,"United_Republic_of_Tanzania","Oilcrops, Cake Equivalent",2010,NA,568282
"60329",774308,774308,"United_Republic_of_Tanzania","Oilcrops, Cake Equivalent",2014,NA,2653397
"60330",774348,774348,"United_Republic_of_Tanzania","Oilcrops, Oil Equivalent",2000,NA,168784
"60331",774354,774354,"United_Republic_of_Tanzania","Oilcrops, Oil Equivalent",2006,NA,336219
"60332",774358,774358,"United_Republic_of_Tanzania","Oilcrops, Oil Equivalent",2010,NA,461822
"60333",774362,774362,"United_Republic_of_Tanzania","Oilcrops, Oil Equivalent",2014,NA,2228819
"60334",774402,774402,"United_Republic_of_Tanzania","Oilseeds nes",2000,35000,24000
"60335",774408,774408,"United_Republic_of_Tanzania","Oilseeds nes",2006,39384,34519
"60336",774412,774412,"United_Republic_of_Tanzania","Oilseeds nes",2010,42143,41514
"60337",774416,774416,"United_Republic_of_Tanzania","Oilseeds nes",2014,42976,45854
"60338",774458,774458,"United_Republic_of_Tanzania","Onions, dry",2000,12278,36188
"60339",774464,774464,"United_Republic_of_Tanzania","Onions, dry",2006,11613,33791
"60340",774468,774468,"United_Republic_of_Tanzania","Onions, dry",2010,12500,1e+05
"60341",774472,774472,"United_Republic_of_Tanzania","Onions, dry",2014,20811,214082
"60342",774514,774514,"United_Republic_of_Tanzania","Oranges",2000,6000,25000
"60343",774520,774520,"United_Republic_of_Tanzania","Oranges",2006,13000,1e+05
"60344",774524,774524,"United_Republic_of_Tanzania","Oranges",2010,26000,240000
"60345",774528,774528,"United_Republic_of_Tanzania","Oranges",2014,35680,399056
"60346",774570,774570,"United_Republic_of_Tanzania","Palm kernels",2000,NA,7680
"60347",774576,774576,"United_Republic_of_Tanzania","Palm kernels",2006,NA,7121
"60348",774580,774580,"United_Republic_of_Tanzania","Palm kernels",2010,NA,9000
"60349",774584,774584,"United_Republic_of_Tanzania","Palm kernels",2014,NA,11428
"60350",774624,774624,"United_Republic_of_Tanzania","Pears",2000,80,400
"60351",774630,774630,"United_Republic_of_Tanzania","Pears",2006,150,1000
"60352",774634,774634,"United_Republic_of_Tanzania","Pears",2010,400,3000
"60353",774638,774638,"United_Republic_of_Tanzania","Pears",2014,658,4889
"60354",774680,774680,"United_Republic_of_Tanzania","Peas, dry",2000,66476,29178
"60355",774686,774686,"United_Republic_of_Tanzania","Peas, dry",2006,66000,32000
"60356",774690,774690,"United_Republic_of_Tanzania","Peas, dry",2010,180000,85000
"60357",774694,774694,"United_Republic_of_Tanzania","Peas, dry",2014,237287,145101
"60358",774736,774736,"United_Republic_of_Tanzania","Peas, green",2000,1000,3700
"60359",774742,774742,"United_Republic_of_Tanzania","Peas, green",2006,1839,5595
"60360",774746,774746,"United_Republic_of_Tanzania","Peas, green",2010,2800,7200
"60361",774750,774750,"United_Republic_of_Tanzania","Peas, green",2014,5488,9377
"60362",774792,774792,"United_Republic_of_Tanzania","Pepper (piper spp.)",2000,900,300
"60363",774798,774798,"United_Republic_of_Tanzania","Pepper (piper spp.)",2006,1450,450
"60364",774802,774802,"United_Republic_of_Tanzania","Pepper (piper spp.)",2010,1186,490
"60365",774806,774806,"United_Republic_of_Tanzania","Pepper (piper spp.)",2014,858,399
"60366",774848,774848,"United_Republic_of_Tanzania","Pigeon peas",2000,129341,84072
"60367",774854,774854,"United_Republic_of_Tanzania","Pigeon peas",2006,162400,118500
"60368",774858,774858,"United_Republic_of_Tanzania","Pigeon peas",2010,187010,166130
"60369",774862,774862,"United_Republic_of_Tanzania","Pigeon peas",2014,250508,248000
"60370",774904,774904,"United_Republic_of_Tanzania","Pineapples",2000,8799,76000
"60371",774910,774910,"United_Republic_of_Tanzania","Pineapples",2006,10500,2e+05
"60372",774914,774914,"United_Republic_of_Tanzania","Pineapples",2010,14000,320000
"60373",774918,774918,"United_Republic_of_Tanzania","Pineapples",2014,15500,362410
"60374",774960,774960,"United_Republic_of_Tanzania","Plantains and others",2000,242800,562160
"60375",774966,774966,"United_Republic_of_Tanzania","Plantains and others",2006,274711,586781
"60376",774970,774970,"United_Republic_of_Tanzania","Plantains and others",2010,284457,578400
"60377",774974,774974,"United_Republic_of_Tanzania","Plantains and others",2014,297753,574876
"60378",775016,775016,"United_Republic_of_Tanzania","Plums and sloes",2000,20,120
"60379",775022,775022,"United_Republic_of_Tanzania","Plums and sloes",2006,150,800
"60380",775026,775026,"United_Republic_of_Tanzania","Plums and sloes",2010,350,2200
"60381",775030,775030,"United_Republic_of_Tanzania","Plums and sloes",2014,618,3981
"60382",775072,775072,"United_Republic_of_Tanzania","Potatoes",2000,76219,600712
"60383",775078,775078,"United_Republic_of_Tanzania","Potatoes",2006,126000,660000
"60384",775082,775082,"United_Republic_of_Tanzania","Potatoes",2010,172970,1472560
"60385",775086,775086,"United_Republic_of_Tanzania","Potatoes",2014,189635,1738017
"60386",775128,775128,"United_Republic_of_Tanzania","Pulses, nes",2000,90736,60000
"60387",775134,775134,"United_Republic_of_Tanzania","Pulses, nes",2006,90000,80000
"60388",775138,775138,"United_Republic_of_Tanzania","Pulses, nes",2010,116000,95000
"60389",775142,775142,"United_Republic_of_Tanzania","Pulses, nes",2014,130045,127502
"60390",775184,775184,"United_Republic_of_Tanzania","Pulses,Total",2000,1170636,848704
"60391",775190,775190,"United_Republic_of_Tanzania","Pulses,Total",2006,1438101,1083623
"60392",775194,775194,"United_Republic_of_Tanzania","Pulses,Total",2010,1994880,1403680
"60393",775198,775198,"United_Republic_of_Tanzania","Pulses,Total",2014,2051282,1926004
"60394",775240,775240,"United_Republic_of_Tanzania","Pyrethrum, dried",2000,8500,1638
"60395",775246,775246,"United_Republic_of_Tanzania","Pyrethrum, dried",2006,15000,2800
"60396",775250,775250,"United_Republic_of_Tanzania","Pyrethrum, dried",2010,7226,3065
"60397",775254,775254,"United_Republic_of_Tanzania","Pyrethrum, dried",2014,17500,7000
"60398",775296,775296,"United_Republic_of_Tanzania","Rice, paddy",2000,415600,781538
"60399",775302,775302,"United_Republic_of_Tanzania","Rice, paddy",2006,633770,1206154
"60400",775306,775306,"United_Republic_of_Tanzania","Rice, paddy",2010,1136290,2650120
"60401",775310,775310,"United_Republic_of_Tanzania","Rice, paddy",2014,957218,2621034
"60402",775352,775352,"United_Republic_of_Tanzania","Roots and tubers, nes",2000,110,220
"60403",775358,775358,"United_Republic_of_Tanzania","Roots and tubers, nes",2006,225,450
"60404",775362,775362,"United_Republic_of_Tanzania","Roots and tubers, nes",2010,800,1650
"60405",775366,775366,"United_Republic_of_Tanzania","Roots and tubers, nes",2014,829,1830
"60406",775408,775408,"United_Republic_of_Tanzania","Roots and Tubers,Total",2000,1294829,6729342
"60407",775414,775414,"United_Republic_of_Tanzania","Roots and Tubers,Total",2006,1625846,8223350
"60408",775418,775418,"United_Republic_of_Tanzania","Roots and Tubers,Total",2010,1624790,8456100
"60409",775422,775422,"United_Republic_of_Tanzania","Roots and Tubers,Total",2014,1728521,10243282
"60410",775464,775464,"United_Republic_of_Tanzania","Safflower seed",2000,16064,6238
"60411",775470,775470,"United_Republic_of_Tanzania","Safflower seed",2006,20890,9638
"60412",775474,775474,"United_Republic_of_Tanzania","Safflower seed",2010,23226,11648
"60413",775478,775478,"United_Republic_of_Tanzania","Safflower seed",2014,25493,13502
"60414",775520,775520,"United_Republic_of_Tanzania","Seed cotton",2000,213300,123400
"60415",775526,775526,"United_Republic_of_Tanzania","Seed cotton",2006,2e+05,130587
"60416",775530,775530,"United_Republic_of_Tanzania","Seed cotton",2010,421200,267000
"60417",775534,775534,"United_Republic_of_Tanzania","Seed cotton",2014,311179,245831
"60418",775576,775576,"United_Republic_of_Tanzania","Sesame seed",2000,1e+05,39000
"60419",775582,775582,"United_Republic_of_Tanzania","Sesame seed",2006,120000,48000
"60420",775586,775586,"United_Republic_of_Tanzania","Sesame seed",2010,203420,144420
"60421",775590,775590,"United_Republic_of_Tanzania","Sesame seed",2014,928243,1113982
"60422",775632,775632,"United_Republic_of_Tanzania","Sisal",2000,42580,20600
"60423",775638,775638,"United_Republic_of_Tanzania","Sisal",2006,39649,27800
"60424",775642,775642,"United_Republic_of_Tanzania","Sisal",2010,59915,26363
"60425",775646,775646,"United_Republic_of_Tanzania","Sisal",2014,41434,37291
"60426",775688,775688,"United_Republic_of_Tanzania","Sorghum",2000,736200,598200
"60427",775694,775694,"United_Republic_of_Tanzania","Sorghum",2006,715884,711631
"60428",775698,775698,"United_Republic_of_Tanzania","Sorghum",2010,618370,798540
"60429",775702,775702,"United_Republic_of_Tanzania","Sorghum",2014,851478,883195
"60430",775744,775744,"United_Republic_of_Tanzania","Soybeans",2000,2161,1493
"60431",775750,775750,"United_Republic_of_Tanzania","Soybeans",2006,5500,5000
"60432",775754,775754,"United_Republic_of_Tanzania","Soybeans",2010,3570,3100
"60433",775758,775758,"United_Republic_of_Tanzania","Soybeans",2014,5907,6025
"60434",775800,775800,"United_Republic_of_Tanzania","Sugar cane",2000,15000,1355000
"60435",775806,775806,"United_Republic_of_Tanzania","Sugar cane",2006,21000,2480000
"60436",775810,775810,"United_Republic_of_Tanzania","Sugar cane",2010,48218,2788642
"60437",775814,775814,"United_Republic_of_Tanzania","Sugar cane",2014,55985,2800000
"60438",775856,775856,"United_Republic_of_Tanzania","Sunflower seed",2000,210000,135000
"60439",775862,775862,"United_Republic_of_Tanzania","Sunflower seed",2006,380000,250000
"60440",775866,775866,"United_Republic_of_Tanzania","Sunflower seed",2010,431540,313110
"60441",775870,775870,"United_Republic_of_Tanzania","Sunflower seed",2014,1721875,2755000
"60442",775912,775912,"United_Republic_of_Tanzania","Sweet potatoes",2000,407200,777300
"60443",775918,775918,"United_Republic_of_Tanzania","Sweet potatoes",2006,505000,1396400
"60444",775922,775922,"United_Republic_of_Tanzania","Sweet potatoes",2010,576220,2424200
"60445",775926,775926,"United_Republic_of_Tanzania","Sweet potatoes",2014,736085,3500699
"60446",775968,775968,"United_Republic_of_Tanzania","Tea",2000,16501,23600
"60447",775974,775974,"United_Republic_of_Tanzania","Tea",2006,15862,30300
"60448",775978,775978,"United_Republic_of_Tanzania","Tea",2010,11410,33160
"60449",775982,775982,"United_Republic_of_Tanzania","Tea",2014,21338,33500
"60450",776024,776024,"United_Republic_of_Tanzania","Tobacco, unmanufactured",2000,44000,26384
"60451",776030,776030,"United_Republic_of_Tanzania","Tobacco, unmanufactured",2006,40000,52000
"60452",776034,776034,"United_Republic_of_Tanzania","Tobacco, unmanufactured",2010,78930,60900
"60453",776038,776038,"United_Republic_of_Tanzania","Tobacco, unmanufactured",2014,98835,76910
"60454",776080,776080,"United_Republic_of_Tanzania","Tomatoes",2000,18000,136914
"60455",776086,776086,"United_Republic_of_Tanzania","Tomatoes",2006,20535,161344
"60456",776090,776090,"United_Republic_of_Tanzania","Tomatoes",2010,28000,3e+05
"60457",776094,776094,"United_Republic_of_Tanzania","Tomatoes",2014,37063,458023
"60458",776136,776136,"United_Republic_of_Tanzania","Treenuts,Total",2000,141000,130551
"60459",776142,776142,"United_Republic_of_Tanzania","Treenuts,Total",2006,325970,107674
"60460",776146,776146,"United_Republic_of_Tanzania","Treenuts,Total",2010,255090,96806
"60461",776150,776150,"United_Republic_of_Tanzania","Treenuts,Total",2014,439760,158522
"60462",776192,776192,"United_Republic_of_Tanzania","Vegetables Primary",2000,184340,1194790
"60463",776198,776198,"United_Republic_of_Tanzania","Vegetables Primary",2006,234157,1419677
"60464",776202,776202,"United_Republic_of_Tanzania","Vegetables Primary",2010,364750,2023250
"60465",776206,776206,"United_Republic_of_Tanzania","Vegetables Primary",2014,405340,2751390
"60466",776248,776248,"United_Republic_of_Tanzania","Vegetables, fresh nes",2000,141684,940000
"60467",776254,776254,"United_Republic_of_Tanzania","Vegetables, fresh nes",2006,186050,1130684
"60468",776258,776258,"United_Republic_of_Tanzania","Vegetables, fresh nes",2010,3e+05,1500000
"60469",776262,776262,"United_Republic_of_Tanzania","Vegetables, fresh nes",2014,315897,1896537
"60470",776304,776304,"United_Republic_of_Tanzania","Vegetables, leguminous nes",2000,178,878
"60471",776310,776310,"United_Republic_of_Tanzania","Vegetables, leguminous nes",2006,260,1350
"60472",776314,776314,"United_Republic_of_Tanzania","Vegetables, leguminous nes",2010,1100,4500
"60473",776318,776318,"United_Republic_of_Tanzania","Vegetables, leguminous nes",2014,1558,6280
"60474",776360,776360,"United_Republic_of_Tanzania","Watermelons",2000,470,4500
"60475",776366,776366,"United_Republic_of_Tanzania","Watermelons",2006,573,5410
"60476",776370,776370,"United_Republic_of_Tanzania","Watermelons",2010,1700,16000
"60477",776374,776374,"United_Republic_of_Tanzania","Watermelons",2014,4326,44743
"60478",776416,776416,"United_Republic_of_Tanzania","Wheat",2000,71700,32700
"60479",776422,776422,"United_Republic_of_Tanzania","Wheat",2006,53224,110000
"60480",776426,776426,"United_Republic_of_Tanzania","Wheat",2010,54570,62370
"60481",776430,776430,"United_Republic_of_Tanzania","Wheat",2014,100764,167000
"60482",776472,776472,"United_Republic_of_Tanzania","Yams",2000,1600,9000
"60483",776478,776478,"United_Republic_of_Tanzania","Yams",2006,1450,8200
"60484",776482,776482,"United_Republic_of_Tanzania","Yams",2010,1800,9750
"60485",776486,776486,"United_Republic_of_Tanzania","Yams",2014,1518,9976
"60486",776529,776529,"United_States_of_America","Almonds, with shell",2000,202340,533000
"60487",776535,776535,"United_States_of_America","Almonds, with shell",2006,234718,846131
"60488",776539,776539,"United_States_of_America","Almonds, with shell",2010,311608,1413800
"60489",776543,776543,"United_States_of_America","Almonds, with shell",2014,352077,1545500
"60490",776585,776585,"United_States_of_America","Apples",2000,175492,4799416
"60491",776591,776591,"United_States_of_America","Apples",2006,145683,4455819
"60492",776595,776595,"United_States_of_America","Apples",2010,136217,4210290
"60493",776599,776599,"United_States_of_America","Apples",2014,128763,5358740
"60494",776641,776641,"United_States_of_America","Apricots",2000,8248,87906
"60495",776647,776647,"United_States_of_America","Apricots",2006,5281,40351
"60496",776651,776651,"United_States_of_America","Apricots",2010,4917,60219
"60497",776655,776655,"United_States_of_America","Apricots",2014,4379,58901
"60498",776697,776697,"United_States_of_America","Artichokes",2000,3560,45900
"60499",776703,776703,"United_States_of_America","Artichokes",2006,3520,34060
"60500",776707,776707,"United_States_of_America","Artichokes",2010,2910,39190
"60501",776711,776711,"United_States_of_America","Artichokes",2014,2950,43050
"60502",776753,776753,"United_States_of_America","Asparagus",2000,31323,103056
"60503",776759,776759,"United_States_of_America","Asparagus",2006,17483,52299
"60504",776763,776763,"United_States_of_America","Asparagus",2010,11330,36240
"60505",776767,776767,"United_States_of_America","Asparagus",2014,9630,33700
"60506",776809,776809,"United_States_of_America","Avocados",2000,26395,217091
"60507",776815,776815,"United_States_of_America","Avocados",2006,29070,247000
"60508",776819,776819,"United_States_of_America","Avocados",2010,24253,158150
"60509",776823,776823,"United_States_of_America","Avocados",2014,23876,179124
"60510",776865,776865,"United_States_of_America","Bananas",2000,591,13154
"60511",776871,776871,"United_States_of_America","Bananas",2006,405,7710
"60512",776875,776875,"United_States_of_America","Bananas",2010,445,8074
"60513",776879,776879,"United_States_of_America","Bananas",2014,348,6532
"60514",776921,776921,"United_States_of_America","Barley",2000,2104390,6919370
"60515",776927,776927,"United_States_of_America","Barley",2006,1194240,3922630
"60516",776931,776931,"United_States_of_America","Barley",2010,997560,3924280
"60517",776935,776935,"United_States_of_America","Barley",2014,1010510,3952610
"60518",776977,776977,"United_States_of_America","Beans, dry",2000,654181,1203970
"60519",776983,776983,"United_States_of_America","Beans, dry",2006,619823,1095652
"60520",776987,776987,"United_States_of_America","Beans, dry",2010,745720,1442470
"60521",776991,776991,"United_States_of_America","Beans, dry",2014,667170,1311340
"60522",777033,777033,"United_States_of_America","Beans, green",2000,22590,121180
"60523",777039,777039,"United_States_of_America","Beans, green",2006,17420,96600
"60524",777043,777043,"United_States_of_America","Beans, green",2010,17170,56450
"60525",777047,777047,"United_States_of_America","Beans, green",2014,11230,45720
"60526",777089,777089,"United_States_of_America","Berries nes",2000,3209,24676
"60527",777095,777095,"United_States_of_America","Berries nes",2006,3100,21047
"60528",777099,777099,"United_States_of_America","Berries nes",2010,3220,26103
"60529",777103,777103,"United_States_of_America","Berries nes",2014,3279,26935
"60530",777145,777145,"United_States_of_America","Blueberries",2000,16520,84670
"60531",777151,777151,"United_States_of_America","Blueberries",2006,22030,128850
"60532",777155,777155,"United_States_of_America","Blueberries",2010,28530,188926
"60533",777159,777159,"United_States_of_America","Blueberries",2014,34297,262498
"60534",777201,777201,"United_States_of_America","Buckwheat",2000,65000,65000
"60535",777207,777207,"United_States_of_America","Buckwheat",2006,66000,66000
"60536",777211,777211,"United_States_of_America","Buckwheat",2010,77380,79100
"60537",777215,777215,"United_States_of_America","Buckwheat",2014,78000,83000
"60538",777257,777257,"United_States_of_America","Cabbages and other brassicas",2000,109880,2598690
"60539",777263,777263,"United_States_of_America","Cabbages and other brassicas",2006,29810,1165090
"60540",777267,777267,"United_States_of_America","Cabbages and other brassicas",2010,26820,1052800
"60541",777271,777271,"United_States_of_America","Cabbages and other brassicas",2014,24140,958930
"60542",777313,777313,"United_States_of_America","Carrots and turnips",2000,45309,1747208
"60543",777319,777319,"United_States_of_America","Carrots and turnips",2006,37620,1505326
"60544",777323,777323,"United_States_of_America","Carrots and turnips",2010,31810,1341700
"60545",777327,777327,"United_States_of_America","Carrots and turnips",2014,34660,1443120
"60546",777354,777354,"United_States_of_America","Castor oil seed",2000,NA,NA
"60547",777360,777360,"United_States_of_America","Castor oil seed",2006,NA,NA
"60548",777364,777364,"United_States_of_America","Castor oil seed",2010,NA,NA
"60549",777368,777368,"United_States_of_America","Castor oil seed",2014,NA,NA
