"","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t"
"9551",123113,123113,"Cambodia","Roots and Tubers,Total",2000,24815,201941
"9552",123119,123119,"Cambodia","Roots and Tubers,Total",2006,108072,2256666
"9553",123123,123123,"Cambodia","Roots and Tubers,Total",2010,216583,4360837
"9554",123127,123127,"Cambodia","Roots and Tubers,Total",2014,345068,8668246
"9555",123169,123169,"Cambodia","Rubber, natural",2000,34095,42370
"9556",123175,123175,"Cambodia","Rubber, natural",2006,20583,21389
"9557",123179,123179,"Cambodia","Rubber, natural",2010,37807,41591
"9558",123183,123183,"Cambodia","Rubber, natural",2014,17800,18433
"9559",123225,123225,"Cambodia","Seed cotton",2000,190,260
"9560",123231,123231,"Cambodia","Seed cotton",2006,200,260
"9561",123235,123235,"Cambodia","Seed cotton",2010,187,250
"9562",123239,123239,"Cambodia","Seed cotton",2014,186,247
"9563",123281,123281,"Cambodia","Sesame seed",2000,18130,9855
"9564",123287,123287,"Cambodia","Sesame seed",2006,56263,34946
"9565",123291,123291,"Cambodia","Sesame seed",2010,48299,29916
"9566",123295,123295,"Cambodia","Sesame seed",2014,42000,29000
"9567",123337,123337,"Cambodia","Soybeans",2000,33256,28111
"9568",123343,123343,"Cambodia","Soybeans",2006,64382,98289
"9569",123347,123347,"Cambodia","Soybeans",2010,103198,156589
"9570",123351,123351,"Cambodia","Soybeans",2014,102000,162000
"9571",123393,123393,"Cambodia","Sugar cane",2000,7480,164176
"9572",123399,123399,"Cambodia","Sugar cane",2006,8296,141704
"9573",123403,123403,"Cambodia","Sugar cane",2010,17072,365555
"9574",123407,123407,"Cambodia","Sugar cane",2014,24329,531127
"9575",123449,123449,"Cambodia","Sweet potatoes",2000,7435,28178
"9576",123455,123455,"Cambodia","Sweet potatoes",2006,9349,45285
"9577",123459,123459,"Cambodia","Sweet potatoes",2010,11442,79347
"9578",123463,123463,"Cambodia","Sweet potatoes",2014,8899,45461
"9579",123505,123505,"Cambodia","Tobacco, unmanufactured",2000,9669,7665
"9580",123511,123511,"Cambodia","Tobacco, unmanufactured",2006,8768,14231
"9581",123515,123515,"Cambodia","Tobacco, unmanufactured",2010,10062,14625
"9582",123519,123519,"Cambodia","Tobacco, unmanufactured",2014,7964,13751
"9583",123561,123561,"Cambodia","Treenuts,Total",2000,4368,2600
"9584",123567,123567,"Cambodia","Treenuts,Total",2006,5245,3200
"9585",123571,123571,"Cambodia","Treenuts,Total",2010,5920,3237
"9586",123575,123575,"Cambodia","Treenuts,Total",2014,6999,3342
"9587",123617,123617,"Cambodia","Vegetables Primary",2000,74069,475356
"9588",123623,123623,"Cambodia","Vegetables Primary",2006,75724,481000
"9589",123627,123627,"Cambodia","Vegetables Primary",2010,85228,544287
"9590",123631,123631,"Cambodia","Vegetables Primary",2014,83591,536430
"9591",123673,123673,"Cambodia","Vegetables, fresh nes",2000,74069,475356
"9592",123679,123679,"Cambodia","Vegetables, fresh nes",2006,75724,481000
"9593",123683,123683,"Cambodia","Vegetables, fresh nes",2010,85228,544287
"9594",123687,123687,"Cambodia","Vegetables, fresh nes",2014,83591,536430
"9924",128205,128205,"Canada","Anise, badian, fennel, coriander",2000,NA,NA
"9925",128211,128211,"Canada","Anise, badian, fennel, coriander",2006,14200,11262
"9926",128215,128215,"Canada","Anise, badian, fennel, coriander",2010,12263,9280
"9927",128219,128219,"Canada","Anise, badian, fennel, coriander",2014,13690,11811
"9928",128261,128261,"Canada","Apples",2000,24277,530256
"9929",128267,128267,"Canada","Apples",2006,19861,402773
"9930",128271,128271,"Canada","Apples",2010,16245,371025
"9931",128275,128275,"Canada","Apples",2014,15582,402361
"9932",128317,128317,"Canada","Apricots",2000,202,1036
"9933",128323,128323,"Canada","Apricots",2006,127,826
"9934",128327,128327,"Canada","Apricots",2010,90,619
"9935",128331,128331,"Canada","Apricots",2014,72,690
"9936",128373,128373,"Canada","Asparagus",2000,1245,2958
"9937",128379,128379,"Canada","Asparagus",2006,1475,4504
"9938",128383,128383,"Canada","Asparagus",2010,1693,6210
"9939",128387,128387,"Canada","Asparagus",2014,1695,7110
"9940",128429,128429,"Canada","Barley",2000,4468100,13228600
"9941",128435,128435,"Canada","Barley",2006,3222900,9573100
"9942",128439,128439,"Canada","Barley",2010,2394100,7627200
"9943",128443,128443,"Canada","Barley",2014,2136100,7119000
"9944",128485,128485,"Canada","Beans, dry",2000,158400,261400
"9945",128491,128491,"Canada","Beans, dry",2006,176300,372400
"9946",128495,128495,"Canada","Beans, dry",2010,127200,253700
"9947",128499,128499,"Canada","Beans, dry",2014,119700,273200
"9948",128541,128541,"Canada","Beans, green",2000,8958,55354
"9949",128547,128547,"Canada","Beans, green",2006,9057,52853
"9950",128551,128551,"Canada","Beans, green",2010,8292,46848
"9951",128555,128555,"Canada","Beans, green",2014,7890,56505
"9952",128597,128597,"Canada","Berries nes",2000,NA,19100
"9953",128603,128603,"Canada","Berries nes",2006,NA,12430
"9954",128607,128607,"Canada","Berries nes",2010,NA,12630
"9955",128611,128611,"Canada","Berries nes",2014,NA,12624
"9956",128653,128653,"Canada","Blueberries",2000,23808,60616
"9957",128659,128659,"Canada","Blueberries",2006,31485,80652
"9958",128663,128663,"Canada","Blueberries",2010,34277,83550
"9959",128667,128667,"Canada","Blueberries",2014,39083,165357
"9960",128688,128688,"Canada","Broad beans, horse beans, dry",2000,6100,15400
"9961",128694,128694,"Canada","Broad beans, horse beans, dry",2006,8400,16000
"9962",128698,128698,"Canada","Broad beans, horse beans, dry",2010,0,0
"9963",128702,128702,"Canada","Broad beans, horse beans, dry",2014,NA,NA
"9964",128744,128744,"Canada","Buckwheat",2000,14800,13600
"9965",128750,128750,"Canada","Buckwheat",2006,6900,7400
"9966",128754,128754,"Canada","Buckwheat",2010,0,0
"9967",128758,128758,"Canada","Buckwheat",2014,384,401
"9968",128800,128800,"Canada","Cabbages and other brassicas",2000,8313,164710
"9969",128806,128806,"Canada","Cabbages and other brassicas",2006,8891,169677
"9970",128810,128810,"Canada","Cabbages and other brassicas",2010,9197,196134
"9971",128814,128814,"Canada","Cabbages and other brassicas",2014,9079,217932
"9972",128837,128837,"Canada","Canary seed",2000,163900,170800
"9973",128843,128843,"Canada","Canary seed",2006,131100,133100
"9974",128847,128847,"Canada","Canary seed",2010,153800,153500
"9975",128851,128851,"Canada","Canary seed",2014,107200,124900
"9976",128893,128893,"Canada","Carrots and turnips",2000,7991,261284
"9977",128899,128899,"Canada","Carrots and turnips",2006,8832,303560
"9978",128903,128903,"Canada","Carrots and turnips",2010,8329,414382
"9979",128907,128907,"Canada","Carrots and turnips",2014,7135,300627
"9980",128949,128949,"Canada","Cauliflowers and broccoli",2000,6299,40841
"9981",128955,128955,"Canada","Cauliflowers and broccoli",2006,6077,31243
"9982",128959,128959,"Canada","Cauliflowers and broccoli",2010,5763,32377
"9983",128963,128963,"Canada","Cauliflowers and broccoli",2014,5202,33338
"9984",129005,129005,"Canada","Cereals (Rice Milled Eqv)",2000,18209500,NA
"9985",129011,129011,"Canada","Cereals (Rice Milled Eqv)",2006,15946100,NA
"9986",129015,129015,"Canada","Cereals (Rice Milled Eqv)",2010,13156000,NA
"9987",129019,129019,"Canada","Cereals (Rice Milled Eqv)",2014,14023084,NA
"9988",129061,129061,"Canada","Cereals,Total",2000,18209500,51090400
"9989",129067,129067,"Canada","Cereals,Total",2006,15946100,48577300
"9990",129071,129071,"Canada","Cereals,Total",2010,13156000,45793400
"9991",129075,129075,"Canada","Cereals,Total",2014,14023084,51535801
"9992",129117,129117,"Canada","Cherries",2000,1014,4647
"9993",129123,129123,"Canada","Cherries",2006,1625,8881
"9994",129127,129127,"Canada","Cherries",2010,1362,9982
"9995",129131,129131,"Canada","Cherries",2014,1425,14515
"9996",129173,129173,"Canada","Cherries, sour",2000,925,6641
"9997",129179,129179,"Canada","Cherries, sour",2006,925,3878
"9998",129183,129183,"Canada","Cherries, sour",2010,1034,5875
"9999",129187,129187,"Canada","Cherries, sour",2014,868,4066
"10000",129229,129229,"Canada","Chick peas",2000,283200,387500
"10001",129235,129235,"Canada","Chick peas",2006,127500,163200
"10002",129239,129239,"Canada","Chick peas",2010,76900,128300
"10003",129243,129243,"Canada","Chick peas",2014,66000,123000
"10004",129285,129285,"Canada","Chillies and peppers, green",2000,2091,48450
"10005",129291,129291,"Canada","Chillies and peppers, green",2006,1839,46171
"10006",129295,129295,"Canada","Chillies and peppers, green",2010,1868,46690
"10007",129299,129299,"Canada","Chillies and peppers, green",2014,1909,53593
"10008",129341,129341,"Canada","Coarse Grain, Total",2000,7354700,24554900
"10009",129347,129347,"Canada","Coarse Grain, Total",2006,6264300,23311900
"10010",129351,129351,"Canada","Coarse Grain, Total",2010,4859900,22493800
"10011",129355,129355,"Canada","Coarse Grain, Total",2014,4542984,22116201
"10012",129397,129397,"Canada","Cranberries",2000,2331,37269
"10013",129403,129403,"Canada","Cranberries",2006,3780,76587
"10014",129407,129407,"Canada","Cranberries",2010,4676,75405
"10015",129411,129411,"Canada","Cranberries",2014,6292,159697
"10016",129453,129453,"Canada","Cucumbers and gherkins",2000,4717,82155
"10017",129459,129459,"Canada","Cucumbers and gherkins",2006,2529,38406
"10018",129463,129463,"Canada","Cucumbers and gherkins",2010,2364,53949
"10019",129467,129467,"Canada","Cucumbers and gherkins",2014,2223,53555
"10020",129509,129509,"Canada","Fibre crops nes",2000,46000,55400
"10021",129515,129515,"Canada","Fibre crops nes",2006,54150,65050
"10022",129519,129519,"Canada","Fibre crops nes",2010,24000,28500
"10023",129523,129523,"Canada","Fibre crops nes",2014,22558,27304
"10024",129565,129565,"Canada","Fibre Crops Primary",2000,NA,55400
"10025",129571,129571,"Canada","Fibre Crops Primary",2006,NA,65050
"10026",129575,129575,"Canada","Fibre Crops Primary",2010,NA,28500
"10027",129579,129579,"Canada","Fibre Crops Primary",2014,NA,27304
"10028",129607,129607,"Canada","Fruit, fresh nes",2000,NA,0
"10029",129613,129613,"Canada","Fruit, fresh nes",2006,NA,0
"10030",129617,129617,"Canada","Fruit, fresh nes",2010,NA,0
"10031",129621,129621,"Canada","Fruit, fresh nes",2014,NA,0
"10032",129663,129663,"Canada","Garlic",2000,NA,NA
"10033",129669,129669,"Canada","Garlic",2006,123,231
"10034",129673,129673,"Canada","Garlic",2010,208,415
"10035",129677,129677,"Canada","Garlic",2014,180,532
"10036",129719,129719,"Canada","Grain, mixed",2000,145400,434900
"10037",129725,129725,"Canada","Grain, mixed",2006,129600,346500
"10038",129729,129729,"Canada","Grain, mixed",2010,83600,243800
"10039",129733,129733,"Canada","Grain, mixed",2014,49800,154800
"10040",129775,129775,"Canada","Grapes",2000,8725,64188
"10041",129781,129781,"Canada","Grapes",2006,10336,79664
"10042",129785,129785,"Canada","Grapes",2010,10466,75598
"10043",129789,129789,"Canada","Grapes",2014,11224,80334
"10044",129823,129823,"Canada","Hops",2000,0,0
"10045",129829,129829,"Canada","Hops",2006,0,0
"10046",129833,129833,"Canada","Hops",2010,0,0
"10047",129837,129837,"Canada","Hops",2014,0,0
"10048",129852,129852,"Canada","Kiwi fruit",2000,8,230
"10049",129858,129858,"Canada","Kiwi fruit",2006,10,77
"10050",129862,129862,"Canada","Kiwi fruit",2010,4,34
"10051",129866,129866,"Canada","Kiwi fruit",2014,5,35
"10052",129908,129908,"Canada","Leeks, other alliaceous vegetables",2000,280,2930
"10053",129914,129914,"Canada","Leeks, other alliaceous vegetables",2006,263,3790
"10054",129918,129918,"Canada","Leeks, other alliaceous vegetables",2010,357,5274
"10055",129922,129922,"Canada","Leeks, other alliaceous vegetables",2014,224,3735
"10056",129952,129952,"Canada","Lentils",2000,687900,914100
"10057",129958,129958,"Canada","Lentils",2006,554500,692800
"10058",129962,129962,"Canada","Lentils",2010,1340300,2004800
"10059",129966,129966,"Canada","Lentils",2014,1217100,1987000
"10060",130008,130008,"Canada","Lettuce and chicory",2000,3298,62858
"10061",130014,130014,"Canada","Lettuce and chicory",2006,3883,71638
"10062",130018,130018,"Canada","Lettuce and chicory",2010,4709,79527
"10063",130022,130022,"Canada","Lettuce and chicory",2014,4369,100880
"10064",130064,130064,"Canada","Linseed",2000,590900,693400
"10065",130070,130070,"Canada","Linseed",2006,785200,988800
"10066",130074,130074,"Canada","Linseed",2010,353300,423000
"10067",130078,130078,"Canada","Linseed",2014,620800,872500
"10068",130120,130120,"Canada","Maize",2000,1106500,6953700
"10069",130126,130126,"Canada","Maize",2006,1060900,8989800
"10070",130130,130130,"Canada","Maize",2010,1202900,11714500
"10071",130134,130134,"Canada","Maize",2014,1226600,11486800
"10072",130176,130176,"Canada","Maize, green",2000,30838,258983
"10073",130182,130182,"Canada","Maize, green",2006,22347,242663
"10074",130186,130186,"Canada","Maize, green",2010,21470,217540
"10075",130190,130190,"Canada","Maize, green",2014,19247,218559
"10076",130232,130232,"Canada","Melons, other (inc.cantaloupes)",2000,386,8491
"10077",130238,130238,"Canada","Melons, other (inc.cantaloupes)",2006,480,13063
"10078",130242,130242,"Canada","Melons, other (inc.cantaloupes)",2010,478,11988
"10079",130246,130246,"Canada","Melons, other (inc.cantaloupes)",2014,713,19222
"10080",130288,130288,"Canada","Mushrooms and truffles",2000,NA,80241
"10081",130294,130294,"Canada","Mushrooms and truffles",2006,NA,87631
"10082",130298,130298,"Canada","Mushrooms and truffles",2010,NA,78452
"10083",130302,130302,"Canada","Mushrooms and truffles",2014,NA,134545
"10084",130344,130344,"Canada","Mustard seed",2000,207900,202200
"10085",130350,130350,"Canada","Mustard seed",2006,129500,108200
"10086",130354,130354,"Canada","Mustard seed",2010,182100,182000
"10087",130358,130358,"Canada","Mustard seed",2014,195400,198000
"10088",130400,130400,"Canada","Oats",2000,1305100,3403300
"10089",130406,130406,"Canada","Oats",2006,1536800,3852200
"10090",130410,130410,"Canada","Oats",2010,906100,2451400
"10091",130414,130414,"Canada","Oats",2014,927800,2979000
"10092",130456,130456,"Canada","Oilcrops, Cake Equivalent",2000,NA,7072960
"10093",130462,130462,"Canada","Oilcrops, Cake Equivalent",2006,NA,8898138
"10094",130466,130466,"Canada","Oilcrops, Cake Equivalent",2010,NA,11588958
"10095",130470,130470,"Canada","Oilcrops, Cake Equivalent",2014,NA,15315724
"10096",130510,130510,"Canada","Oilcrops, Oil Equivalent",2000,NA,3591294
"10097",130516,130516,"Canada","Oilcrops, Oil Equivalent",2006,NA,4493720
"10098",130520,130520,"Canada","Oilcrops, Oil Equivalent",2010,NA,5901353
"10099",130524,130524,"Canada","Oilcrops, Oil Equivalent",2014,NA,7724244
"10100",130564,130564,"Canada","Oilseeds nes",2000,NA,NA
"10101",130570,130570,"Canada","Oilseeds nes",2006,2599,970
"10102",130574,130574,"Canada","Oilseeds nes",2010,3342,1236
"10103",130578,130578,"Canada","Oilseeds nes",2014,3981,1509
"10104",130620,130620,"Canada","Onions, dry",2000,5044,186120
"10105",130626,130626,"Canada","Onions, dry",2006,5979,209417
"10106",130630,130630,"Canada","Onions, dry",2010,5264,190821
"10107",130634,130634,"Canada","Onions, dry",2014,4774,228269
"10108",130676,130676,"Canada","Peaches and nectarines",2000,3072,32328
"10109",130682,130682,"Canada","Peaches and nectarines",2006,3031,31345
"10110",130686,130686,"Canada","Peaches and nectarines",2010,2553,25668
"10111",130690,130690,"Canada","Peaches and nectarines",2014,2343,25053
"10112",130732,130732,"Canada","Pears",2000,1404,20608
"10113",130738,130738,"Canada","Pears",2006,1178,13977
"10114",130742,130742,"Canada","Pears",2010,693,7833
"10115",130746,130746,"Canada","Pears",2014,570,7568
"10116",130788,130788,"Canada","Peas, dry",2000,1219900,2864300
"10117",130794,130794,"Canada","Peas, dry",2006,1230500,2519900
"10118",130798,130798,"Canada","Peas, dry",2010,1388900,3018200
"10119",130802,130802,"Canada","Peas, dry",2014,1587600,3810100
"10120",130844,130844,"Canada","Peas, green",2000,18257,76844
"10121",130850,130850,"Canada","Peas, green",2006,15643,69173
"10122",130854,130854,"Canada","Peas, green",2010,10237,44766
"10123",130858,130858,"Canada","Peas, green",2014,12393,56858
"10124",130900,130900,"Canada","Plums and sloes",2000,678,3147
"10125",130906,130906,"Canada","Plums and sloes",2006,540,3673
"10126",130910,130910,"Canada","Plums and sloes",2010,381,2992
"10127",130914,130914,"Canada","Plums and sloes",2014,393,3354
"10128",130956,130956,"Canada","Potatoes",2000,393500,4576955
"10129",130962,130962,"Canada","Potatoes",2006,391000,5101864
"10130",130966,130966,"Canada","Potatoes",2010,344000,4416045
"10131",130970,130970,"Canada","Potatoes",2014,342426,4575182
"10132",131012,131012,"Canada","Pulses,Total",2000,2355500,4442700
"10133",131018,131018,"Canada","Pulses,Total",2006,2097200,3764300
"10134",131022,131022,"Canada","Pulses,Total",2010,2933300,5405000
"10135",131026,131026,"Canada","Pulses,Total",2014,2990400,6193300
"10136",131068,131068,"Canada","Pumpkins, squash and gourds",2000,3216,36376
"10137",131074,131074,"Canada","Pumpkins, squash and gourds",2006,4466,71548
"10138",131078,131078,"Canada","Pumpkins, squash and gourds",2010,5248,77998
"10139",131082,131082,"Canada","Pumpkins, squash and gourds",2014,5141,106110
"10140",131124,131124,"Canada","Rapeseed",2000,4859200,7205300
"10141",131130,131130,"Canada","Rapeseed",2006,5238200,9000300
"10142",131134,131134,"Canada","Rapeseed",2010,6857900,12788600
"10143",131138,131138,"Canada","Rapeseed",2014,8343800,16410100
"10144",131180,131180,"Canada","Raspberries",2000,3401,17524
"10145",131186,131186,"Canada","Raspberries",2006,2747,11579
"10146",131190,131190,"Canada","Raspberries",2010,2392,11864
"10147",131194,131194,"Canada","Raspberries",2014,1959,12075
"10148",131236,131236,"Canada","Roots and Tubers,Total",2000,393500,4576955
"10149",131242,131242,"Canada","Roots and Tubers,Total",2006,391000,5101864
"10150",131246,131246,"Canada","Roots and Tubers,Total",2010,344000,4416045
"10151",131250,131250,"Canada","Roots and Tubers,Total",2014,342426,4575182
"10152",131292,131292,"Canada","Rye",2000,114500,260300
"10153",131298,131298,"Canada","Rye",2006,163900,382900
"10154",131302,131302,"Canada","Rye",2010,97200,237400
"10155",131306,131306,"Canada","Rye",2014,82100,217500
"10156",131348,131348,"Canada","Safflower seed",2000,4800,6700
"10157",131354,131354,"Canada","Safflower seed",2006,0,0
"10158",131358,131358,"Canada","Safflower seed",2010,0,0
"10159",131362,131362,"Canada","Safflower seed",2014,0,0
"10160",131404,131404,"Canada","Soybeans",2000,1060700,2703000
"10161",131410,131410,"Canada","Soybeans",2006,1201200,3465500
"10162",131414,131414,"Canada","Soybeans",2010,1505900,4444600
"10163",131418,131418,"Canada","Soybeans",2014,2235100,6048600
"10164",131460,131460,"Canada","Spinach",2000,628,3802
"10165",131466,131466,"Canada","Spinach",2006,573,3370
"10166",131470,131470,"Canada","Spinach",2010,834,5473
"10167",131474,131474,"Canada","Spinach",2014,688,5610
"10168",131516,131516,"Canada","Strawberries",2000,4664,25825
"10169",131522,131522,"Canada","Strawberries",2006,3685,22482
"10170",131526,131526,"Canada","Strawberries",2010,3025,19093
"10171",131530,131530,"Canada","Strawberries",2014,2643,20210
"10172",131572,131572,"Canada","Sugar beet",2000,16600,821000
"10173",131578,131578,"Canada","Sugar beet",2006,15000,870900
"10174",131582,131582,"Canada","Sugar beet",2010,11300,508000
"10175",131586,131586,"Canada","Sugar beet",2014,8100,580600
"10176",131628,131628,"Canada","Sunflower seed",2000,68800,119300
"10177",131634,131634,"Canada","Sunflower seed",2006,76900,157300
"10178",131638,131638,"Canada","Sunflower seed",2010,51400,67600
"10179",131642,131642,"Canada","Sunflower seed",2014,29100,55000
"10180",131684,131684,"Canada","Tobacco, unmanufactured",2000,23800,53010
"10181",131690,131690,"Canada","Tobacco, unmanufactured",2006,15906,43057
"10182",131694,131694,"Canada","Tobacco, unmanufactured",2010,12372,33964
"10183",131698,131698,"Canada","Tobacco, unmanufactured",2014,8952,24841
"10184",131740,131740,"Canada","Tomatoes",2000,8059,418187
"10185",131746,131746,"Canada","Tomatoes",2006,8162,602854
"10186",131750,131750,"Canada","Tomatoes",2010,6623,473792
"10187",131754,131754,"Canada","Tomatoes",2014,5018,368449
"10188",131796,131796,"Canada","Triticale",2000,36400,89700
"10189",131802,131802,"Canada","Triticale",2006,12200,26900
"10190",131806,131806,"Canada","Triticale",2010,22200,66000
"10191",131810,131810,"Canada","Triticale",2014,13000,33800
"10192",131852,131852,"Canada","Vegetables Primary",2000,113822,1906963
"10193",131858,131858,"Canada","Vegetables Primary",2006,104883,2124306
"10194",131862,131862,"Canada","Vegetables Primary",2010,98134,2109159
"10195",131866,131866,"Canada","Vegetables Primary",2014,92561,2102836
"10196",131908,131908,"Canada","Vegetables, fresh nes",2000,4588,124870
"10197",131914,131914,"Canada","Vegetables, fresh nes",2006,4744,115577
"10198",131918,131918,"Canada","Vegetables, fresh nes",2010,5678,138511
"10199",131922,131922,"Canada","Vegetables, fresh nes",2014,5394,156629
"10200",131964,131964,"Canada","Watermelons",2000,108,1576
"10201",131970,131970,"Canada","Watermelons",2006,293,8924
"10202",131974,131974,"Canada","Watermelons",2010,729,18693
"10203",131978,131978,"Canada","Watermelons",2014,730,27048
"10204",132020,132020,"Canada","Wheat",2000,10854800,26535500
"10205",132026,132026,"Canada","Wheat",2006,9681800,25265400
"10206",132030,132030,"Canada","Wheat",2010,8296100,23299600
"10207",132034,132034,"Canada","Wheat",2014,9480100,29419600
"11973",153121,153121,"Chile","Almonds, with shell",2000,6036,8140
"11974",153127,153127,"Chile","Almonds, with shell",2006,5800,15000
"11975",153131,153131,"Chile","Almonds, with shell",2010,7617,22600
"11976",153135,153135,"Chile","Almonds, with shell",2014,8569,31274
"11977",153177,153177,"Chile","Apples",2000,35790,805000
"11978",153183,153183,"Chile","Apples",2006,35200,1350000
"11979",153187,153187,"Chile","Apples",2010,35029,1624242
"11980",153191,153191,"Chile","Apples",2014,37207,1751991
"11981",153233,153233,"Chile","Apricots",2000,2455,28500
"11982",153239,153239,"Chile","Apricots",2006,2100,20000
"11983",153243,153243,"Chile","Apricots",2010,1469,14892
"11984",153247,153247,"Chile","Apricots",2014,1094,11066
"11985",153289,153289,"Chile","Artichokes",2000,3102,23900
"11986",153295,153295,"Chile","Artichokes",2006,4300,33000
"11987",153299,153299,"Chile","Artichokes",2010,4651,35000
"11988",153303,153303,"Chile","Artichokes",2014,1683,12792
"11989",153324,153324,"Chile","Asparagus",2000,3943,17500
"11990",153330,153330,"Chile","Asparagus",2006,4300,21000
"11991",153334,153334,"Chile","Asparagus",2010,2759,13200
"11992",153338,153338,"Chile","Asparagus",2014,2103,11535
"11993",153380,153380,"Chile","Avocados",2000,21202,98000
"11994",153386,153386,"Chile","Avocados",2006,26700,205000
"11995",153390,153390,"Chile","Avocados",2010,34057,166382
"11996",153394,153394,"Chile","Avocados",2014,31727,160000
"11997",153436,153436,"Chile","Barley",2000,17208,59639
"11998",153442,153442,"Chile","Barley",2006,29060,136700
"11999",153446,153446,"Chile","Barley",2010,16854,97370
"12000",153450,153450,"Chile","Barley",2014,15677,82350
"12001",153475,153475,"Chile","Bastfibres, other",2000,12332,12046
"12002",153481,153481,"Chile","Bastfibres, other",2006,11917,11577
"12003",153485,153485,"Chile","Bastfibres, other",2010,11145,10225
"12004",153489,153489,"Chile","Bastfibres, other",2014,11203,9520
"12005",153531,153531,"Chile","Beans, dry",2000,31386,44274
"12006",153537,153537,"Chile","Beans, dry",2006,25650,50262
"12007",153541,153541,"Chile","Beans, dry",2010,13512,23420
"12008",153545,153545,"Chile","Beans, dry",2014,14670,18095
"12009",153587,153587,"Chile","Beans, green",2000,5338,32000
"12010",153593,153593,"Chile","Beans, green",2006,5500,34000
"12011",153597,153597,"Chile","Beans, green",2010,3172,38000
"12012",153601,153601,"Chile","Beans, green",2014,2623,37609
"12013",153643,153643,"Chile","Cabbages and other brassicas",2000,2210,60000
"12014",153649,153649,"Chile","Cabbages and other brassicas",2006,2300,63000
"12015",153653,153653,"Chile","Cabbages and other brassicas",2010,1753,44000
"12016",153657,153657,"Chile","Cabbages and other brassicas",2014,1713,42758
"12017",153699,153699,"Chile","Carrots and turnips",2000,3722,97000
"12018",153705,153705,"Chile","Carrots and turnips",2006,3700,130000
"12019",153709,153709,"Chile","Carrots and turnips",2010,3751,150000
"12020",153713,153713,"Chile","Carrots and turnips",2014,3743,167760
"12021",153755,153755,"Chile","Cauliflowers and broccoli",2000,1593,34000
"12022",153761,153761,"Chile","Cauliflowers and broccoli",2006,1700,37000
"12023",153765,153765,"Chile","Cauliflowers and broccoli",2010,1285,28000
"12024",153769,153769,"Chile","Cauliflowers and broccoli",2014,1428,28850
"12025",153811,153811,"Chile","Cereals (Rice Milled Eqv)",2000,593690,NA
"12026",153817,153817,"Chile","Cereals (Rice Milled Eqv)",2006,594456,NA
"12027",153821,153821,"Chile","Cereals (Rice Milled Eqv)",2010,526524,NA
"12028",153825,153825,"Chile","Cereals (Rice Milled Eqv)",2014,567641,NA
"12029",153867,153867,"Chile","Cereals,Total",2000,593690,2589760
"12030",153873,153873,"Chile","Cereals,Total",2006,594456,3565734
"12031",153877,153877,"Chile","Cereals,Total",2010,526524,3588462
"12032",153881,153881,"Chile","Cereals,Total",2014,567641,3478752
"12033",153923,153923,"Chile","Cherries",2000,5832,31050
"12034",153929,153929,"Chile","Cherries",2006,7600,41000
"12035",153933,153933,"Chile","Cherries",2010,13143,60356
"12036",153937,153937,"Chile","Cherries",2014,16933,84919
"12037",153950,153950,"Chile","Cherries, sour",2000,191,837
"12038",153956,153956,"Chile","Cherries, sour",2006,129,890
"12039",153960,153960,"Chile","Cherries, sour",2010,82,720
"12040",153964,153964,"Chile","Cherries, sour",2014,68,600
"12041",153977,153977,"Chile","Chestnut",2000,399,320
"12042",153983,153983,"Chile","Chestnut",2006,348,320
"12043",153987,153987,"Chile","Chestnut",2010,366,415
"12044",153991,153991,"Chile","Chestnut",2014,473,1100
"12045",154033,154033,"Chile","Chick peas",2000,3684,3247
"12046",154039,154039,"Chile","Chick peas",2006,3960,3243
"12047",154043,154043,"Chile","Chick peas",2010,1885,2989
"12048",154047,154047,"Chile","Chick peas",2014,679,365
"12049",154089,154089,"Chile","Chillies and peppers, green",2000,3177,55000
"12050",154095,154095,"Chile","Chillies and peppers, green",2006,2500,42500
"12051",154099,154099,"Chile","Chillies and peppers, green",2010,1474,50000
"12052",154103,154103,"Chile","Chillies and peppers, green",2014,697,47171
"12053",154145,154145,"Chile","Citrus Fruit,Total",2000,17757,240831
"12054",154151,154151,"Chile","Citrus Fruit,Total",2006,18277,321000
"12055",154155,154155,"Chile","Citrus Fruit,Total",2010,18586,318983
"12056",154159,154159,"Chile","Citrus Fruit,Total",2014,17673,346450
"12057",154201,154201,"Chile","Coarse Grain, Total",2000,176342,961990
"12058",154207,154207,"Chile","Coarse Grain, Total",2006,251756,2001730
"12059",154211,154211,"Chile","Coarse Grain, Total",2010,237693,1969868
"12060",154215,154215,"Chile","Coarse Grain, Total",2014,290386,1985740
"12061",154228,154228,"Chile","Cranberries",2000,547,3353
"12062",154234,154234,"Chile","Cranberries",2006,3816,17000
"12063",154238,154238,"Chile","Cranberries",2010,7298,56000
"12064",154242,154242,"Chile","Cranberries",2014,14476,82000
"12065",154284,154284,"Chile","Cucumbers and gherkins",2000,1100,25000
"12066",154290,154290,"Chile","Cucumbers and gherkins",2006,1300,29000
"12067",154294,154294,"Chile","Cucumbers and gherkins",2010,1442,32288
"12068",154298,154298,"Chile","Cucumbers and gherkins",2014,1473,33030
"12069",154311,154311,"Chile","Currants",2000,3,121
"12070",154317,154317,"Chile","Currants",2006,7,140
"12071",154321,154321,"Chile","Currants",2010,4,80
"12072",154325,154325,"Chile","Currants",2014,8,103
"12073",154367,154367,"Chile","Fibre crops nes",2000,NA,1550
