Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"CS","Capital Stock","40","Chile","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","15598.09","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","96","China, Hong Kong SAR","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","828.41","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","96","China, Hong Kong SAR","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","616.04","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","96","China, Hong Kong SAR","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","615.39","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","96","China, Hong Kong SAR","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","679.31","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","41","China, mainland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","60914.71","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","41","China, mainland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","108647.2","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","41","China, mainland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","248354.3","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","41","China, mainland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","441490.93","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","44","Colombia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","7216.66","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","44","Colombia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","10555.52","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","44","Colombia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","16067.48","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","44","Colombia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","18073.19","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","45","Comoros","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","73.31","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","45","Comoros","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","225.97","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","45","Comoros","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","253.4","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","45","Comoros","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","339.04","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","46","Congo","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","368.72","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","46","Congo","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","645.37","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","46","Congo","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","614.61","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","46","Congo","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","895.2","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","47","Cook Islands","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","15.44","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","47","Cook Islands","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","23.42","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","47","Cook Islands","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","29.99","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","47","Cook Islands","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","31.36","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","48","Costa Rica","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","1395.03","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","48","Costa Rica","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","2539.4","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","48","Costa Rica","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","4268.61","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","48","Costa Rica","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","5807.31","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","107","Côte d'Ivoire","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","3187.57","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","107","Côte d'Ivoire","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","4226.72","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","107","Côte d'Ivoire","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","4772.22","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","107","Côte d'Ivoire","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","6649.51","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","49","Cuba","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","2252.66","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","49","Cuba","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","2182.49","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","49","Cuba","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","2353.63","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","49","Cuba","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","2480.56","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","50","Cyprus","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","860.56","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","50","Cyprus","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","1429","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","50","Cyprus","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","1443.22","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","50","Cyprus","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","1173.91","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","167","Czechia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","5296.56","Cv","Calculated through value",""
"CS","Capital Stock","167","Czechia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","10336.18","Cv","Calculated through value",""
"CS","Capital Stock","167","Czechia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","13549.93","Cv","Calculated through value",""
"CS","Capital Stock","167","Czechia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","14742.62","Cv","Calculated through value",""
"CS","Capital Stock","250","Democratic Republic of the Congo","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","11378.46","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","250","Democratic Republic of the Congo","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","7418.77","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","250","Democratic Republic of the Congo","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","8648.55","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","250","Democratic Republic of the Congo","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","6390.36","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","54","Denmark","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","22849.77","Cv","Calculated through value",""
"CS","Capital Stock","54","Denmark","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","35590.19","Cv","Calculated through value",""
"CS","Capital Stock","54","Denmark","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","39172.13","Cv","Calculated through value",""
"CS","Capital Stock","54","Denmark","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","38319.16","Cv","Calculated through value",""
"CS","Capital Stock","72","Djibouti","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","26","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","72","Djibouti","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","12.36","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","72","Djibouti","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","41.61","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","72","Djibouti","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","31.91","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","55","Dominica","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","45.85","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","55","Dominica","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","38.14","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","55","Dominica","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","44.19","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","55","Dominica","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","46.86","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","56","Dominican Republic","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","1802.63","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","56","Dominican Republic","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","3155.97","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","56","Dominican Republic","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","4060.46","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","56","Dominican Republic","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","4566.33","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","58","Ecuador","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","4010.11","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","58","Ecuador","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","5370.18","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","58","Ecuador","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","6789.67","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","58","Ecuador","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","8467.02","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","59","Egypt","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","17489.52","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","59","Egypt","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","19783.25","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","59","Egypt","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","30627.4","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","59","Egypt","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","32812.94","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","60","El Salvador","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","2662.74","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","60","El Salvador","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","3119.47","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","60","El Salvador","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","3925.48","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","60","El Salvador","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","4446.27","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","61","Equatorial Guinea","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","29.95","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","61","Equatorial Guinea","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","141.52","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","61","Equatorial Guinea","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","250.64","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","61","Equatorial Guinea","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","357.77","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","178","Eritrea","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","36.43","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","178","Eritrea","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","76.26","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","178","Eritrea","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","110.59","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","178","Eritrea","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","142.31","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","63","Estonia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","263.26","Cv","Calculated through value",""
"CS","Capital Stock","63","Estonia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","1227.2","Cv","Calculated through value",""
"CS","Capital Stock","63","Estonia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","1805.47","Cv","Calculated through value",""
"CS","Capital Stock","63","Estonia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","2738.64","Cv","Calculated through value",""
"CS","Capital Stock","209","Eswatini","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","379.59","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","209","Eswatini","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","556.71","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","209","Eswatini","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","709.48","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","209","Eswatini","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","658.74","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","238","Ethiopia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","7102.8","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","238","Ethiopia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","8212.66","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","238","Ethiopia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","7743.44","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","238","Ethiopia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","11411.87","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","66","Fiji","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","346.73","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","66","Fiji","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","574.66","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","66","Fiji","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","567.66","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","66","Fiji","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","713.63","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","67","Finland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","12786.98","Cv","Calculated through value",""
"CS","Capital Stock","67","Finland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","21076.58","Cv","Calculated through value",""
"CS","Capital Stock","67","Finland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","24822.36","Cv","Calculated through value",""
"CS","Capital Stock","67","Finland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","26662.04","Cv","Calculated through value",""
"CS","Capital Stock","68","France","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","83649.28","Cv","Calculated through value",""
"CS","Capital Stock","68","France","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","131552.66","Cv","Calculated through value",""
"CS","Capital Stock","68","France","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","150649.31","Cv","Calculated through value",""
"CS","Capital Stock","68","France","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","156273.31","Cv","Calculated through value",""
"CS","Capital Stock","70","French Polynesia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","192.95","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","70","French Polynesia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","288.65","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","70","French Polynesia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","315.68","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","70","French Polynesia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","324.53","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","74","Gabon","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","610.26","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","74","Gabon","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","1246.29","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","74","Gabon","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","1564.63","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","74","Gabon","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","1624.61","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","73","Georgia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","372.5","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","73","Georgia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","601.02","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","73","Georgia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","750.92","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","73","Georgia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","984.14","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","79","Germany","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","112789.67","Cv","Calculated through value",""
"CS","Capital Stock","79","Germany","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","161270.12","Cv","Calculated through value",""
"CS","Capital Stock","79","Germany","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","188631.15","Cv","Calculated through value",""
"CS","Capital Stock","79","Germany","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","207347.26","Cv","Calculated through value",""
"CS","Capital Stock","81","Ghana","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","2562.76","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","81","Ghana","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","5755.45","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","81","Ghana","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","8033.31","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","81","Ghana","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","10536.12","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","84","Greece","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","12052.15","Cv","Calculated through value",""
"CS","Capital Stock","84","Greece","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","20450.67","Cv","Calculated through value",""
"CS","Capital Stock","84","Greece","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","24317.42","Cv","Calculated through value",""
"CS","Capital Stock","84","Greece","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","21074.71","Cv","Calculated through value",""
"CS","Capital Stock","85","Greenland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","97.01","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","85","Greenland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","154.21","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","85","Greenland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","183.94","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","85","Greenland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","242.9","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","86","Grenada","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","41.63","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","86","Grenada","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","52.98","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","86","Grenada","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","61.43","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","86","Grenada","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","68.59","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","89","Guatemala","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","3137.3","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","89","Guatemala","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","5084.23","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","89","Guatemala","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","6561.95","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","89","Guatemala","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","8099.12","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","90","Guinea","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","817.52","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","90","Guinea","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","514.87","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","90","Guinea","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","962.6","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","90","Guinea","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","1407.51","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","91","Guyana","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","145.63","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","91","Guyana","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","181.94","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","91","Guyana","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","254.99","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","91","Guyana","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","314.95","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","93","Haiti","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","545.13","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","93","Haiti","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","755.99","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","93","Haiti","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","886.22","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","93","Haiti","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","1128.45","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","95","Honduras","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","1052.82","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","95","Honduras","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","1388.69","IM","FAO data based on imputation methodology",""
