Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"CS","Capital Stock","95","Honduras","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","2025.21","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","95","Honduras","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","2523.02","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","97","Hungary","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","13969.85","Cv","Calculated through value",""
"CS","Capital Stock","97","Hungary","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","24359.52","Cv","Calculated through value",""
"CS","Capital Stock","97","Hungary","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","27872.87","Cv","Calculated through value",""
"CS","Capital Stock","97","Hungary","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","26594.82","Cv","Calculated through value",""
"CS","Capital Stock","99","Iceland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","1668.03","Cv","Calculated through value",""
"CS","Capital Stock","99","Iceland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","2300.83","Cv","Calculated through value",""
"CS","Capital Stock","99","Iceland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","2068.15","Cv","Calculated through value",""
"CS","Capital Stock","99","Iceland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","2275.02","Cv","Calculated through value",""
"CS","Capital Stock","100","India","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","137945.33","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","100","India","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","254826.09","Cv","Calculated through value",""
"CS","Capital Stock","100","India","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","444039.62","Cv","Calculated through value",""
"CS","Capital Stock","100","India","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","565337.78","Cv","Calculated through value",""
"CS","Capital Stock","101","Indonesia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","34850.38","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","101","Indonesia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","79387.88","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","101","Indonesia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","176702.44","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","101","Indonesia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","204048.82","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","102","Iran (Islamic Republic of)","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","15419.02","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","102","Iran (Islamic Republic of)","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","22718.03","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","102","Iran (Islamic Republic of)","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","35701.12","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","102","Iran (Islamic Republic of)","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","41034.16","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","103","Iraq","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","1130.58","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","103","Iraq","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","3347.27","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","103","Iraq","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","5036.88","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","103","Iraq","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","6564.66","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","104","Ireland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","7779.61","Cv","Calculated through value",""
"CS","Capital Stock","104","Ireland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","10261.1","Cv","Calculated through value",""
"CS","Capital Stock","104","Ireland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","11369.35","Cv","Calculated through value",""
"CS","Capital Stock","104","Ireland","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","12476.48","Cv","Calculated through value",""
"CS","Capital Stock","105","Israel","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","2192.55","Cv","Calculated through value",""
"CS","Capital Stock","105","Israel","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","3026.22","Cv","Calculated through value",""
"CS","Capital Stock","105","Israel","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","3992.33","Cv","Calculated through value",""
"CS","Capital Stock","105","Israel","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","4105.77","Cv","Calculated through value",""
"CS","Capital Stock","106","Italy","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","146855.39","Cv","Calculated through value",""
"CS","Capital Stock","106","Italy","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","240735.65","Cv","Calculated through value",""
"CS","Capital Stock","106","Italy","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","275573.7","Cv","Calculated through value",""
"CS","Capital Stock","106","Italy","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","272087.44","Cv","Calculated through value",""
"CS","Capital Stock","109","Jamaica","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","310.52","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","109","Jamaica","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","367.27","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","109","Jamaica","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","411.8","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","109","Jamaica","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","403.13","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","110","Japan","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","259576.58","Cv","Calculated through value",""
"CS","Capital Stock","110","Japan","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","198847.26","Cv","Calculated through value",""
"CS","Capital Stock","110","Japan","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","227424.57","Cv","Calculated through value",""
"CS","Capital Stock","110","Japan","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","172414.34","Cv","Calculated through value",""
"CS","Capital Stock","112","Jordan","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","367.7","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","112","Jordan","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","280.16","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","112","Jordan","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","229.47","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","112","Jordan","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","198.58","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","114","Kenya","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","2078.45","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","114","Kenya","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","3327.44","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","114","Kenya","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","4985.46","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","114","Kenya","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","9009.44","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","83","Kiribati","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","11.03","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","83","Kiribati","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","15.64","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","83","Kiribati","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","22.02","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","83","Kiribati","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","23.21","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","118","Kuwait","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","321.34","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","118","Kuwait","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","443.9","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","118","Kuwait","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","460.45","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","118","Kuwait","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","538.91","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","113","Kyrgyzstan","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","432.48","Cv","Calculated through value",""
"CS","Capital Stock","113","Kyrgyzstan","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","797.65","Cv","Calculated through value",""
"CS","Capital Stock","113","Kyrgyzstan","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","1038.42","Cv","Calculated through value",""
"CS","Capital Stock","113","Kyrgyzstan","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","1409.71","Cv","Calculated through value",""
"CS","Capital Stock","120","Lao People's Democratic Republic","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","169.14","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","120","Lao People's Democratic Republic","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","379.7","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","120","Lao People's Democratic Republic","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","724.57","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","120","Lao People's Democratic Republic","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","1301.48","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","119","Latvia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","2147.62","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","119","Latvia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","3479.05","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","119","Latvia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","4383.56","Cv","Calculated through value",""
"CS","Capital Stock","119","Latvia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","5317.55","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","121","Lebanon","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","903.1","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","121","Lebanon","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","1079.28","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","121","Lebanon","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","1407.11","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","121","Lebanon","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","1944.44","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","122","Lesotho","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","32.79","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","122","Lesotho","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","47.13","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","122","Lesotho","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","56.11","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","122","Lesotho","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","58.42","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","123","Liberia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","111.73","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","123","Liberia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","213.16","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","123","Liberia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","226.01","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","123","Liberia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","357.09","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","124","Libya","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","3037.91","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","124","Libya","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","4444.07","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","124","Libya","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","8900.45","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","124","Libya","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","5151.95","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","126","Lithuania","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","2240.65","Cv","Calculated through value",""
"CS","Capital Stock","126","Lithuania","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","4497.84","Cv","Calculated through value",""
"CS","Capital Stock","126","Lithuania","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","4836.41","Cv","Calculated through value",""
"CS","Capital Stock","126","Lithuania","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","6241.89","Cv","Calculated through value",""
"CS","Capital Stock","256","Luxembourg","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","541.65","Cv","Calculated through value",""
"CS","Capital Stock","256","Luxembourg","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","1470.69","Cv","Calculated through value",""
"CS","Capital Stock","256","Luxembourg","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","2089.57","Cv","Calculated through value",""
"CS","Capital Stock","256","Luxembourg","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","2995.53","Cv","Calculated through value",""
"CS","Capital Stock","129","Madagascar","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","1077.2","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","129","Madagascar","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","1423.99","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","129","Madagascar","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","2172.69","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","129","Madagascar","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","2277.82","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","130","Malawi","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","597.67","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","130","Malawi","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","455.78","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","130","Malawi","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","956.04","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","130","Malawi","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","723.43","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","131","Malaysia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","16475.81","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","131","Malaysia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","24888.18","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","131","Malaysia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","39646.13","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","131","Malaysia","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","53036.36","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","132","Maldives","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","27.16","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","132","Maldives","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","51.1","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","132","Maldives","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","81.2","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","132","Maldives","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","101.11","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","133","Mali","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","494.15","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","133","Mali","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","856.41","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","133","Mali","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","1277.16","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","133","Mali","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","2052.73","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","134","Malta","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","98.74","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","134","Malta","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","161.08","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","134","Malta","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","223.78","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","134","Malta","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","273.25","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","127","Marshall Islands","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","7.56","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","127","Marshall Islands","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","10.86","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","127","Marshall Islands","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","15.33","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","127","Marshall Islands","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","19.42","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","136","Mauritania","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","252.54","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","136","Mauritania","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","329.26","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","136","Mauritania","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","516.27","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","136","Mauritania","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","698.53","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","137","Mauritius","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","371.58","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","137","Mauritius","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","564.2","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","137","Mauritius","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","824.85","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","137","Mauritius","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","1063.82","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","138","Mexico","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","7624","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","138","Mexico","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","10495.22","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","138","Mexico","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","11276.17","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","138","Mexico","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","14257.29","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","145","Micronesia (Federated States of)","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","44.44","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","145","Micronesia (Federated States of)","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","56.21","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","145","Micronesia (Federated States of)","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","72.59","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","145","Micronesia (Federated States of)","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","90.26","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","273","Montenegro","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","118.7","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","273","Montenegro","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","207.99","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","273","Montenegro","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","261.65","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","273","Montenegro","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","293.82","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","142","Montserrat","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","2.59","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","142","Montserrat","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","2.67","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","142","Montserrat","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","2.37","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","142","Montserrat","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","1.96","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","143","Morocco","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","6258.74","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","143","Morocco","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","10486.28","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","143","Morocco","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","14650.71","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","143","Morocco","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","18610.5","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","144","Mozambique","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","725.39","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","144","Mozambique","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2006","2006","millions","780.42","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","144","Mozambique","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2010","2010","millions","937.55","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","144","Mozambique","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2014","2014","millions","1406.13","IM","FAO data based on imputation methodology",""
"CS","Capital Stock","28","Myanmar","6110","Value US$","22034","Net Capital Stocks (Agriculture, Forestry and Fishing)","2000","2000","millions","1755.79","IM","FAO data based on imputation methodology",""
