"","Country","Year","Area_harvested_ha","N_total_kj","N_total_t","production_kj","code_Area_Year","suitability","market","net_capital_stocks","net_capital_stocks14","Manure_kg"
"190","Latvia",2006,540400,1735811517468.46,48407.2446324478,18233601922800,"Latvia 2006",0,0,3479.05,4105.279,20872965.97
"191","Latvia",2010,570700,1979049015049.6,55190.5024520336,23986277683200,"Latvia 2010",0,0,4383.56,4734.2448,20009914.23
"192","Latvia",2014,663000,2395053266935.67,66791.7733195965,33124554667728,"Latvia 2014",0,0,5317.55,5317.55,20823332.33
"193","Lebanon",2000,66299,106588589428.32,3600,2626840355472,"Lebanon 2000",52.06455319,11203.60305,903.1,1255.309,3945149.498
"194","Lebanon",2006,92730,48855480160.2875,1650.080271447,3883498997040,"Lebanon 2006",52.06455319,11203.60305,1079.28,1273.5504,4277000.727
"195","Lebanon",2010,55832,24645621665.7481,832.399025754625,2451722253840,"Lebanon 2010",52.06455319,11203.60305,1407.11,1519.6788,5596993.339
"196","Lebanon",2014,72222,34958139900.5758,1180.70146454753,3912504142608,"Lebanon 2014",52.06455319,11203.60305,1944.44,1944.44,6724358.728
"197","Lithuania",2000,1027931,992429659557.908,27676.2683201804,40292111256192,"Lithuania 2000",0,0,2240.65,3114.5035,47362450.88
"198","Lithuania",2006,988900,3085364863569.3,86042.7588065431,27725244994800,"Lithuania 2006",0,0,4497.84,5307.4512,46504671.07
"199","Lithuania",2010,1094500,3697441704633.55,103111.981519424,43389428691600,"Lithuania 2010",0,0,4836.41,5223.3228,42054163.15
"200","Lithuania",2014,1274300,4539956758017.95,126607.523451983,73873724644800,"Lithuania 2014",0,0,6241.89,6241.89,38253891.24
"201","Luxembourg",2000,26510,68387080297.7795,2375.74763037906,1929498293700,"Luxembourg 2000",0,0,541.65,752.8935,7431682.782
"202","Luxembourg",2006,28940,75065660123.1004,2607.75958534504,2245485551868,"Luxembourg 2006",0,0,1470.69,1735.4142,6736661.102
"203","Luxembourg",2010,28871,79348746245.149,2756.55277348612,2263355567892,"Luxembourg 2010",0,0,2089.57,2256.7356,7220955.224
"204","Luxembourg",2014,26817,71935323643.7417,2499.01259043398,2206484211960,"Luxembourg 2014",0,0,2995.53,2995.53,7290109.454
"205","Madagascar",2000,1923968,68098265468.0933,2300,47324171064276,"Madagascar 2000",52.87974302,66.67929515,1077.2,1497.308,25942641.16
"206","Madagascar",2006,2089697,1786761306195.33,60347.3667941622,65582274266280,"Madagascar 2006",52.87974302,66.67929515,1423.99,1680.3082,35661787.9
"207","Madagascar",2010,2165492,1572493104414.4,53110.5177979561,80505821877228,"Madagascar 2010",52.87974302,66.67929515,2172.69,2346.5052,38927799.66
"208","Madagascar",2014,1755378,1448490765033.66,48922.3732304661,71084483341488,"Madagascar 2014",52.87974302,66.67929515,2277.82,2277.82,42077456.12
"209","Malawi",2000,2122881,1015552393719.83,34300,62217296925876,"Malawi 2000",58.38160134,123.7184154,597.67,830.7613,9150840.597
"210","Malawi",2006,2612039,1600907908323.05,54070.2199069698,68031026571672,"Malawi 2006",58.38160134,123.7184154,455.78,537.8204,11715636.18
"211","Malawi",2010,2722167,1347449204653.9,45509.7225957398,91420555380336,"Malawi 2010",58.38160134,123.7184154,956.04,1032.5232,29959377.74
"212","Malawi",2014,2735355,1443207865463.18,48743.9447649451,101097496674432,"Malawi 2014",58.38160134,123.7184154,723.43,723.43,43018188.79
"213","Malaysia",2000,4132623,10425449670611.7,342600,470508588034344,"Malaysia 2000",56.40091379,1720.746146,16475.81,22901.3759,50246598.66
"214","Malaysia",2006,4850453,13286805597007.8,436629.569117454,641742339241656,"Malaysia 2006",56.40091379,1720.746146,24888.18,29368.0524,64833090.56
"215","Malaysia",2010,5547748,13953706309132.7,458545.188221928,672059614322556,"Malaysia 2010",56.40091379,1720.746146,39646.13,42817.8204,74927941.4
"216","Malaysia",2014,5317036,16903326862975.6,555475.299984416,758829599206668,"Malaysia 2014",56.40091379,1720.746146,53036.36,53036.36,88618394.55
"217","Malta",2000,4706,13940750354.9261,484.297684258602,261720343044,"Malta 2000",0,0,98.74,137.2486,1839769.409
"218","Malta",2006,3920,11786490122.1047,409.459299273312,226386556200,"Malta 2006",0,0,161.08,190.0744,1883801.464
"219","Malta",2010,4081,12720015952.3429,441.889719894119,266305558932,"Malta 2010",0,0,223.78,241.6824,1611431.055
"220","Malta",2014,4398,14343850069.5632,498.301253173748,277225905636,"Malta 2014",0,0,273.25,273.25,1427649.373
"221","Mauritania",2000,211030,100667001126.747,3400,2429774797032,"Mauritania 2000",36.19412837,3.215294118,252.54,351.0306,7290363.184
"222","Mauritania",2006,254445,79262070993.2562,2677.05443055528,2245627986804,"Mauritania 2006",36.19412837,3.215294118,329.26,388.5268,8059860.357
"223","Mauritania",2010,293039,73563283441.1796,2484.57946398044,3673700458704,"Mauritania 2010",36.19412837,3.215294118,516.27,557.5716,7994101.337
"224","Mauritania",2014,223913,96442539767.0637,3257.3199910382,4613006191680,"Mauritania 2014",36.19412837,3.215294118,698.53,698.53,8320983.91
"225","Mexico",2000,11011943,24657493687751.4,832800,474621629806764,"Mexico 2000",49.60464179,2606.495219,7624,10597.36,404202823.9
"226","Mexico",2006,10865372,25388162116805,857478.123227834,543270441075948,"Mexico 2006",49.60464179,2606.495219,10495.22,12384.3596,435507121.9
"227","Mexico",2010,10967974,26423464884122.5,892445.186609879,586841271376752,"Mexico 2010",49.60464179,2606.495219,11276.17,12178.2636,448923684.9
"228","Mexico",2014,11356231,33823463542999.3,1142378.08575826,623712621206700,"Mexico 2014",49.60464179,2606.495219,14257.29,14257.29,465186320.6
"229","Morocco",2000,5557066,1825771416081.42,61664.9224194234,33636868681608,"Morocco 2000",49.72109747,2152.145128,6258.74,8699.6486,25881971.23
"230","Morocco",2006,5690142,3612117813131.1,121998.275772444,135558968134572,"Morocco 2006",49.72109747,2152.145128,10486.28,12373.8104,28399098.16
"231","Morocco",2010,5178386,3678585414899.87,124243.200558961,115777277694360,"Morocco 2010",49.72109747,2152.145128,14650.71,15822.7668,31397743.46
"232","Morocco",2014,4834873,4126870397769.55,139383.901331778,103227746836500,"Morocco 2014",49.72109747,2152.145128,18610.5,18610.5,35070400.05
"233","Myanmar",2000,8413652,4001595539070.15,131500,281952950713776,"Myanmar 2000",51.85157828,77.39926601,1755.79,2440.5481,211300571.9
"234","Myanmar",2006,10735477,9922783609699.67,326081.442248587,421017406704000,"Myanmar 2006",51.85157828,77.39926601,2234.79,2637.0522,255411844.3
"235","Myanmar",2010,11105932,8188864828858.74,269101.590723272,458121411818316,"Myanmar 2010",51.85157828,77.39926601,6375.11,6885.1188,320458579.6
"236","Myanmar",2014,9730360,8427951366776.91,276958.426685145,396216303215760,"Myanmar 2014",51.85157828,77.39926601,10791.42,10791.42,395451671.3
"237","Netherlands",2000,391100,2006760479977.63,69714.2857142857,46833494558400,"Netherlands 2000",0,0,30663.05,42621.6395,305759546.5
"238","Netherlands",2006,367020,1092451173954.81,37951.4416542834,40886861101200,"Netherlands 2006",0,0,50517.64,59610.8152,274055676.6
"239","Netherlands",2010,365661,1130036740847.71,39257.1535094092,44500600931724,"Netherlands 2010",0,0,62902.97,67935.2076,299331912.9
"240","Netherlands",2014,342727,1110383765306.89,38574.414754257,43776255768408,"Netherlands 2014",0,0,69823.34,69823.34,305390706.8
"241","New_Zealand",2000,145516,387864033753.053,13100,13176529488000,"New_Zealand 2000",41.63025949,4684.017893,5351.3,7438.307,54287656.89
"242","New_Zealand",2006,125115,60184879601.6614,2032.727590524,12425785169040,"New_Zealand 2006",41.63025949,4684.017893,10465.9,12349.762,61765991.13
"243","New_Zealand",2010,143585,60769882428.2788,2052.48589849222,14992847482680,"New_Zealand 2010",41.63025949,4684.017893,13951.96,15068.1168,65806013.78
"244","New_Zealand",2014,150480,672199115759.571,22703.3384128029,16487264071116,"New_Zealand 2014",41.63025949,4684.017893,18477.63,18477.63,70358623.46
"245","Nicaragua",2000,549603,453001505070.36,15300,17611234019064,"Nicaragua 2000",66.46626683,599.3262999,354.02,492.0878,37797567.65
"246","Nicaragua",2006,563905,483460747391.538,16328.7524484972,21494335270104,"Nicaragua 2006",66.46626683,599.3262999,454.4,536.192,43494328.52
"247","Nicaragua",2010,568607,432604815254.364,14611.1074672119,23378328281304,"Nicaragua 2010",66.46626683,599.3262999,555.13,599.5404,48090328.51
"248","Nicaragua",2014,584515,492920469559.106,16648.2519370062,24531819397920,"Nicaragua 2014",66.46626683,599.3262999,637.79,637.79,47094881.81
"249","Nigeria",2000,27338414,2051830346495.16,69300,571589907332256,"Nigeria 2000",53.14536398,438.0735897,6044.01,8401.1739,118419834.2
"250","Nigeria",2006,29186000,10831637433537.7,365835.545529561,758947934880000,"Nigeria 2006",53.14536398,438.0735897,13988.87,16506.8666,147701290.5
"251","Nigeria",2010,26225427,9838443943033.55,332290.711274863,673046282351304,"Nigeria 2010",53.14536398,438.0735897,38209.67,41266.4436,168440596.1
"252","Nigeria",2014,30229446,13124656844692.3,443281.63919147,729378128575080,"Nigeria 2014",53.14536398,438.0735897,64171.71,64171.71,168390756.5
"253","Norway",2000,255559,815939198709.037,28345.4946376666,13758224555664,"Norway 2000",26.0885471,28586.34279,15421.77,21436.2603,49173630.09
"254","Norway",2006,264895,96773029335.8051,3361.86738968892,14074393772160,"Norway 2006",26.0885471,28586.34279,23493.71,27722.5778,48227372.98
"255","Norway",2010,244248,71809738585.5439,2494.64980139363,13760156345184,"Norway 2010",26.0885471,28586.34279,28746.56,31046.2848,46996457.39
"256","Norway",2014,228246,84064638320.3857,2920.38151678211,14492309429952,"Norway 2014",26.0885471,28586.34279,29891.46,29891.46,47573728.68
"257","Pakistan",2000,14306751,39498638857133.5,1298000,484271566994484,"Pakistan 2000",37.06494661,586.9369811,32510.53,45189.6367,421731747.5
"258","Pakistan",2006,14602655,48965086030841.2,1609085.36362269,516398322481380,"Pakistan 2006",37.06494661,586.9369811,56224.88,66345.3584,523635922
"259","Pakistan",2010,14943191,65645921780580.9,2157249.18469704,553543440003900,"Pakistan 2010",37.06494661,586.9369811,64801.9,69986.052,589769723.7
"260","Pakistan",2014,15744929,69250596031571.5,2275705.60023858,662375190463236,"Pakistan 2014",37.06494661,586.9369811,92135.83,92135.83,690238558.5
"261","Paraguay",2000,2071498,461883887522.72,15600,74299069821060,"Paraguay 2000",46.56417709,283.4587156,1413.94,1965.3766,38228698.39
"262","Paraguay",2006,3762812,1434104915513.99,48436.4951590085,118244582087364,"Paraguay 2006",46.56417709,283.4587156,1887.41,2227.1438,33448859.02
"263","Paraguay",2010,4659741,1685618071063.38,56931.2821229237,202132297819188,"Paraguay 2010",46.56417709,283.4587156,2403.88,2596.1904,33038017.09
"264","Paraguay",2014,5486036,1958135120366.91,66135.46976397,237513667184640,"Paraguay 2014",46.56417709,283.4587156,3235.25,3235.25,36279595.47
"265","Philippines",2000,7191753,9734679946376.73,319900,249825954988296,"Philippines 2000",57.47327435,500.0712329,15273.78,21230.5542,140905503.6
"266","Philippines",2006,7392865,9938061906506.12,326583.515986533,312499305844920,"Philippines 2006",57.47327435,500.0712329,22992.4,27131.032,158002079.7
"267","Philippines",2010,7506648,10578993101523.2,347645.727627324,317191146005556,"Philippines 2010",57.47327435,500.0712329,35283.08,38105.7264,164170870
"268","Philippines",2014,8088630,15816351843515.9,519755.244405745,385569003865392,"Philippines 2014",57.47327435,500.0712329,44871.21,44871.21,154637075
"269","Poland",2000,7702960,16606074562666,463100,312655261088556,"Poland 2000",0,0,17373.84,24149.6376,388772790.8
"270","Poland",2006,6249292,20588318597036.1,574154.373829133,256001350340808,"Poland 2006",0,0,23211.19,27389.2042,419884786.2
"271","Poland",2010,5850971,20080141809871.4,559982.651954234,316778230308060,"Poland 2010",0,0,26645.77,28777.4316,414921129.5
"272","Poland",2014,5981272,21354038446304.4,595508.298313694,402225245593524,"Poland 2014",0,0,26150.87,26150.87,374853681
"273","Portugal",2000,578130,2261683880369.25,78570.2518086333,23488133349636,"Portugal 2000",0,0,8622.41,11985.1499,91489120.41
"274","Portugal",2006,345095,1114537351847.19,38718.709163928,16835064268536,"Portugal 2006",0,0,15188.85,17922.843,83933353.37
"275","Portugal",2010,257477,894712097480.594,31082.042634448,14325371079480,"Portugal 2010",0,0,18424.43,19898.3844,82080058.39
"276","Portugal",2014,264008,920184828244.1,31966.9580232491,19208229133428,"Portugal 2014",0,0,17908.73,17908.73,85892418.26
"277","Republic_of_Korea",2000,1282407,4022309302649.44,132180.693459417,91443745856196,"Republic_of_Korea 2000",42.44285959,19310.74902,37373.11,51948.6229,84678584.8
"278","Republic_of_Korea",2006,1149148,1058734959495.75,34792.0337811158,81189614407500,"Republic_of_Korea 2006",42.44285959,19310.74902,47700.83,56286.9794,97877447.66
"279","Republic_of_Korea",2010,1064842,811766765860.59,26676.1917011414,74446908911028,"Republic_of_Korea 2010",42.44285959,19310.74902,45982.44,49661.0352,117823168.7
"280","Republic_of_Korea",2014,973642,873557058812.333,28706.7376280899,72773077978008,"Republic_of_Korea 2014",42.44285959,19310.74902,57388.08,57388.08,115681039.8
"281","Republic_of_Moldova",2000,1228598,66135953159.8018,2015.3895761271,32014453285440,"Republic_of_Moldova 2000",68.53050604,1472.068783,727.35,1011.0165,30273426.12
"282","Republic_of_Moldova",2006,1247750,790314871427.067,24083.6077448485,39404693079900,"Republic_of_Moldova 2006",68.53050604,1472.068783,446.68,527.0824,27958979.43
"283","Republic_of_Moldova",2010,1240789,640502491527.64,19518.3101359284,42535029001752,"Republic_of_Moldova 2010",68.53050604,1472.068783,736.02,794.9016,23921038.96
"284","Republic_of_Moldova",2014,1325069,761542291141.354,23206.8084304727,52455526374564,"Republic_of_Moldova 2014",68.53050604,1472.068783,1018.92,1018.92,26232190.86
"285","Romania",2000,6460212,27275396333794.6,760639.487346273,168996027563964,"Romania 2000",0,0,7906.4,10989.896,231125613.8
"286","Romania",2006,6401894,26085156839547.9,727446.819945823,262081459944972,"Romania 2006",0,0,22548.48,26607.2064,238958290.3
"287","Romania",2010,6425564,27202474453491.8,758605.886771929,282932095104792,"Romania 2010",0,0,29392.38,31743.7704,224203155
"288","Romania",2014,6853749,28980441566167.9,808188.740731373,373046294108880,"Romania 2014",0,0,32206.39,32206.39,200134992.7
"289","Russian_Federation",2000,43288696,22117281485122.5,673989.508394626,937039005652464,"Russian_Federation 2000",44.56338886,3011.235629,24414.34,33935.9326,1343329432
"290","Russian_Federation",2006,45432192,22927605054608.3,698682.849870868,1176137254298808,"Russian_Federation 2006",44.56338886,3011.235629,60118.29,70939.5822,1109770435
"291","Russian_Federation",2010,38680392,35472606328850.2,1080972.11301217,938020117839480,"Russian_Federation 2010",44.56338886,3011.235629,97898.85,105730.758,1136847287
"292","Russian_Federation",2014,49638199,35655845191506.4,1086556.03032332,1612846663557264,"Russian_Federation 2014",44.56338886,3011.235629,170745.61,170745.61,1148809437
"293","Saudi_Arabia",2000,631906,1746868548964.13,59000,31554985521708,"Saudi_Arabia 2000",19.17768956,3143.373114,7385.25,10265.4975,13326613.09
"294","Saudi_Arabia",2006,623236,399043834740.113,13477.5946728377,44142547763520,"Saudi_Arabia 2006",19.17768956,3143.373114,10058.81,11869.3958,16522377.08
"295","Saudi_Arabia",2010,299981,161708101560.836,5461.64621130012,23157106184772,"Saudi_Arabia 2010",19.17768956,3143.373114,12707.59,13724.1972,17494601.21
"296","Saudi_Arabia",2014,253531,118759368392.768,4011.06467875229,13465559699424,"Saudi_Arabia 2014",19.17768956,3143.373114,15163.07,15163.07,21296954.42
"297","Slovakia",2000,975774,2149302934892.46,59938.439117119,36014435924832,"Slovakia 2000",0,0,3996.08,5554.5512,42945611.69
"298","Slovakia",2006,964268,3370103586566.95,93983.3772906168,50009172226344,"Slovakia 2006",0,0,7827.55,9236.509,35002141.3
"299","Slovakia",2010,932385,3485110508745.25,97190.6196439968,45142083168444,"Slovakia 2010",0,0,11664.67,12597.8436,29954671.04
"300","Slovakia",2014,997006,3784029336424.18,105526.684171211,79758300808116,"Slovakia 2014",0,0,12280.34,12280.34,27885196.67
"301","Slovenia",2000,107861,474070725284.254,13220.5929854558,7564201125120,"Slovenia 2000",0,0,2501.7,3477.363,23341810.76
"302","Slovenia",2006,98991,415984323466.166,11600.7151160385,7297655578812,"Slovenia 2006",0,0,3855.83,4549.8794,20998944.84
"303","Slovenia",2010,97844,433958022130.198,12101.9545763277,8552335831776,"Slovenia 2010",0,0,4523.84,4885.7472,20795254.29
"304","Slovenia",2014,101625,432040294224.837,12048.4741592898,9695072524572,"Slovenia 2014",0,0,4556.8,4556.8,19227820.36
"305","South_Africa",2000,6191778,8760989892177.75,295900,261024926156604,"South_Africa 2000",41.66683332,2236.962571,14105.34,19606.4226,53778067.22
"306","South_Africa",2006,4133864,9331007409508.78,315152.183309656,183766312964772,"South_Africa 2006",41.66683332,2236.962571,20634.36,24348.5448,53892156.12
"307","South_Africa",2010,4655584,8928609207324.1,301561.295808147,260014427867088,"South_Africa 2010",41.66683332,2236.962571,25040.92,27044.1936,58919435.26
"308","South_Africa",2014,4965597,10474864929412.5,353785.653306206,302311623057156,"South_Africa 2014",41.66683332,2236.962571,22634.63,22634.63,55837564.56
"309","Spain",2000,7293317,19351360350769.6,672260.729625635,350255110810932,"Spain 2000",0,0,46960.89,65275.6371,480790280.2
"310","Spain",2006,6396691,16311680763759.7,566663.129252793,267129104334192,"Spain 2006",0,0,72183.45,85176.471,505470517.7
"311","Spain",2010,6211473,16484092610319.6,572652.667541757,279578881835028,"Spain 2010",0,0,82795.69,89419.3452,488805097.1
"312","Spain",2014,6574438,16885215666586.2,586587.567909871,295092058625244,"Spain 2014",0,0,85719.71,85719.71,488848160.1
"313","Sri_Lanka",2000,929890,2592668744705.52,85200,36804492453600,"Sri_Lanka 2000",65.69102,1554.954967,1886.55,2622.3045,10449458.21
"314","Sri_Lanka",2006,1011033,1048059204221.72,34441.2082654363,42901784559360,"Sri_Lanka 2006",65.69102,1554.954967,2640.28,3115.5304,11528272.75
"315","Sri_Lanka",2010,1180770,995916684088.145,32727.7064058361,55871484871320,"Sri_Lanka 2010",65.69102,1554.954967,4989.31,5388.4548,12585339.85
"316","Sri_Lanka",2014,1024195,1016737190963.69,33411.9076519146,46628845072308,"Sri_Lanka 2014",65.69102,1554.954967,7749.87,7749.87,12377249.97
"317","Sweden",2000,928393,2732589808378.54,94929.3892031253,63357253416000,"Sweden 2000",0,0,20845.22,28974.8558,76685526.66
"318","Sweden",2006,808400,2101360616123.32,73000.6674153767,51231091564800,"Sweden 2006",0,0,32829.2,38738.456,70594358.54
"319","Sweden",2010,866100,2334932692480.75,81114.8946131547,56669799193200,"Sweden 2010",0,0,39810.9,42995.772,67865222.63
"320","Sweden",2014,927200,2477424206217.75,86065.0090885171,76340641633200,"Sweden 2014",0,0,45802.19,45802.19,65771171.76
"321","Switzerland",2000,200034,1002786305966.35,34836.5097588978,17999570604744,"Switzerland 2000",38.9919807,34185.41365,16164.63,22468.8357,76640813.96
"322","Switzerland",2006,187546,100781745699.594,3501.12905081943,15700298866128,"Switzerland 2006",38.9919807,34185.41365,22477.43,26523.3674,75988591.6
"323","Switzerland",2010,176763,81018351020.4885,2814.55436635148,14840388677592,"Switzerland 2010",38.9919807,34185.41365,26818.57,28964.0556,76034622.63
"324","Switzerland",2014,171401,88503120252.4992,3074.57311096604,16732233571644,"Switzerland 2014",38.9919807,34185.41365,27105.56,27105.56,74823549.96
"325","Syrian_Arab_Republic",2000,3097185,3298324683976.35,111400,51291796145472,"Syrian_Arab_Republic 2000",36.80208829,2505.335079,5891.7,8189.463,5542986.315
"326","Syrian_Arab_Republic",2006,3191197,1651302276115.61,55772.275680728,90386322289092,"Syrian_Arab_Republic 2006",36.80208829,2505.335079,8131.86,9595.5948,7102265.457
"327","Syrian_Arab_Republic",2010,3215373,1299516938482.75,43890.8236203275,56937695149980,"Syrian_Arab_Republic 2010",36.80208829,2505.335079,13751.79,14851.9332,6197998.409
"328","Syrian_Arab_Republic",2014,2576925,1218599857233.14,41157.871678089,39616356042144,"Syrian_Arab_Republic 2014",36.80208829,2505.335079,15098.02,15098.02,5174872.843
"329","Thailand",2000,13873315,21992038753505.7,722700,559451320356564,"Thailand 2000",45.89237119,1050.431159,11721.05,16292.2595,164990118.4
"330","Thailand",2006,13863878,16091225848955.2,528788.124256381,627788301818112,"Thailand 2006",45.89237119,1050.431159,17527.34,20682.2612,180317849.2
"331","Thailand",2010,16057141,27753794886975.1,912042.207165517,744343781284512,"Thailand 2010",45.89237119,1050.431159,27365.5,29554.74,187136985.2
"332","Thailand",2014,15288335,37128494732742.3,1220112.58001605,816272938839996,"Thailand 2014",45.89237119,1050.431159,36236.86,36236.86,168199629.2
"333","Togo",2000,887530,139157325086.973,4700,15539740277760,"Togo 2000",59.11386458,138.7488444,223.84,311.1376,7444989.706
"334","Togo",2006,985714,479595414377.216,16198.201899642,18468614375568,"Togo 2006",59.11386458,138.7488444,348.44,411.1592,9921473.325
"335","Togo",2010,1118553,473099243107.388,15978.7955194956,21878459139492,"Togo 2010",59.11386458,138.7488444,510.63,551.4804,11065236.39
"336","Togo",2014,1496626,675574495811.88,22817.3409364641,26652792071736,"Togo 2014",59.11386458,138.7488444,597.36,597.36,10354514.14
"337","Turkey",2000,14227315,23646111735479.5,821459.165658633,474156099724104,"Turkey 2000",30.72251226,3180.367236,49273.12,68489.6368,61887761.21
"338","Turkey",2006,13668617,26332515589166.2,914784.067991751,510281613378864,"Turkey 2006",30.72251226,3180.367236,86546.5,102124.87,67811501.91
"339","Turkey",2010,12763431,26021976551455.2,903996.030547112,490083059674908,"Turkey 2010",30.72251226,3180.367236,125703.54,135759.8232,56931077.63
"340","Turkey",2014,12303568,28191463171518.3,979363.375874783,495113230328724,"Turkey 2014",30.72251226,3180.367236,141185.04,141185.04,73550649.46
"341","Ukraine",2000,15863700,7759998933522.85,236473.812112308,419622059307600,"Ukraine 2000",63.11288305,2416.361874,12853.29,17866.0731,521006584.1
"342","Ukraine",2006,19472900,9286650772215.88,282996.135524551,608385076954560,"Ukraine 2006",63.11288305,2416.361874,25587.75,30193.545,377206388
"343","Ukraine",2010,21508610,18373896117449.9,559915.703013689,736015445449200,"Ukraine 2010",63.11288305,2416.361874,43251.78,46711.9224,331386433
"344","Ukraine",2014,23302000,34680976407835.3,1056848.43119105,1200174206664600,"Ukraine 2014",63.11288305,2416.361874,47858.75,47858.75,329848319.1
"345","United_Republic_of_Tanzania",2000,3738240,532942947141.6,18000,81831611285676,"United_Republic_of_Tanzania 2000",54.98337399,80.37956116,2008.55,2791.8845,39481003.53
"346","United_Republic_of_Tanzania",2006,6326710,3377370425614.72,114069.747966686,123813801817668,"United_Republic_of_Tanzania 2006",54.98337399,80.37956116,3158.78,3727.3604,53908197.59
"347","United_Republic_of_Tanzania",2010,7243771,3588085528295.14,121186.592027744,160460638014528,"United_Republic_of_Tanzania 2010",54.98337399,80.37956116,4835.48,5222.3184,58586748.63
"348","United_Republic_of_Tanzania",2014,10839418,5163586842576.28,174398.711278335,247460555841912,"United_Republic_of_Tanzania 2014",54.98337399,80.37956116,8243.08,8243.08,65738672.88
"349","United_States_of_America",2000,90288879,257241469211853,8252700,6215180145946488,"United_States_of_America 2000",66.67575229,12402.17048,338270,470195.3,2382501866
"350","United_States_of_America",2006,85033417,259905963000045,8338181.03831464,6316450142716512,"United_States_of_America 2006",66.67575229,12402.17048,456987,539244.66,2421515566
"351","United_States_of_America",2010,90742570,250933117473215,8050318.42228253,7295133095032680,"United_States_of_America 2010",66.67575229,12402.17048,489649,528820.92,2388211662
"352","United_States_of_America",2014,93671726,255010983236488,8181142.59650169,8166357756700344,"United_States_of_America 2014",66.67575229,12402.17048,632634,632634,2382208776
"353","Uruguay",2000,534852,1131023365600.51,38200,23978928802500,"Uruguay 2000",80.2172942,1782.148668,1580.65,2197.1035,35880863.07
"354","Uruguay",2006,949030,478510596172.399,16161.5624661127,44960580531756,"Uruguay 2006",80.2172942,1782.148668,1670.85,1971.603,37329012.37
"355","Uruguay",2010,1638127,629008665085.515,21244.5929386341,70310418630264,"Uruguay 2010",80.2172942,1782.148668,3179.9,3434.292,38413614.73
"356","Uruguay",2014,2218275,793004436290.751,26783.50455671,92552607610740,"Uruguay 2014",80.2172942,1782.148668,5066.27,5066.27,38830395.87
"357","Uzbekistan",2000,1589800,1419643977421.24,43261.426458815,59423825991600,"Uzbekistan 2000",27.86891249,671.9470199,2362.86,3284.3754,123336744.1
"358","Uzbekistan",2006,1669800,1497010177374.79,45619.0402147427,95318536476708,"Uzbekistan 2006",27.86891249,671.9470199,2777.73,3277.7214,156118525.7
"359","Uzbekistan",2010,1757149,5735704666868.2,174786.615223017,108998707399200,"Uzbekistan 2010",27.86891249,671.9470199,5599.95,6047.946,197165704.5
"360","Uzbekistan",2014,1736400,7296590899677.54,222352.17817065,117422804896416,"Uzbekistan 2014",27.86891249,671.9470199,8735.16,8735.16,240670762.1
"361","Venezuela_(Bolivarian_Republic_of)",2000,1132141,2652871559104.85,89600,59049204148548,"Venezuela_(Bolivarian_Republic_of) 2000",42.58360421,1633.390951,8322.11,11567.7329,119415745.5
"362","Venezuela_(Bolivarian_Republic_of)",2006,1417147,1112051504510.37,37559.2306616421,74325794207328,"Venezuela_(Bolivarian_Republic_of) 2006",42.58360421,1633.390951,8801.55,10385.829,125143365.3
"363","Venezuela_(Bolivarian_Republic_of)",2010,1335903,883156335606.679,29828.3599139113,67670141661288,"Venezuela_(Bolivarian_Republic_of) 2010",42.58360421,1633.390951,18305.47,19769.9076,147339048.7
"364","Venezuela_(Bolivarian_Republic_of)",2014,1117303,953927405642.135,32218.6331457282,64443672080352,"Venezuela_(Bolivarian_Republic_of) 2014",42.58360421,1633.390951,24902.21,24902.21,159407872.4
"365","Viet_Nam",2000,9335278,27819457352227.6,914200,448365825045000,"Viet_Nam 2000",60.10697341,652.5337752,5033.6,6996.704,214243867.4
"366","Viet_Nam",2006,9590012,29819503120417.4,979925.287813089,546931371417840,"Viet_Nam 2006",60.10697341,652.5337752,8730.48,10301.9664,268974100.3
"367","Viet_Nam",2010,9842513,30076110012919.5,988357.875773207,610823252691396,"Viet_Nam 2010",60.10697341,652.5337752,13564.9,14650.092,277686941.9
"368","Viet_Nam",2014,10194770,32422681622882,1065470.65833638,687249665946756,"Viet_Nam 2014",60.10697341,652.5337752,20397.48,20397.48,272428131.4
"369","Zambia",2000,1084169,319765768284.96,10800,25143929641656,"Zambia 2000",47.430356,78.15617195,239.97,333.5583,9871897.333
"370","Zambia",2006,1264354,747645828570.306,25251.5301805652,34144176496860,"Zambia 2006",47.430356,78.15617195,813.16,959.5288,11666495.88
"371","Zambia",2010,1823886,932289901070.412,31487.8324392362,60303420085392,"Zambia 2010",47.430356,78.15617195,1329.02,1435.3416,16925507.3
"372","Zambia",2014,1939445,1077572285617.57,36394.7046210984,69359437503072,"Zambia 2014",47.430356,78.15617195,1734.84,1734.84,23341904.41
"373","Zimbabwe",2000,2030930,3706914276784.91,125200,39287978786736,"Zimbabwe 2000",43.40218694,52.95665025,4773.47,6635.1233,15883874.8
"374","Zimbabwe",2006,3021830,1866369535491.83,63036.1126252545,44934452303940,"Zimbabwe 2006",43.40218694,52.95665025,1944.02,2293.9436,13826586.85
"375","Zimbabwe",2010,2373241,1133838219253.88,38295.0709002389,28356735265848,"Zimbabwe 2010",43.40218694,52.95665025,10674.79,11528.7732,17515579.15
"376","Zimbabwe",2014,1792246,946704871721.674,31974.6940688241,26399239045056,"Zimbabwe 2014",43.40218694,52.95665025,8214.42,8214.42,13438051.63
