"","X.2","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t"
"4642",19826,258254,258254,"El_Salvador","Sugar cane",2010,63031,5126693
"4643",19827,258258,258258,"El_Salvador","Sugar cane",2014,79797,6782795
"4668",20056,260456,260456,"Estonia","Barley",2000,165072,347482
"4669",20057,260462,260462,"Estonia","Barley",2006,142057,302699
"4670",20058,260466,260466,"Estonia","Barley",2010,104800,254822
"4671",20059,260470,260470,"Estonia","Barley",2014,125800,458100
"4725",20165,261153,261153,"Estonia","Potatoes",2000,30900,471700
"4726",20166,261159,261159,"Estonia","Potatoes",2006,11510,152632
"4727",20167,261163,261163,"Estonia","Potatoes",2010,9359,163373
"4728",20168,261167,261167,"Estonia","Potatoes",2014,6400,117300
"4729",20177,261230,261230,"Estonia","Rapeseed",2000,28821,38598
"4730",20178,261236,261236,"Estonia","Rapeseed",2006,62492,84609
"4731",20179,261240,261240,"Estonia","Rapeseed",2010,98188,131022
"4732",20180,261244,261244,"Estonia","Rapeseed",2014,80000,166495
"4741",20193,261330,261330,"Estonia","Rye",2000,28937,60800
"4742",20194,261336,261336,"Estonia","Rye",2006,7282,17830
"4743",20195,261340,261340,"Estonia","Rye",2010,12600,25000
"4744",20196,261344,261344,"Estonia","Rye",2014,15400,49600
"4761",20221,261505,261505,"Estonia","Wheat",2000,68969,146800
"4762",20222,261511,261511,"Estonia","Wheat",2006,90842,219590
"4763",20223,261515,261515,"Estonia","Wheat",2010,119389,327600
"4764",20224,261519,261519,"Estonia","Wheat",2014,154400,615500
"4773",20237,261601,261601,"Ethiopia","Barley",2000,880360,803904
"4774",20238,261607,261607,"Ethiopia","Barley",2006,997868,1409688
"4775",20239,261611,261611,"Ethiopia","Barley",2010,1046555,1703347
"4776",20240,261615,261615,"Ethiopia","Barley",2014,993940,1953385
"4809",20349,262267,262267,"Ethiopia","Groundnuts, with shell",2000,13550,11929
"4810",20350,262273,262273,"Ethiopia","Groundnuts, with shell",2006,35468,34150
"4811",20351,262277,262277,"Ethiopia","Groundnuts, with shell",2010,49603,71607
"4812",20352,262281,262281,"Ethiopia","Groundnuts, with shell",2014,64649,103706
"4829",20377,262435,262435,"Ethiopia","Maize",2000,1655750,2682940
"4830",20378,262441,262441,"Ethiopia","Maize",2006,1526125,4029630
"4831",20379,262445,262445,"Ethiopia","Maize",2010,1963180,4986125
"4832",20380,262449,262449,"Ethiopia","Maize",2014,2114876,7234955
"4837",20390,262512,262512,"Ethiopia","Millet",2000,361000,320090
"4838",20391,262518,262518,"Ethiopia","Millet",2006,390977,500171
"4839",20392,262522,262522,"Ethiopia","Millet",2010,408110,634826
"4840",20393,262526,262526,"Ethiopia","Millet",2014,453909,915315
"4877",20458,262917,262917,"Ethiopia","Potatoes",2000,50000,385000
"4878",20459,262923,262923,"Ethiopia","Potatoes",2006,61812,449995
"4879",20460,262927,262927,"Ethiopia","Potatoes",2010,54007,447333
"4880",20461,262931,262931,"Ethiopia","Potatoes",2014,67362,921832
"4881",20470,262989,262989,"Ethiopia","Rapeseed",2000,20380,13905
"4882",20471,262995,262995,"Ethiopia","Rapeseed",2006,25001,24351
"4883",20472,262999,262999,"Ethiopia","Rapeseed",2010,13455,17916
"4884",20473,263003,263003,"Ethiopia","Rapeseed",2014,30083,53705
"4885",20474,263013,263013,"Ethiopia","Rice, paddy",2000,8200,15000
"4886",20475,263019,263019,"Ethiopia","Rice, paddy",2006,6421,11244
"4887",20476,263023,263023,"Ethiopia","Rice, paddy",2010,29866,90412
"4888",20477,263027,263027,"Ethiopia","Rice, paddy",2014,46832,131821
"4897",20502,263181,263181,"Ethiopia","Sorghum",2000,1011150,1188080
"4898",20503,263187,263187,"Ethiopia","Sorghum",2006,1468070,2173599
"4899",20504,263191,263191,"Ethiopia","Sorghum",2010,1897734,3959897
"4900",20505,263195,263195,"Ethiopia","Sorghum",2014,1834650,4339134
"4901",20506,263205,263205,"Ethiopia","Soybeans",2000,4900,4500
"4902",20507,263211,263211,"Ethiopia","Soybeans",2006,6320,3812
"4903",20508,263215,263215,"Ethiopia","Soybeans",2010,11261,15824
"4904",20509,263219,263219,"Ethiopia","Soybeans",2014,35260,72184
"4905",20514,263253,263253,"Ethiopia","Sugar cane",2000,22430,2176570
"4906",20515,263259,263259,"Ethiopia","Sugar cane",2006,25000,2750000
"4907",20516,263263,263263,"Ethiopia","Sugar cane",2010,23342,2976874
"4908",20517,263267,263267,"Ethiopia","Sugar cane",2014,30176,1561235
"4921",20558,263517,263517,"Ethiopia","Wheat",2000,1062010,1235270
"4922",20559,263523,263523,"Ethiopia","Wheat",2006,1459540,2219075
"4923",20560,263527,263527,"Ethiopia","Wheat",2010,1553240,2855682
"4924",20561,263531,263531,"Ethiopia","Wheat",2014,1663845,4231589
"4937",21850,283533,283533,"Finland","Barley",2000,559000,1984800
"4938",21851,283539,283539,"Finland","Barley",2006,563500,1972100
"4939",21852,283543,283543,"Finland","Barley",2010,417400,1340200
"4940",21853,283547,283547,"Finland","Barley",2014,496900,1854800
"4997",21958,285039,285039,"Finland","Potatoes",2000,32200,785200
"4998",21959,285045,285045,"Finland","Potatoes",2006,28000,575700
"4999",21960,285049,285049,"Finland","Potatoes",2010,25200,659100
"5000",21961,285053,285053,"Finland","Potatoes",2014,22000,600300
"5005",21970,285207,285207,"Finland","Rapeseed",2000,52500,70900
"5006",21971,285213,285213,"Finland","Rapeseed",2006,107900,148200
"5007",21972,285217,285217,"Finland","Rapeseed",2010,157700,178500
"5008",21973,285221,285221,"Finland","Rapeseed",2014,43000,62100
"5013",21982,285375,285375,"Finland","Rye",2000,44600,108200
"5014",21983,285381,285381,"Finland","Rye",2006,21900,50900
"5015",21984,285385,285385,"Finland","Rye",2010,25200,68500
"5016",21985,285389,285389,"Finland","Rye",2014,23700,74900
"5033",22010,285767,285767,"Finland","Wheat",2000,149500,538300
"5034",22011,285773,285773,"Finland","Wheat",2006,192300,684100
"5035",22012,285777,285777,"Finland","Wheat",2010,211200,724400
"5036",22013,285781,285781,"Finland","Wheat",2014,267400,1088200
"5057",22038,286137,286137,"France","Barley",2000,1533848,9709332
"5058",22039,286143,286143,"France","Barley",2006,1667310,10400576
"5059",22040,286147,286147,"France","Barley",2010,1582022,10101597
"5060",22041,286151,286151,"France","Barley",2014,1764346,11728556
"5155",22215,288517,288517,"France","Maize",2000,1764767,16018168
"5156",22216,288523,288523,"France","Maize",2006,1503619,12903719
"5157",22217,288527,288527,"France","Maize",2010,1582727,13975285
"5158",22218,288531,288531,"France","Maize",2014,1825121,18343320
"5159",22219,288572,288572,"France","Maize, green",2000,24681,453926
"5160",22220,288578,288578,"France","Maize, green",2006,25121,464264
"5161",22221,288582,288582,"France","Maize, green",2010,16792,312341
"5162",22222,288586,288586,"France","Maize, green",2014,20582,403115
"5167",22227,288678,288678,"France","Millet",2000,0,0
"5168",22228,288684,288684,"France","Millet",2006,10500,38000
"5169",22229,288688,288688,"France","Millet",2010,10921,37500
"5170",22230,288692,288692,"France","Millet",2014,12000,37000
"5211",22295,289626,289626,"France","Potatoes",2000,162644,6440483
"5212",22296,289632,289632,"France","Potatoes",2006,158315,6362823
"5213",22297,289636,289636,"France","Potatoes",2010,157082,6622043
"5214",22298,289640,289640,"France","Potatoes",2014,168519,8085184
"5223",22315,289906,289906,"France","Rapeseed",2000,1186255,3476819
"5224",22316,289912,289912,"France","Rapeseed",2006,1405603,4144485
"5225",22317,289916,289916,"France","Rapeseed",2010,1465195,4815239
"5226",22318,289920,289920,"France","Rapeseed",2014,1503012,5524094
"5231",22323,290018,290018,"France","Rice, paddy",2000,19870,115958
"5232",22324,290024,290024,"France","Rice, paddy",2006,17310,94782
"5233",22325,290028,290028,"France","Rice, paddy",2010,23828,120170
"5234",22326,290032,290032,"France","Rice, paddy",2014,16771,83492
"5239",22335,290156,290156,"France","Rye",2000,31592,145671
"5240",22336,290162,290162,"France","Rye",2006,26553,121464
"5241",22337,290166,290166,"France","Rye",2010,29497,151038
"5242",22338,290170,290170,"France","Rye",2014,26171,128197
"5243",22339,290212,290212,"France","Sorghum",2000,59576,371009
"5244",22340,290218,290218,"France","Sorghum",2006,55421,305521
"5245",22341,290222,290222,"France","Sorghum",2010,51869,285862
"5246",22342,290226,290226,"France","Sorghum",2014,62863,397715
"5247",22343,290256,290256,"France","Soybeans",2000,77695,201033
"5248",22344,290262,290262,"France","Soybeans",2006,45263,122995
"5249",22345,290266,290266,"France","Soybeans",2010,50939,140059
"5250",22346,290270,290270,"France","Soybeans",2014,75789,227262
"5267",22363,290498,290498,"France","Sugar cane",2014,0,0
"5268",22364,290540,290540,"France","Sunflower seed",2000,728555,1833082
"5269",22365,290546,290546,"France","Sunflower seed",2006,644828,1439688
"5270",22366,290550,290550,"France","Sunflower seed",2010,694916,1640837
"5271",22367,290554,290554,"France","Sunflower seed",2014,657288,1584190
"5288",22408,291133,291133,"France","Wheat",2000,5248436,37355957
"5289",22409,291139,291139,"France","Wheat",2006,5245735,35363563
"5290",22410,291143,291143,"France","Wheat",2010,5426820,38207431
"5291",22411,291147,291147,"France","Wheat",2014,5297210,38950202
"5304",23213,300133,300133,"Germany","Barley",2000,2067590,12105820
"5305",23214,300139,300139,"Germany","Barley",2006,2025300,11966600
"5306",23215,300143,300143,"Germany","Barley",2010,1641322,10326918
"5307",23216,300147,300147,"Germany","Barley",2014,1573700,11562800
"5376",23349,301956,301956,"Germany","Maize",2000,360841,3324018
"5377",23350,301962,301962,"Germany","Maize",2006,401000,3220300
"5378",23351,301966,301966,"Germany","Maize",2010,466591,4211501
"5379",23352,301970,301970,"Germany","Maize",2014,481300,5142100
"5416",23413,302844,302844,"Germany","Potatoes",2000,304380,13192951
"5417",23414,302850,302850,"Germany","Potatoes",2006,274300,10030600
"5418",23415,302854,302854,"Germany","Potatoes",2010,254367,10143090
"5419",23416,302858,302858,"Germany","Potatoes",2014,244800,11607300
"5424",23429,303068,303068,"Germany","Rapeseed",2000,1078010,3585661
"5425",23430,303074,303074,"Germany","Rapeseed",2006,1429000,5336500
"5426",23431,303078,303078,"Germany","Rapeseed",2010,1461197,5697595
"5427",23432,303082,303082,"Germany","Rapeseed",2014,1394200,6247400
"5432",23441,303236,303236,"Germany","Rye",2000,842685,4154095
"5433",23442,303242,303242,"Germany","Rye",2006,538900,2643700
"5434",23443,303246,303246,"Germany","Rye",2010,627112,2900438
"5435",23444,303250,303250,"Germany","Rye",2014,629900,3854400
"5436",23445,303264,303264,"Germany","Soybeans",2000,500,1000
"5437",23446,303270,303270,"Germany","Soybeans",2006,1000,1000
"5438",23447,303274,303274,"Germany","Soybeans",2010,1000,2000
"5439",23448,303278,303278,"Germany","Soybeans",2014,9000,18000
"5452",23461,303462,303462,"Germany","Sunflower seed",2000,25794,63861
"5453",23462,303468,303468,"Germany","Sunflower seed",2006,32000,61900
"5454",23463,303472,303472,"Germany","Sunflower seed",2010,24973,47240
"5455",23464,303476,303476,"Germany","Sunflower seed",2014,20000,46000
"5464",23501,303998,303998,"Germany","Wheat",2000,2968940,21621548
"5465",23502,304004,304004,"Germany","Wheat",2006,3114700,22427900
"5466",23503,304008,304008,"Germany","Wheat",2010,3297699,23782955
"5467",23504,304012,304012,"Germany","Wheat",2014,3219700,27784700
"5492",23791,307975,307975,"Greece","Barley",2000,119315,288349
"5493",23792,307981,307981,"Greece","Barley",2006,101724,245471
"5494",23793,307985,307985,"Greece","Barley",2010,120760,311067
"5495",23794,307989,307989,"Greece","Barley",2014,148601,420880
"5564",23935,309970,309970,"Greece","Groundnuts, with shell",2000,591,2432
"5565",23936,309976,309976,"Greece","Groundnuts, with shell",2006,494,1662
"5566",23937,309980,309980,"Greece","Groundnuts, with shell",2010,557,1895
"5567",23938,309984,309984,"Greece","Groundnuts, with shell",2014,757,2693
"5588",23975,310465,310465,"Greece","Maize",2000,216549,2094189
"5589",23976,310471,310471,"Greece","Maize",2006,232683,2359004
"5590",23977,310475,310475,"Greece","Maize",2010,205984,2138486
"5591",23978,310479,310479,"Greece","Maize",2014,167883,1864065
"5592",23979,310492,310492,"Greece","Maize, green",2000,8160,292166
"5593",23980,310498,310498,"Greece","Maize, green",2006,8915,312544
"5594",23981,310502,310502,"Greece","Maize, green",2010,13343,492807
"5595",23982,310506,310506,"Greece","Maize, green",2014,9675,364638
"5600",23991,310659,310659,"Greece","Millet",2000,0,0
"5601",23992,310665,310665,"Greece","Millet",2006,0,1
"5602",23993,310669,310669,"Greece","Millet",2010,58,109
"5603",23994,310673,310673,"Greece","Millet",2014,60,120
"5640",24051,311496,311496,"Greece","Potatoes",2000,48816,1011601
"5641",24052,311502,311502,"Greece","Potatoes",2006,45446,901705
"5642",24053,311506,311506,"Greece","Potatoes",2010,44623,922957
"5643",24054,311510,311510,"Greece","Potatoes",2014,26100,615429
"5652",24071,311776,311776,"Greece","Rapeseed",2000,681,1340
"5653",24072,311782,311782,"Greece","Rapeseed",2006,2000,4000
"5654",24073,311786,311786,"Greece","Rapeseed",2010,11687,25175
"5655",24074,311790,311790,"Greece","Rapeseed",2014,4623,8173
"5660",24079,311888,311888,"Greece","Rice, paddy",2000,19978,140043
"5661",24080,311894,311894,"Greece","Rice, paddy",2006,23227,179166
"5662",24081,311898,311898,"Greece","Rice, paddy",2010,30052,208210
"5663",24082,311902,311902,"Greece","Rice, paddy",2014,27095,229381
"5664",24087,312000,312000,"Greece","Rye",2000,15624,30369
"5665",24088,312006,312006,"Greece","Rye",2006,16039,34403
"5666",24089,312010,312010,"Greece","Rye",2010,16189,36800
"5667",24090,312014,312014,"Greece","Rye",2014,15383,31651
"5672",24099,312168,312168,"Greece","Sorghum",2000,66,138
"5673",24100,312174,312174,"Greece","Sorghum",2006,32,52
"5674",24101,312178,312178,"Greece","Sorghum",2010,43,69
"5675",24102,312182,312182,"Greece","Sorghum",2014,183,622
"5676",24103,312198,312198,"Greece","Soybeans",2000,28,49
"5677",24104,312204,312204,"Greece","Soybeans",2006,6,12
"5678",24105,312208,312208,"Greece","Soybeans",2010,505,1369
"5679",24106,312212,312212,"Greece","Soybeans",2014,2809,7846
"5692",24123,312478,312478,"Greece","Sunflower seed",2000,23145,30863
"5693",24124,312484,312484,"Greece","Sunflower seed",2006,9057,15865
"5694",24125,312488,312488,"Greece","Sunflower seed",2010,53483,116037
"5695",24126,312492,312492,"Greece","Sunflower seed",2014,76381,192227
"5716",24175,313206,313206,"Greece","Wheat",2000,857770,2287322
"5717",24176,313212,313212,"Greece","Wheat",2006,777901,1778170
"5718",24177,313216,313216,"Greece","Wheat",2010,737483,1920670
"5719",24178,313220,313220,"Greece","Wheat",2014,571762,1570416
"5732",24743,320764,320764,"Guatemala","Barley",2000,377,1451
"5733",24744,320770,320770,"Guatemala","Barley",2006,21,41
"5734",24745,320774,320774,"Guatemala","Barley",2010,8,13
"5735",24746,320778,320778,"Guatemala","Barley",2014,8,18
"5744",24775,321179,321179,"Guatemala","Cassava",2000,8750,19867
"5745",24776,321185,321185,"Guatemala","Cassava",2006,1889,2613
"5746",24777,321189,321189,"Guatemala","Cassava",2010,3274,4096
"5747",24778,321193,321193,"Guatemala","Cassava",2014,3562,4428
"5772",24843,322125,322125,"Guatemala","Groundnuts, with shell",2000,1680,1510
"5773",24844,322131,322131,"Guatemala","Groundnuts, with shell",2006,2796,3447
"5774",24845,322135,322135,"Guatemala","Groundnuts, with shell",2010,2879,8970
"5775",24846,322139,322139,"Guatemala","Groundnuts, with shell",2014,2516,10564
"5784",24855,322293,322293,"Guatemala","Maize",2000,591500,1053550
"5785",24856,322299,322299,"Guatemala","Maize",2006,577218,1489606
"5786",24857,322303,322303,"Guatemala","Maize",2010,821412,1638249
"5787",24858,322307,322307,"Guatemala","Maize",2014,868658,1815281
"5796",24875,322528,322528,"Guatemala","Oil palm fruit",2000,21000,320000
"5797",24876,322534,322534,"Guatemala","Oil palm fruit",2006,45000,8e+05
"5798",24877,322538,322538,"Guatemala","Oil palm fruit",2010,59500,940000
"5799",24878,322542,322542,"Guatemala","Oil palm fruit",2014,115000,1500000
"5816",24903,322870,322870,"Guatemala","Palm kernels",2000,NA,16000
"5817",24904,322876,322876,"Guatemala","Palm kernels",2006,NA,40000
"5818",24905,322880,322880,"Guatemala","Palm kernels",2010,NA,47000
"5819",24906,322884,322884,"Guatemala","Palm kernels",2014,NA,1e+05
"5840",24931,323260,323260,"Guatemala","Potatoes",2000,9660,216994
"5841",24932,323266,323266,"Guatemala","Potatoes",2006,17682,439127
"5842",24933,323270,323270,"Guatemala","Potatoes",2010,19080,481856
"5843",24934,323274,323274,"Guatemala","Potatoes",2014,20967,523251
"5844",24943,323428,323428,"Guatemala","Rice, paddy",2000,14700,45223
"5845",24944,323434,323434,"Guatemala","Rice, paddy",2006,9086,22407
"5846",24945,323438,323438,"Guatemala","Rice, paddy",2010,10483,29624
"5847",24946,323442,323442,"Guatemala","Rice, paddy",2014,11182,33616
"5852",24967,323731,323731,"Guatemala","Sorghum",2000,42280,50978
"5853",24968,323737,323737,"Guatemala","Sorghum",2006,32569,44085
"5854",24969,323741,323741,"Guatemala","Sorghum",2010,27047,47056
"5855",24970,323745,323745,"Guatemala","Sorghum",2014,27886,50322
"5856",24971,323766,323766,"Guatemala","Soybeans",2000,9800,29937
"5857",24972,323772,323772,"Guatemala","Soybeans",2006,13000,35000
"5858",24973,323776,323776,"Guatemala","Soybeans",2010,14000,43838
"5859",24974,323780,323780,"Guatemala","Soybeans",2014,15000,38000
"5864",24983,323934,323934,"Guatemala","Sugar cane",2000,182000,16552400
"5865",24984,323940,323940,"Guatemala","Sugar cane",2006,188702,17631588
"5866",24985,323944,323944,"Guatemala","Sugar cane",2010,234619,22313828
"5867",24986,323948,323948,"Guatemala","Sugar cane",2014,265580,33239196
"5880",25023,324476,324476,"Guatemala","Wheat",2000,4550,9525
"5881",25024,324482,324482,"Guatemala","Wheat",2006,699,1588
"5882",25025,324486,324486,"Guatemala","Wheat",2010,699,1438
"5883",25026,324490,324490,"Guatemala","Wheat",2014,769,1674
"5888",25035,324644,324644,"Guinea","Cassava",2000,123793,845488
"5889",25036,324650,324650,"Guinea","Cassava",2006,136252,1068518
"5890",25037,324654,324654,"Guinea","Cassava",2010,125116,1062233
"5891",25038,324658,324658,"Guinea","Cassava",2014,173885,1308948
"5904",25091,325378,325378,"Guinea","Groundnuts, with shell",2000,153427,199661
"5905",25092,325384,325384,"Guinea","Groundnuts, with shell",2006,206806,294494
"5906",25093,325388,325388,"Guinea","Groundnuts, with shell",2010,227453,332081
"5907",25094,325392,325392,"Guinea","Groundnuts, with shell",2014,215000,297000
"5908",25095,325434,325434,"Guinea","Maize",2000,231220,329025
"5909",25096,325440,325440,"Guinea","Maize",2006,349653,546765
"5910",25097,325444,325444,"Guinea","Maize",2010,358092,584141
"5911",25098,325448,325448,"Guinea","Maize",2014,478277,652000
"5912",25099,325490,325490,"Guinea","Maize, green",2000,115000,283059
"5913",25100,325496,325496,"Guinea","Maize, green",2006,110000,270000
"5914",25101,325500,325500,"Guinea","Maize, green",2010,125000,299507
"5915",25102,325504,325504,"Guinea","Maize, green",2014,128405,299953
"5924",25111,325658,325658,"Guinea","Millet",2000,117362,119630
"5925",25112,325664,325664,"Guinea","Millet",2006,285000,290000
"5926",25113,325668,325668,"Guinea","Millet",2010,233508,234038
"5927",25114,325672,325672,"Guinea","Millet",2014,218328,223955
"5928",25119,325770,325770,"Guinea","Oil palm fruit",2000,310000,830000
"5929",25120,325776,325776,"Guinea","Oil palm fruit",2006,310000,830000
"5930",25121,325780,325780,"Guinea","Oil palm fruit",2010,310000,830000
"5931",25122,325784,325784,"Guinea","Oil palm fruit",2014,311337,834300
"5936",25135,325988,325988,"Guinea","Palm kernels",2000,NA,53000
"5937",25136,325994,325994,"Guinea","Palm kernels",2006,NA,53000
"5938",25137,325998,325998,"Guinea","Palm kernels",2010,NA,53000
"5939",25138,326002,326002,"Guinea","Palm kernels",2014,NA,53706
"5948",25147,326154,326154,"Guinea","Potatoes",2000,NA,NA
"5949",25148,326160,326160,"Guinea","Potatoes",2006,1900,11592
"5950",25149,326164,326164,"Guinea","Potatoes",2010,6750,40392
"5951",25150,326168,326168,"Guinea","Potatoes",2014,7435,39948
"5952",25159,326322,326322,"Guinea","Rice, paddy",2000,665638,1140809
"5953",25160,326328,326328,"Guinea","Rice, paddy",2006,758434,1340313
"5954",25161,326332,326332,"Guinea","Rice, paddy",2010,1465953,1613730
"5955",25162,326336,326336,"Guinea","Rice, paddy",2014,1514305,1971000
"5960",25183,326636,326636,"Guinea","Sorghum",2000,30470,32192
"5961",25184,326642,326642,"Guinea","Sorghum",2006,35500,36980
"5962",25185,326646,326646,"Guinea","Sorghum",2010,45688,44770
"5963",25186,326650,326650,"Guinea","Sorghum",2014,39901,38000
"5964",25187,326677,326677,"Guinea","Sugar cane",2000,5200,270000
"5965",25188,326683,326683,"Guinea","Sugar cane",2006,5250,281000
"5966",25189,326687,326687,"Guinea","Sugar cane",2010,5300,283000
"5967",25190,326691,326691,"Guinea","Sugar cane",2014,5614,301151
"5992",25859,335793,335793,"Honduras","Cassava",2000,2501,9979
"5993",25860,335799,335799,"Honduras","Cassava",2006,5100,20500
"5994",25861,335803,335803,"Honduras","Cassava",2010,3652,23184
"5995",25862,335807,335807,"Honduras","Cassava",2014,2893,24625
"6032",25939,336894,336894,"Honduras","Groundnuts, with shell",2000,195,110
"6033",25940,336900,336900,"Honduras","Groundnuts, with shell",2006,144,81
"6034",25941,336904,336904,"Honduras","Groundnuts, with shell",2010,147,81
"6035",25942,336908,336908,"Honduras","Groundnuts, with shell",2014,155,83
"6044",25951,337062,337062,"Honduras","Maize",2000,371594,533598
"6045",25952,337068,337068,"Honduras","Maize",2006,325830,501583
"6046",25953,337072,337072,"Honduras","Maize",2010,332167,548223
"6047",25954,337076,337076,"Honduras","Maize",2014,363419,606785
"6056",25967,337286,337286,"Honduras","Oil palm fruit",2000,34000,618600
"6057",25968,337292,337292,"Honduras","Oil palm fruit",2006,80000,1420414
"6058",25969,337296,337296,"Honduras","Oil palm fruit",2010,105000,1768216
"6059",25970,337300,337300,"Honduras","Oil palm fruit",2014,130000,1929430
"6072",25991,337616,337616,"Honduras","Palm kernels",2000,NA,26000
"6073",25992,337622,337622,"Honduras","Palm kernels",2006,NA,72000
"6074",25993,337626,337626,"Honduras","Palm kernels",2010,NA,85000
"6075",25994,337630,337630,"Honduras","Palm kernels",2014,NA,109000
"6088",26011,337894,337894,"Honduras","Potatoes",2000,1367,22310
"6089",26012,337900,337900,"Honduras","Potatoes",2006,1350,22000
"6090",26013,337904,337904,"Honduras","Potatoes",2010,1542,22552
"6091",26014,337908,337908,"Honduras","Potatoes",2014,1576,25952
"6096",26023,338062,338062,"Honduras","Rice, paddy",2000,3168,7262
"6097",26024,338068,338068,"Honduras","Rice, paddy",2006,5276,25973
"6098",26025,338072,338072,"Honduras","Rice, paddy",2010,7364,42186
"6099",26026,338076,338076,"Honduras","Rice, paddy",2014,7992,51574
"6108",26043,338342,338342,"Honduras","Sorghum",2000,66615,64667
"6109",26044,338348,338348,"Honduras","Sorghum",2006,57800,66470
"6110",26045,338352,338352,"Honduras","Sorghum",2010,39561,41309
"6111",26046,338356,338356,"Honduras","Sorghum",2014,32235,38000
"6112",26047,338398,338398,"Honduras","Soybeans",2000,1500,3000
"6113",26048,338404,338404,"Honduras","Soybeans",2006,750,1600
"6114",26049,338408,338408,"Honduras","Soybeans",2010,569,1181
"6115",26050,338412,338412,"Honduras","Soybeans",2014,562,1181
"6116",26051,338454,338454,"Honduras","Sugar cane",2000,46936,3974000
"6117",26052,338460,338460,"Honduras","Sugar cane",2006,76000,5570000
"6118",26053,338464,338464,"Honduras","Sugar cane",2010,75947,6490645
"6119",26054,338468,338468,"Honduras","Sugar cane",2014,65192,5391100
"6132",26083,338877,338877,"Honduras","Wheat",2000,2000,1052
"6133",26084,338883,338883,"Honduras","Wheat",2006,2022,1085
"6134",26085,338887,338887,"Honduras","Wheat",2010,2065,1140
"6135",26086,338891,338891,"Honduras","Wheat",2014,2159,1196
"6148",26107,339213,339213,"Hungary","Barley",2000,324744,900510
"6149",26108,339219,339219,"Hungary","Barley",2006,292604,1075150
"6150",26109,339223,339223,"Hungary","Barley",2010,281100,943817
"6151",26110,339227,339227,"Hungary","Barley",2014,288150,1274710
"6212",26235,340976,340976,"Hungary","Groundnuts, with shell",2000,NA,NA
"6213",26236,340982,340982,"Hungary","Groundnuts, with shell",2006,3,5
"6214",26237,340986,340986,"Hungary","Groundnuts, with shell",2010,12,14
"6215",26238,340990,340990,"Hungary","Groundnuts, with shell",2014,0,0
"6232",26275,341536,341536,"Hungary","Maize",2000,1192702,4984332
"6233",26276,341542,341542,"Hungary","Maize",2006,1214952,8281666
"6234",26277,341546,341546,"Hungary","Maize",2010,1078825,6984872
"6235",26278,341550,341550,"Hungary","Maize",2014,1191420,9315100
"6236",26279,341571,341571,"Hungary","Maize, green",2000,22241,291186
"6237",26280,341577,341577,"Hungary","Maize, green",2006,31845,513326
"6238",26281,341581,341581,"Hungary","Maize, green",2010,21837,302757
"6239",26282,341585,341585,"Hungary","Maize, green",2014,30310,466660
"6244",26287,341683,341683,"Hungary","Millet",2000,7640,8156
"6245",26288,341689,341689,"Hungary","Millet",2006,9338,12019
"6246",26289,341693,341693,"Hungary","Millet",2010,10098,17964
"6247",26290,341697,341697,"Hungary","Millet",2014,4460,7050
"6280",26347,342504,342504,"Hungary","Potatoes",2000,46743,863511
"6281",26348,342510,342510,"Hungary","Potatoes",2006,22583,564443
"6282",26349,342514,342514,"Hungary","Potatoes",2010,20242,439897
"6283",26350,342518,342518,"Hungary","Potatoes",2014,20980,567430
"6292",26367,342784,342784,"Hungary","Rapeseed",2000,115788,179319
"6293",26368,342790,342790,"Hungary","Rapeseed",2006,142056,338006
"6294",26369,342794,342794,"Hungary","Rapeseed",2010,259303,530619
"6295",26370,342798,342798,"Hungary","Rapeseed",2014,213720,699750
"6300",26375,342896,342896,"Hungary","Rice, paddy",2000,3222,11255
"6301",26376,342902,342902,"Hungary","Rice, paddy",2006,2412,7801
"6302",26377,342906,342906,"Hungary","Rice, paddy",2010,2000,5893
"6303",26378,342910,342910,"Hungary","Rice, paddy",2014,2400,7910
"6308",26387,343064,343064,"Hungary","Rye",2000,43094,86484
"6309",26388,343070,343070,"Hungary","Rye",2006,38883,98714
"6310",26389,343074,343074,"Hungary","Rye",2010,37002,78170
"6311",26390,343078,343078,"Hungary","Rye",2014,33600,95940
"6312",26395,343176,343176,"Hungary","Sorghum",2000,4214,7858
"6313",26396,343182,343182,"Hungary","Sorghum",2006,3755,13540
"6314",26397,343186,343186,"Hungary","Sorghum",2010,3800,3900
"6315",26398,343190,343190,"Hungary","Sorghum",2014,4580,19470
"6316",26399,343229,343229,"Hungary","Soybeans",2000,22317,30785
"6317",26400,343235,343235,"Hungary","Soybeans",2006,35911,85035
"6318",26401,343239,343239,"Hungary","Soybeans",2010,37688,85440
"6319",26402,343243,343243,"Hungary","Soybeans",2014,42980,115600
"6332",26419,343509,343509,"Hungary","Sunflower seed",2000,298795,483649
"6333",26420,343515,343515,"Hungary","Sunflower seed",2006,534156,1180659
"6334",26421,343519,343519,"Hungary","Sunflower seed",2010,501507,969718
"6335",26422,343523,343523,"Hungary","Sunflower seed",2014,593730,1597250
"6348",26459,344053,344053,"Hungary","Wheat",2000,1024430,3692470
"6349",26460,344059,344059,"Hungary","Wheat",2006,1074735,4376235
"6350",26461,344063,344063,"Hungary","Wheat",2010,1011182,3745190
"6351",26462,344067,344067,"Hungary","Wheat",2014,1112730,5261890
"6364",26525,344953,344953,"India","Barley",2000,724500,1447000
"6365",26526,344959,344959,"India","Barley",2006,629900,1220600
