"","X.2","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t"
"9038",34806,447217,447217,"Madagascar","Wheat",2014,2066,5000
"9043",34823,447483,447483,"Malawi","Cassava",2000,180758,2794617
"9044",34824,447489,447489,"Malawi","Cassava",2006,163598,2832141
"9045",34825,447493,447493,"Malawi","Cassava",2010,195828,4000986
"9046",34826,447497,447497,"Malawi","Cassava",2014,222750,5012763
"9051",34884,448328,448328,"Malawi","Groundnuts, with shell",2000,169078,122281
"9052",34885,448334,448334,"Malawi","Groundnuts, with shell",2006,244567,203071
"9053",34886,448338,448338,"Malawi","Groundnuts, with shell",2010,295236,297487
"9054",34887,448342,448342,"Malawi","Groundnuts, with shell",2014,375991,397503
"9055",34892,448440,448440,"Malawi","Maize",2000,1435220,2501311
"9056",34893,448446,448446,"Malawi","Maize",2006,1762839,2611486
"9057",34894,448450,448450,"Malawi","Maize",2010,1696270,3419409
"9058",34895,448454,448454,"Malawi","Maize",2014,1704528,3978123
"9063",34900,448535,448535,"Malawi","Millet",2000,34257,19508
"9064",34901,448541,448541,"Malawi","Millet",2006,41491,27037
"9065",34902,448545,448545,"Malawi","Millet",2010,47892,24495
"9066",34903,448549,448549,"Malawi","Millet",2014,49598,42202
"9079",34944,449147,449147,"Malawi","Potatoes",2000,177834,2037283
"9080",34945,449153,449153,"Malawi","Potatoes",2006,173062,2309426
"9081",34946,449157,449157,"Malawi","Potatoes",2010,228738,3673538
"9082",34947,449161,449161,"Malawi","Potatoes",2014,58604,1023981
"9083",34952,449259,449259,"Malawi","Rice, paddy",2000,43523,71601
"9084",34953,449265,449265,"Malawi","Rice, paddy",2006,52031,91450
"9085",34954,449269,449269,"Malawi","Rice, paddy",2010,59098,110106
"9086",34955,449273,449273,"Malawi","Rice, paddy",2014,67400,132002
"9091",34972,449539,449539,"Malawi","Sorghum",2000,55030,36799
"9092",34973,449545,449545,"Malawi","Sorghum",2006,70644,54309
"9093",34974,449549,449549,"Malawi","Sorghum",2010,88498,53932
"9094",34975,449553,449553,"Malawi","Sorghum",2014,92093,93187
"9095",34976,449595,449595,"Malawi","Soybeans",2000,NA,NA
"9096",34977,449601,449601,"Malawi","Soybeans",2006,72000,55000
"9097",34978,449605,449605,"Malawi","Soybeans",2010,75186,73356
"9098",34979,449609,449609,"Malawi","Soybeans",2014,121913,132185
"9099",34984,449702,449702,"Malawi","Sugar cane",2000,20000,2100000
"9100",34985,449708,449708,"Malawi","Sugar cane",2006,22500,2450000
"9101",34986,449712,449712,"Malawi","Sugar cane",2010,23000,2500000
"9102",34987,449716,449716,"Malawi","Sugar cane",2014,26623,2875014
"9103",34988,449758,449758,"Malawi","Sunflower seed",2000,4903,2997
"9104",34989,449764,449764,"Malawi","Sunflower seed",2006,7651,5450
"9105",34990,449768,449768,"Malawi","Sunflower seed",2010,10873,9175
"9106",34991,449772,449772,"Malawi","Sunflower seed",2014,14909,15273
"9111",35028,450318,450318,"Malawi","Wheat",2000,2278,1815
"9112",35029,450324,450324,"Malawi","Wheat",2006,1656,1999
"9113",35030,450328,450328,"Malawi","Wheat",2010,1548,2341
"9114",35031,450332,450332,"Malawi","Wheat",2014,946,1160
"9119",35052,450625,450625,"Malaysia","Cassava",2000,8500,120000
"9120",35053,450631,450631,"Malaysia","Cassava",2006,3000,70000
"9121",35054,450635,450635,"Malaysia","Cassava",2010,2769,37187
"9122",35055,450639,450639,"Malaysia","Cassava",2014,3050,51911
"9143",35128,451670,451670,"Malaysia","Groundnuts, with shell",2000,379,1937
"9144",35129,451676,451676,"Malaysia","Groundnuts, with shell",2006,238,803
"9145",35130,451680,451680,"Malaysia","Groundnuts, with shell",2010,189,578
"9146",35131,451684,451684,"Malaysia","Groundnuts, with shell",2014,142,1564
"9155",35140,451838,451838,"Malaysia","Maize",2000,27000,65000
"9156",35141,451844,451844,"Malaysia","Maize",2006,25000,80000
"9157",35142,451848,451848,"Malaysia","Maize",2010,8600,47602
"9158",35143,451852,451852,"Malaysia","Maize",2014,9707,59188
"9163",35156,452045,452045,"Malaysia","Oil palm fruit",2000,3376664,56600000
"9164",35157,452051,452051,"Malaysia","Oil palm fruit",2006,4165215,79400000
"9165",35158,452055,452055,"Malaysia","Oil palm fruit",2010,4853766,83090935
"9166",35159,452059,452059,"Malaysia","Oil palm fruit",2014,4689321,95380438
"9179",35184,452431,452431,"Malaysia","Palm kernels",2000,NA,3162760
"9180",35185,452437,452437,"Malaysia","Palm kernels",2006,NA,4125000
"9181",35186,452441,452441,"Malaysia","Palm kernels",2010,NA,4292000
"9182",35187,452445,452445,"Malaysia","Palm kernels",2014,NA,4888756
"9195",35204,452710,452710,"Malaysia","Rice, paddy",2000,698700,2140800
"9196",35205,452716,452716,"Malaysia","Rice, paddy",2006,645000,2187000
"9197",35206,452720,452720,"Malaysia","Rice, paddy",2010,677884,2464830
"9198",35207,452724,452724,"Malaysia","Rice, paddy",2014,614579,1834831
"9203",35220,452934,452934,"Malaysia","Soybeans",2000,NA,NA
"9204",35221,452940,452940,"Malaysia","Soybeans",2006,NA,NA
"9205",35222,452944,452944,"Malaysia","Soybeans",2010,NA,NA
"9206",35223,452948,452948,"Malaysia","Soybeans",2014,NA,NA
"9211",35232,453102,453102,"Malaysia","Sugar cane",2000,21380,1100000
"9212",35233,453108,453108,"Malaysia","Sugar cane",2006,12000,450000
"9213",35234,453112,453112,"Malaysia","Sugar cane",2010,4540,200700
"9214",35235,453116,453116,"Malaysia","Sugar cane",2014,237,9147
"9239",35690,458932,458932,"Malta","Barley",2000,542,2158
"9240",35691,458938,458938,"Malta","Barley",2006,500,2000
"9241",35692,458942,458942,"Malta","Barley",2010,523,2137
"9242",35693,458946,458946,"Malta","Barley",2014,514,2119
"9323",35826,460808,460808,"Malta","Potatoes",2000,1783,34969
"9324",35827,460814,460814,"Malta","Potatoes",2006,820,18450
"9325",35828,460818,460818,"Malta","Potatoes",2010,701,15541
"9326",35829,460822,460822,"Malta","Potatoes",2014,700,12559
"9351",35878,461536,461536,"Malta","Wheat",2000,2381,9556
"9352",35879,461542,461542,"Malta","Wheat",2006,2600,10500
"9353",35880,461546,461546,"Malta","Wheat",2010,2857,13802
"9354",35881,461550,461550,"Malta","Wheat",2014,3184,15199
"9355",36042,463614,463614,"Mauritania","Barley",2000,340,680
"9356",36043,463620,463620,"Mauritania","Barley",2006,NA,NA
"9357",36044,463624,463624,"Mauritania","Barley",2010,509,1269
"9358",36045,463628,463628,"Mauritania","Barley",2014,510,1430
"9363",36074,464062,464062,"Mauritania","Groundnuts, with shell",2000,2820,2256
"9364",36075,464068,464068,"Mauritania","Groundnuts, with shell",2006,1000,800
"9365",36076,464072,464072,"Mauritania","Groundnuts, with shell",2010,1100,870
"9366",36077,464076,464076,"Mauritania","Groundnuts, with shell",2014,1180,930
"9367",36078,464118,464118,"Mauritania","Maize",2000,15077,13651
"9368",36079,464124,464124,"Mauritania","Maize",2006,34745,17285
"9369",36080,464128,464128,"Mauritania","Maize",2010,23174,19910
"9370",36081,464132,464132,"Mauritania","Maize",2014,18428,12565
"9371",36086,464230,464230,"Mauritania","Millet",2000,12362,3750
"9372",36087,464236,464236,"Mauritania","Millet",2006,18854,4955
"9373",36088,464240,464240,"Mauritania","Millet",2010,11253,3344
"9374",36089,464244,464244,"Mauritania","Millet",2014,7949,1824
"9375",36102,464450,464450,"Mauritania","Potatoes",2000,320,1600
"9376",36103,464456,464456,"Mauritania","Potatoes",2006,407,2148
"9377",36104,464460,464460,"Mauritania","Potatoes",2010,430,2200
"9378",36105,464464,464464,"Mauritania","Potatoes",2014,380,2220
"9379",36114,464618,464618,"Mauritania","Rice, paddy",2000,17983,76200
"9380",36115,464624,464624,"Mauritania","Rice, paddy",2006,15725,70462
"9381",36116,464628,464628,"Mauritania","Rice, paddy",2010,25702,134447
"9382",36117,464632,464632,"Mauritania","Rice, paddy",2014,57104,293219
"9383",36122,464730,464730,"Mauritania","Sorghum",2000,161790,84910
"9384",36123,464736,464736,"Mauritania","Sorghum",2006,183441,74057
"9385",36124,464740,464740,"Mauritania","Sorghum",2010,229712,117026
"9386",36125,464744,464744,"Mauritania","Sorghum",2014,134868,57198
"9395",36142,465010,465010,"Mauritania","Wheat",2000,338,516
"9396",36143,465016,465016,"Mauritania","Wheat",2006,273,574
"9397",36144,465020,465020,"Mauritania","Wheat",2010,1159,2413
"9398",36145,465024,465024,"Mauritania","Wheat",2014,3494,7059
"9427",36623,471653,471653,"Mexico","Barley",2000,290380,712619
"9428",36624,471659,471659,"Mexico","Barley",2006,315432,869297
"9429",36625,471663,471663,"Mexico","Barley",2010,267668,672367
"9430",36626,471667,471667,"Mexico","Barley",2014,313634,845707
"9443",36667,472248,472248,"Mexico","Cassava",2000,1620,18352
"9444",36668,472254,472254,"Mexico","Cassava",2006,1501,20661
"9445",36669,472258,472258,"Mexico","Cassava",2010,1425,18750
"9446",36670,472262,472262,"Mexico","Cassava",2014,1381,18135
"9503",36787,473878,473878,"Mexico","Groundnuts, with shell",2000,91756,142216
"9504",36788,473884,473884,"Mexico","Groundnuts, with shell",2006,44863,68242
"9505",36789,473888,473888,"Mexico","Groundnuts, with shell",2010,52564,81485
"9506",36790,473892,473892,"Mexico","Groundnuts, with shell",2014,59024,96346
"9523",36819,474325,474325,"Mexico","Maize",2000,7131180,17556900
"9524",36820,474331,474331,"Mexico","Maize",2006,7294842,21893209
"9525",36821,474335,474335,"Mexico","Maize",2010,7148045,23301879
"9526",36822,474339,474339,"Mexico","Maize",2014,7060275,23273257
"9527",36823,474381,474381,"Mexico","Maize, green",2000,30645,342635
"9528",36824,474387,474387,"Mexico","Maize, green",2006,68378,648238
"9529",36825,474391,474391,"Mexico","Maize, green",2010,54394,627092
"9530",36826,474395,474395,"Mexico","Maize, green",2014,63934,811049
"9539",36839,474581,474581,"Mexico","Millet",2000,8,7
"9540",36840,474587,474587,"Mexico","Millet",2006,600,600
"9541",36841,474591,474591,"Mexico","Millet",2010,700,700
"9542",36842,474595,474595,"Mexico","Millet",2014,330,325
"9551",36855,474783,474783,"Mexico","Oil palm fruit",2000,9000,138000
"9552",36856,474789,474789,"Mexico","Oil palm fruit",2006,22033,309582
"9553",36857,474793,474793,"Mexico","Oil palm fruit",2010,31804,438172
"9554",36858,474797,474797,"Mexico","Oil palm fruit",2014,50868,678935
"9579",36891,475281,475281,"Mexico","Palm kernels",2000,NA,10000
"9580",36892,475287,475287,"Mexico","Palm kernels",2006,NA,16000
"9581",36893,475291,475291,"Mexico","Palm kernels",2010,NA,22000
"9582",36894,475295,475295,"Mexico","Palm kernels",2014,NA,35000
"9611",36939,475897,475897,"Mexico","Potatoes",2000,67965,1627217
"9612",36940,475903,475903,"Mexico","Potatoes",2006,61245,1522611
"9613",36941,475907,475907,"Mexico","Potatoes",2010,55358,1536617
"9614",36942,475911,475911,"Mexico","Potatoes",2014,61409,1678833
"9623",36959,476177,476177,"Mexico","Rapeseed",2000,10000,14000
"9624",36960,476183,476183,"Mexico","Rapeseed",2006,5000,8000
"9625",36961,476187,476187,"Mexico","Rapeseed",2010,8000,8000
"9626",36962,476191,476191,"Mexico","Rapeseed",2014,2000,2000
"9631",36967,476289,476289,"Mexico","Rice, paddy",2000,84069,351447
"9632",36968,476295,476295,"Mexico","Rice, paddy",2006,70470,337250
"9633",36969,476299,476299,"Mexico","Rice, paddy",2010,41748,216676
"9634",36970,476303,476303,"Mexico","Rice, paddy",2014,40642,232159
"9639",36983,476489,476489,"Mexico","Rye",2000,0,0
"9640",36984,476495,476495,"Mexico","Rye",2006,25,42
"9641",36985,476499,476499,"Mexico","Rye",2010,42,55
"9642",36986,476503,476503,"Mexico","Rye",2014,22,14
"9647",37003,476769,476769,"Mexico","Sorghum",2000,1899201,5842308
"9648",37004,476775,476775,"Mexico","Sorghum",2006,1600430,5518518
"9649",37005,476779,476779,"Mexico","Sorghum",2010,1768382,6940225
"9650",37006,476783,476783,"Mexico","Sorghum",2014,2013909,8394057
"9651",37007,476825,476825,"Mexico","Soybeans",2000,69969,102314
"9652",37008,476831,476831,"Mexico","Soybeans",2006,54211,81113
"9653",37009,476835,476835,"Mexico","Soybeans",2010,153473,167665
"9654",37010,476839,476839,"Mexico","Soybeans",2014,205629,387366
"9671",37031,477114,477114,"Mexico","Sugar cane",2000,618282,44100000
"9672",37032,477120,477120,"Mexico","Sugar cane",2006,679936,50675820
"9673",37033,477124,477124,"Mexico","Sugar cane",2010,703943,50421620
"9674",37034,477128,477128,"Mexico","Sugar cane",2014,761834,56672829
"9675",37035,477160,477160,"Mexico","Sunflower seed",2000,100,70
"9676",37036,477166,477166,"Mexico","Sunflower seed",2006,175,178
"9677",37037,477170,477170,"Mexico","Sunflower seed",2010,1878,3797
"9678",37038,477174,477174,"Mexico","Sunflower seed",2014,14729,16559
"9699",37091,477920,477920,"Mexico","Wheat",2000,707768,3493210
"9700",37092,477926,477926,"Mexico","Wheat",2006,646231,3378116
"9701",37093,477930,477930,"Mexico","Wheat",2010,678550,3676707
"9702",37094,477934,477934,"Mexico","Wheat",2014,706611,3669814
"9731",38113,490004,490004,"Morocco","Barley",2000,2250900,466810
"9732",38114,490010,490010,"Morocco","Barley",2006,2188700,2535080
"9733",38115,490014,490014,"Morocco","Barley",2010,1919500,2566450
"9734",38116,490018,490018,"Morocco","Barley",2014,1585216,1638086
"9799",38258,492011,492011,"Morocco","Groundnuts, with shell",2000,18200,38820
"9800",38259,492017,492017,"Morocco","Groundnuts, with shell",2006,14900,38240
"9801",38260,492021,492021,"Morocco","Groundnuts, with shell",2010,22900,49560
"9802",38261,492025,492025,"Morocco","Groundnuts, with shell",2014,16090,38376
"9819",38286,492393,492393,"Morocco","Maize",2000,237500,95000
"9820",38287,492399,492399,"Morocco","Maize",2006,243800,297380
"9821",38288,492403,492403,"Morocco","Maize",2010,230100,279150
"9822",38289,492407,492407,"Morocco","Maize",2014,137447,97379
"9831",38298,492561,492561,"Morocco","Millet",2000,4692,7975
"9832",38299,492567,492567,"Morocco","Millet",2006,3798,7182
"9833",38300,492571,492571,"Morocco","Millet",2010,2986,6000
"9834",38301,492575,492575,"Morocco","Millet",2014,2779,5710
"9879",38378,493658,493658,"Morocco","Potatoes",2000,60510,1090350
"9880",38379,493664,493664,"Morocco","Potatoes",2006,59600,1569100
"9881",38380,493668,493668,"Morocco","Potatoes",2010,56600,1604620
"9882",38381,493672,493672,"Morocco","Potatoes",2014,63515,1950982
"9891",38402,493974,493974,"Morocco","Rapeseed",2000,1000,1000
"9892",38403,493980,493980,"Morocco","Rapeseed",2006,1000,1000
"9893",38404,493984,493984,"Morocco","Rapeseed",2010,1000,1000
"9894",38405,493988,493988,"Morocco","Rapeseed",2014,1000,2000
"9899",38410,494086,494086,"Morocco","Rice, paddy",2000,5600,25200
"9900",38411,494092,494092,"Morocco","Rice, paddy",2006,5000,34000
"9901",38412,494096,494096,"Morocco","Rice, paddy",2010,7400,50520
"9902",38413,494100,494100,"Morocco","Rice, paddy",2014,4407,33051
"9907",38422,494254,494254,"Morocco","Rye",2000,2664,2354
"9908",38423,494260,494260,"Morocco","Rye",2006,3004,2261
"9909",38424,494264,494264,"Morocco","Rye",2010,3500,3000
"9910",38425,494268,494268,"Morocco","Rye",2014,3652,2449
"9915",38442,494519,494519,"Morocco","Sorghum",2000,16100,11600
"9916",38443,494525,494525,"Morocco","Sorghum",2006,15700,12310
"9917",38444,494529,494529,"Morocco","Sorghum",2010,8700,5770
"9918",38445,494533,494533,"Morocco","Sorghum",2014,4800,4800
"9919",38446,494554,494554,"Morocco","Soybeans",2000,1000,1200
"9920",38447,494560,494560,"Morocco","Soybeans",2006,1000,1000
"9921",38448,494564,494564,"Morocco","Soybeans",2010,1000,1000
"9922",38449,494568,494568,"Morocco","Soybeans",2014,1000,1000
"9935",38466,494821,494821,"Morocco","Sugar cane",2000,17400,1435931
"9936",38467,494827,494827,"Morocco","Sugar cane",2006,14340,997000
"9937",38468,494831,494831,"Morocco","Sugar cane",2010,10300,632280
"9938",38469,494835,494835,"Morocco","Sugar cane",2014,7911,278551
"9939",38470,494877,494877,"Morocco","Sunflower seed",2000,39900,19000
"9940",38471,494883,494883,"Morocco","Sunflower seed",2006,32600,27640
"9941",38472,494887,494887,"Morocco","Sunflower seed",2010,62000,59340
"9942",38473,494891,494891,"Morocco","Sunflower seed",2014,20898,27368
"9959",38518,495549,495549,"Morocco","Wheat",2000,2901600,1380700
"9960",38519,495555,495555,"Morocco","Wheat",2006,3106700,6326760
"9961",38520,495559,495559,"Morocco","Wheat",2010,2852400,4876140
"9962",38521,495563,495563,"Morocco","Wheat",2014,2986158,5115884
"9963",38739,498598,498598,"Myanmar","Barley",2000,NA,NA
"9964",38740,498604,498604,"Myanmar","Barley",2006,NA,NA
"9965",38741,498608,498608,"Myanmar","Barley",2010,NA,NA
"9966",38742,498612,498612,"Myanmar","Barley",2014,NA,NA
"9967",38755,498820,498820,"Myanmar","Cassava",2000,7669,77248
"9968",38756,498826,498826,"Myanmar","Cassava",2006,16000,211000
"9969",38757,498830,498830,"Myanmar","Cassava",2010,44986,607097
"9970",38758,498834,498834,"Myanmar","Cassava",2014,37195,477247
"9987",38827,499822,499822,"Myanmar","Groundnuts, with shell",2000,585985,719500
"9988",38828,499828,499828,"Myanmar","Groundnuts, with shell",2006,755549,1087900
"9989",38829,499832,499832,"Myanmar","Groundnuts, with shell",2010,876955,1370100
"9990",38830,499836,499836,"Myanmar","Groundnuts, with shell",2014,949393,1501600
"9991",38839,499990,499990,"Myanmar","Maize",2000,210437,358900
"9992",38840,499996,499996,"Myanmar","Maize",2006,326986,1015800
"9993",38841,500000,500000,"Myanmar","Maize",2010,388903,1354400
"9994",38842,500004,500004,"Myanmar","Maize",2014,458105,1693400
"9999",38847,500102,500102,"Myanmar","Millet",2000,250096,166200
"10000",38848,500108,500108,"Myanmar","Millet",2006,238765,204900
"10001",38849,500112,500112,"Myanmar","Millet",2010,220554,212600
"10002",38850,500116,500116,"Myanmar","Millet",2014,235527,238800
"10015",38879,500546,500546,"Myanmar","Potatoes",2000,29137,313600
"10016",38880,500552,500552,"Myanmar","Potatoes",2006,36422,508400
"10017",38881,500556,500556,"Myanmar","Potatoes",2010,38850,563600
"10018",38882,500560,500560,"Myanmar","Potatoes",2014,36422,542300
"10019",38887,500629,500629,"Myanmar","Rapeseed",2000,NA,NA
"10020",38888,500635,500635,"Myanmar","Rapeseed",2006,NA,NA
"10021",38889,500639,500639,"Myanmar","Rapeseed",2010,NA,NA
"10022",38890,500643,500643,"Myanmar","Rapeseed",2014,NA,NA
"10023",38891,500684,500684,"Myanmar","Rice, paddy",2000,6302175,20986900
"10024",38892,500690,500690,"Myanmar","Rice, paddy",2006,8074295,30435000
"10025",38893,500694,500694,"Myanmar","Rice, paddy",2010,8011164,32065100
"10026",38894,500698,500698,"Myanmar","Rice, paddy",2014,6869545,26423300
"10031",38911,500964,500964,"Myanmar","Sorghum",2000,250500,166000
"10032",38912,500970,500970,"Myanmar","Sorghum",2006,238700,205000
"10033",38913,500974,500974,"Myanmar","Sorghum",2010,220706,215992
"10034",38914,500978,500978,"Myanmar","Sorghum",2014,235372,242655
"10035",38915,501020,501020,"Myanmar","Soybeans",2000,114121,108500
"10036",38916,501026,501026,"Myanmar","Soybeans",2006,157423,200800
"10037",38917,501030,501030,"Myanmar","Soybeans",2010,169159,254500
"10038",38918,501034,501034,"Myanmar","Soybeans",2014,150948,156500
"10039",38923,501132,501132,"Myanmar","Sugar cane",2000,132737,5800500
"10040",38924,501138,501138,"Myanmar","Sugar cane",2006,144473,8038900
"10041",38925,501142,501142,"Myanmar","Sugar cane",2010,150139,9249500
"10042",38926,501146,501146,"Myanmar","Sugar cane",2014,178467,11128400
"10043",38931,501244,501244,"Myanmar","Sunflower seed",2000,450667,157000
"10044",38932,501250,501250,"Myanmar","Sunflower seed",2006,655000,551000
"10045",38933,501254,501254,"Myanmar","Sunflower seed",2010,882940,782226
"10046",38934,501258,501258,"Myanmar","Sunflower seed",2014,480643,456004
"10051",38959,501636,501636,"Myanmar","Wheat",2000,80128,92100
"10052",38960,501642,501642,"Myanmar","Wheat",2006,91864,140200
"10053",38961,501646,501646,"Myanmar","Wheat",2010,101576,181000
"10054",38962,501650,501650,"Myanmar","Wheat",2014,98743,182400
"10063",40079,517138,517138,"Netherlands","Barley",2000,47100,287800
"10064",40080,517144,517144,"Netherlands","Barley",2006,44623,268700
"10065",40081,517148,517148,"Netherlands","Barley",2010,33352,204444
"10066",40082,517152,517152,"Netherlands","Barley",2014,27613,196925
"10127",40195,518670,518670,"Netherlands","Maize",2000,20300,223300
"10128",40196,518676,518676,"Netherlands","Maize",2006,19797,181200
"10129",40197,518680,518680,"Netherlands","Maize",2010,16733,196903
"10130",40198,518684,518684,"Netherlands","Maize",2014,12594,173066
"10163",40251,519450,519450,"Netherlands","Potatoes",2000,180200,8227000
"10164",40252,519456,519456,"Netherlands","Potatoes",2006,155800,6239600
"10165",40253,519460,519460,"Netherlands","Potatoes",2010,156969,6843529
"10166",40254,519464,519464,"Netherlands","Potatoes",2014,155502,7100258
"10171",40267,519674,519674,"Netherlands","Rapeseed",2000,800,2900
"10172",40268,519680,519680,"Netherlands","Rapeseed",2006,3300,11600
"10173",40269,519684,519684,"Netherlands","Rapeseed",2010,2632,11521
"10174",40270,519688,519688,"Netherlands","Rapeseed",2014,3086,10221
"10179",40279,519842,519842,"Netherlands","Rye",2000,6000,29000
"10180",40280,519848,519848,"Netherlands","Rye",2006,2400,10900
"10181",40281,519852,519852,"Netherlands","Rye",2010,2252,10242
"10182",40282,519856,519856,"Netherlands","Rye",2014,1720,7106
"10183",40283,519898,519898,"Netherlands","Sorghum",2000,NA,NA
"10184",40284,519904,519904,"Netherlands","Sorghum",2006,NA,NA
"10185",40285,519908,519908,"Netherlands","Sorghum",2010,NA,NA
"10186",40286,519912,519912,"Netherlands","Sorghum",2014,NA,NA
"10187",40287,519954,519954,"Netherlands","Soybeans",2000,NA,NA
"10188",40288,519960,519960,"Netherlands","Soybeans",2006,NA,NA
"10189",40289,519964,519964,"Netherlands","Soybeans",2010,NA,NA
"10190",40290,519968,519968,"Netherlands","Soybeans",2014,NA,NA
"10211",40323,520429,520429,"Netherlands","Wheat",2000,136700,1142700
"10212",40324,520435,520435,"Netherlands","Wheat",2006,141100,1184400
"10213",40325,520439,520439,"Netherlands","Wheat",2010,153723,1369553
"10214",40326,520443,520443,"Netherlands","Wheat",2014,142212,1304054
"10231",40455,522265,522265,"New_Zealand","Barley",2000,54500,302000
"10232",40456,522271,522271,"New_Zealand","Barley",2006,47078,277020
"10233",40457,522275,522275,"New_Zealand","Barley",2010,52340,308298
"10234",40458,522279,522279,"New_Zealand","Barley",2014,59337,405747
"10307",40591,524072,524072,"New_Zealand","Maize",2000,17700,181000
"10308",40592,524078,524078,"New_Zealand","Maize",2006,19686,215649
"10309",40593,524082,524082,"New_Zealand","Maize",2010,17548,188812
"10310",40594,524086,524086,"New_Zealand","Maize",2014,21582,237165
"10311",40595,524128,524128,"New_Zealand","Maize, green",2000,7000,101000
"10312",40596,524134,524134,"New_Zealand","Maize, green",2006,7200,1e+05
"10313",40597,524138,524138,"New_Zealand","Maize, green",2010,6827,57922
"10314",40598,524142,524142,"New_Zealand","Maize, green",2014,11128,96561
"10355",40655,524936,524936,"New_Zealand","Potatoes",2000,11816,5e+05
"10356",40656,524942,524942,"New_Zealand","Potatoes",2006,11717,501000
"10357",40657,524946,524946,"New_Zealand","Potatoes",2010,10590,525000
"10358",40658,524950,524950,"New_Zealand","Potatoes",2014,9163,444483
"10367",40675,525214,525214,"New_Zealand","Rapeseed",2000,2000,4000
"10368",40676,525220,525220,"New_Zealand","Rapeseed",2006,1472,2906
"10369",40677,525224,525224,"New_Zealand","Rapeseed",2010,1518,3065
"10370",40678,525228,525228,"New_Zealand","Rapeseed",2014,1338,2747
"10375",40683,525326,525326,"New_Zealand","Rice, paddy",2000,NA,NA
"10376",40684,525332,525332,"New_Zealand","Rice, paddy",2006,NA,NA
"10377",40685,525336,525336,"New_Zealand","Rice, paddy",2010,NA,NA
"10378",40686,525340,525340,"New_Zealand","Rice, paddy",2014,NA,NA
"10379",40691,525421,525421,"New_Zealand","Soybeans",2000,NA,NA
"10380",40692,525427,525427,"New_Zealand","Soybeans",2006,NA,NA
"10381",40693,525431,525431,"New_Zealand","Soybeans",2010,NA,NA
"10382",40694,525435,525435,"New_Zealand","Soybeans",2014,NA,NA
"10407",40743,526135,526135,"New_Zealand","Wheat",2000,52500,326000
"10408",40744,526141,526141,"New_Zealand","Wheat",2006,37962,261798
"10409",40745,526145,526145,"New_Zealand","Wheat",2010,54762,444890
"10410",40746,526149,526149,"New_Zealand","Wheat",2014,47932,413497
"10415",40763,526416,526416,"Nicaragua","Cassava",2000,4800,52000
"10416",40764,526422,526422,"Nicaragua","Cassava",2006,11000,105000
"10417",40765,526426,526426,"Nicaragua","Cassava",2010,8338,73789
"10418",40766,526430,526430,"Nicaragua","Cassava",2014,23245,163295
"10431",40819,527193,527193,"Nicaragua","Groundnuts, with shell",2000,22326,97004
"10432",40820,527199,527199,"Nicaragua","Groundnuts, with shell",2006,26028,145654
"10433",40821,527203,527203,"Nicaragua","Groundnuts, with shell",2010,32562,180250
"10434",40822,527207,527207,"Nicaragua","Groundnuts, with shell",2014,43146,170629
"10435",40823,527249,527249,"Nicaragua","Maize",2000,325143,412195
"10436",40824,527255,527255,"Nicaragua","Maize",2006,343160,501890
"10437",40825,527259,527259,"Nicaragua","Maize",2010,341194,456974
"10438",40826,527263,527263,"Nicaragua","Maize",2014,312891,360503
"10439",40827,527298,527298,"Nicaragua","Oil palm fruit",2000,2000,53000
"10440",40828,527304,527304,"Nicaragua","Oil palm fruit",2006,2500,58700
"10441",40829,527308,527308,"Nicaragua","Oil palm fruit",2010,4000,86700
"10442",40830,527312,527312,"Nicaragua","Oil palm fruit",2014,5000,83791
"10455",40851,527614,527614,"Nicaragua","Palm kernels",2000,NA,2000
"10456",40852,527620,527620,"Nicaragua","Palm kernels",2006,NA,2000
"10457",40853,527624,527624,"Nicaragua","Palm kernels",2010,NA,3000
"10458",40854,527628,527628,"Nicaragua","Palm kernels",2014,NA,4000
"10467",40863,527780,527780,"Nicaragua","Potatoes",2000,2000,25000
"10468",40864,527786,527786,"Nicaragua","Potatoes",2006,2350,32500
"10469",40865,527790,527790,"Nicaragua","Potatoes",2010,2600,35000
"10470",40866,527794,527794,"Nicaragua","Potatoes",2014,1972,33276
"10471",40871,527892,527892,"Nicaragua","Rice, paddy",2000,92818,289600
"10472",40872,527898,527898,"Nicaragua","Rice, paddy",2006,87812,319569
"10473",40873,527902,527902,"Nicaragua","Rice, paddy",2010,88314,453990
"10474",40874,527906,527906,"Nicaragua","Rice, paddy",2014,66180,369048
"10483",40891,528172,528172,"Nicaragua","Sorghum",2000,46263,81689
"10484",40892,528178,528178,"Nicaragua","Sorghum",2006,39318,73154
"10485",40893,528182,528182,"Nicaragua","Sorghum",2010,35344,58776
"10486",40894,528186,528186,"Nicaragua","Sorghum",2014,59029,109092
"10487",40895,528214,528214,"Nicaragua","Soybeans",2000,3235,6427
"10488",40896,528220,528220,"Nicaragua","Soybeans",2006,1109,2276
"10489",40897,528224,528224,"Nicaragua","Soybeans",2010,1827,4035
"10490",40898,528228,528228,"Nicaragua","Soybeans",2014,1755,2831
"10491",40899,528273,528273,"Nicaragua","Sugar cane",2000,51018,3524355
"10492",40900,528279,528279,"Nicaragua","Sugar cane",2006,50628,4505036
"10493",40901,528283,528283,"Nicaragua","Sugar cane",2010,54428,4893928
"10494",40902,528287,528287,"Nicaragua","Sugar cane",2014,71297,6997632
