"","X.3","X.2","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t","kj_t_crop","production_kj"
"1088",1088,19819,258154,258154,"El_Salvador","SORGHUM",2014,81639,140808,14360724,2022104824992
"1089",1089,19820,258188,258188,"El_Salvador","SOYBEANS",2000,1100,2500,14025780,35064450000
"1090",1090,19821,258194,258194,"El_Salvador","SOYBEANS",2006,1700,3465,14025780,48599327700
"1091",1091,19822,258198,258198,"El_Salvador","SOYBEANS",2010,2500,4500,14025780,63116010000
"1092",1092,19823,258202,258202,"El_Salvador","SOYBEANS",2014,2650,5135,14025780,72022380300
"1093",1093,19824,258244,258244,"El_Salvador","SUGAR CANE",2000,68600,5140322,1256040,6456450044880
"1094",1094,19825,258250,258250,"El_Salvador","SUGAR CANE",2006,60990,4878039,1256040,6127012105560
"1095",1095,19826,258254,258254,"El_Salvador","SUGAR CANE",2010,63031,5126693,1256040,6439331475720
"1096",1096,19827,258258,258258,"El_Salvador","SUGAR CANE",2014,79797,6782795,1256040,8519461831800
"1097",1097,20056,260456,260456,"Estonia","BARLEY",2000,165072,347482,13900176,4830060956832
"1098",1098,20057,260462,260462,"Estonia","BARLEY",2006,142057,302699,13900176,4207569375024
"1099",1099,20058,260466,260466,"Estonia","BARLEY",2010,104800,254822,13900176,3542070648672
"1100",1100,20059,260470,260470,"Estonia","BARLEY",2014,125800,458100,13900176,6367670625600
"1101",1101,20165,261153,261153,"Estonia","POTATOES",2000,30900,471700,2805156,1323192085200
"1102",1102,20166,261159,261159,"Estonia","POTATOES",2006,11510,152632,2805156,428156570592
"1103",1103,20167,261163,261163,"Estonia","POTATOES",2010,9359,163373,2805156,458286751188
"1104",1104,20168,261167,261167,"Estonia","POTATOES",2014,6400,117300,2805156,329044798800
"1105",1105,20177,261230,261230,"Estonia","RAPESEED",2000,28821,38598,20682792,798314405616
"1106",1106,20178,261236,261236,"Estonia","RAPESEED",2006,62492,84609,20682792,1749950348328
"1107",1107,20179,261240,261240,"Estonia","RAPESEED",2010,98188,131022,20682792,2709900773424
"1108",1108,20180,261244,261244,"Estonia","RAPESEED",2014,80000,166495,20682792,3443581454040
"1109",1109,20193,261330,261330,"Estonia","RYE",2000,28937,60800,13355892,812038233600
"1110",1110,20194,261336,261336,"Estonia","RYE",2006,7282,17830,13355892,238135554360
"1111",1111,20195,261340,261340,"Estonia","RYE",2010,12600,25000,13355892,333897300000
"1112",1112,20196,261344,261344,"Estonia","RYE",2014,15400,49600,13355892,662452243200
"1113",1113,20221,261505,261505,"Estonia","WHEAT",2000,68969,146800,13983912,2052838281600
"1114",1114,20222,261511,261511,"Estonia","WHEAT",2006,90842,219590,13983912,3070727236080
"1115",1115,20223,261515,261515,"Estonia","WHEAT",2010,119389,327600,13983912,4581129571200
"1116",1116,20224,261519,261519,"Estonia","WHEAT",2014,154400,615500,13983912,8607097836000
"1117",1117,20237,261601,261601,"Ethiopia","BARLEY",2000,880360,803904,13900176,11174407087104
"1118",1118,20238,261607,261607,"Ethiopia","BARLEY",2006,997868,1409688,13900176,19594911305088
"1119",1119,20239,261611,261611,"Ethiopia","BARLEY",2010,1046555,1703347,13900176,23676823089072
"1120",1120,20240,261615,261615,"Ethiopia","BARLEY",2014,993940,1953385,13900176,27152395295760
"1121",1121,20349,262267,262267,"Ethiopia","GROUNDNUTS, WITH SHELL",2000,13550,11929,17333352,206769556008
"1122",1122,20350,262273,262273,"Ethiopia","GROUNDNUTS, WITH SHELL",2006,35468,34150,17333352,591933970800
"1123",1123,20351,262277,262277,"Ethiopia","GROUNDNUTS, WITH SHELL",2010,49603,71607,17333352,1241189336664
"1124",1124,20352,262281,262281,"Ethiopia","GROUNDNUTS, WITH SHELL",2014,64649,103706,17333352,1797572602512
"1125",1125,20377,262435,262435,"Ethiopia","MAIZE",2000,1655750,2682940,14905008,39989242163520
"1126",1126,20378,262441,262441,"Ethiopia","MAIZE",2006,1526125,4029630,14905008,60061667387040
"1127",1127,20379,262445,262445,"Ethiopia","MAIZE",2010,1963180,4986125,14905008,74318233014000
"1128",1128,20380,262449,262449,"Ethiopia","MAIZE",2014,2114876,7234955,14905008,107837062154640
"1129",1129,20390,262512,262512,"Ethiopia","MILLET",2000,361000,320090,14235120,4556519560800
"1130",1130,20391,262518,262518,"Ethiopia","MILLET",2006,390977,500171,14235120,7119994205520
"1131",1131,20392,262522,262522,"Ethiopia","MILLET",2010,408110,634826,14235120,9036824289120
"1132",1132,20393,262526,262526,"Ethiopia","MILLET",2014,453909,915315,14235120,13029618862800
"1133",1133,20458,262917,262917,"Ethiopia","POTATOES",2000,50000,385000,2805156,1079985060000
"1134",1134,20459,262923,262923,"Ethiopia","POTATOES",2006,61812,449995,2805156,1262306174220
"1135",1135,20460,262927,262927,"Ethiopia","POTATOES",2010,54007,447333,2805156,1254838848948
"1136",1136,20461,262931,262931,"Ethiopia","POTATOES",2014,67362,921832,2805156,2585882565792
"1137",1137,20470,262989,262989,"Ethiopia","RAPESEED",2000,20380,13905,20682792,287594222760
"1138",1138,20471,262995,262995,"Ethiopia","RAPESEED",2006,25001,24351,20682792,503646667992
"1139",1139,20472,262999,262999,"Ethiopia","RAPESEED",2010,13455,17916,20682792,370552901472
"1140",1140,20473,263003,263003,"Ethiopia","RAPESEED",2014,30083,53705,20682792,1110769344360
"1141",1141,20474,263013,263013,"Ethiopia","RICE, PADDY",2000,8200,15000,11723040,175845600000
"1142",1142,20475,263019,263019,"Ethiopia","RICE, PADDY",2006,6421,11244,11723040,131813861760
"1143",1143,20476,263023,263023,"Ethiopia","RICE, PADDY",2010,29866,90412,11723040,1059903492480
"1144",1144,20477,263027,263027,"Ethiopia","RICE, PADDY",2014,46832,131821,11723040,1545342855840
"1145",1145,20502,263181,263181,"Ethiopia","SORGHUM",2000,1011150,1188080,14360724,17061688969920
"1146",1146,20503,263187,263187,"Ethiopia","SORGHUM",2006,1468070,2173599,14360724,31214455325676
"1147",1147,20504,263191,263191,"Ethiopia","SORGHUM",2010,1897734,3959897,14360724,56866987885428
"1148",1148,20505,263195,263195,"Ethiopia","SORGHUM",2014,1834650,4339134,14360724,62313105773016
"1149",1149,20506,263205,263205,"Ethiopia","SOYBEANS",2000,4900,4500,14025780,63116010000
"1150",1150,20507,263211,263211,"Ethiopia","SOYBEANS",2006,6320,3812,14025780,53466273360
"1151",1151,20508,263215,263215,"Ethiopia","SOYBEANS",2010,11261,15824,14025780,221943942720
"1152",1152,20509,263219,263219,"Ethiopia","SOYBEANS",2014,35260,72184,14025780,1012436903520
"1153",1153,20514,263253,263253,"Ethiopia","SUGAR CANE",2000,22430,2176570,1256040,2733858982800
"1154",1154,20515,263259,263259,"Ethiopia","SUGAR CANE",2006,25000,2750000,1256040,3.45411e+12
"1155",1155,20516,263263,263263,"Ethiopia","SUGAR CANE",2010,23342,2976874,1256040,3739072818960
"1156",1156,20517,263267,263267,"Ethiopia","SUGAR CANE",2014,30176,1561235,1256040,1960973609400
"1157",1157,20558,263517,263517,"Ethiopia","WHEAT",2000,1062010,1235270,13983912,17273906976240
"1158",1158,20559,263523,263523,"Ethiopia","WHEAT",2006,1459540,2219075,13983912,31031349521400
"1159",1159,20560,263527,263527,"Ethiopia","WHEAT",2010,1553240,2855682,13983912,39933605787984
"1160",1160,20561,263531,263531,"Ethiopia","WHEAT",2014,1663845,4231589,13983912,59174168196168
"1161",1161,21850,283533,283533,"Finland","BARLEY",2000,559000,1984800,13900176,27589069324800
"1162",1162,21851,283539,283539,"Finland","BARLEY",2006,563500,1972100,13900176,27412537089600
"1163",1163,21852,283543,283543,"Finland","BARLEY",2010,417400,1340200,13900176,18629015875200
"1164",1164,21853,283547,283547,"Finland","BARLEY",2014,496900,1854800,13900176,25782046444800
"1165",1165,21958,285039,285039,"Finland","POTATOES",2000,32200,785200,2805156,2202608491200
"1166",1166,21959,285045,285045,"Finland","POTATOES",2006,28000,575700,2805156,1614928309200
"1167",1167,21960,285049,285049,"Finland","POTATOES",2010,25200,659100,2805156,1848878319600
"1168",1168,21961,285053,285053,"Finland","POTATOES",2014,22000,600300,2805156,1683935146800
"1169",1169,21970,285207,285207,"Finland","RAPESEED",2000,52500,70900,20682792,1466409952800
"1170",1170,21971,285213,285213,"Finland","RAPESEED",2006,107900,148200,20682792,3065189774400
"1171",1171,21972,285217,285217,"Finland","RAPESEED",2010,157700,178500,20682792,3691878372000
"1172",1172,21973,285221,285221,"Finland","RAPESEED",2014,43000,62100,20682792,1284401383200
"1173",1173,21982,285375,285375,"Finland","RYE",2000,44600,108200,13355892,1445107514400
"1174",1174,21983,285381,285381,"Finland","RYE",2006,21900,50900,13355892,679814902800
"1175",1175,21984,285385,285385,"Finland","RYE",2010,25200,68500,13355892,914878602000
"1176",1176,21985,285389,285389,"Finland","RYE",2014,23700,74900,13355892,1000356310800
"1177",1177,22010,285767,285767,"Finland","WHEAT",2000,149500,538300,13983912,7527539829600
"1178",1178,22011,285773,285773,"Finland","WHEAT",2006,192300,684100,13983912,9566394199200
"1179",1179,22012,285777,285777,"Finland","WHEAT",2010,211200,724400,13983912,10129945852800
"1180",1180,22013,285781,285781,"Finland","WHEAT",2014,267400,1088200,13983912,15217293038400
"1181",1181,22038,286137,286137,"France","BARLEY",2000,1533848,9709332,13900176,134961423642432
"1182",1182,22039,286143,286143,"France","BARLEY",2006,1667310,10400576,13900176,144569836901376
"1183",1183,22040,286147,286147,"France","BARLEY",2010,1582022,10101597,13900176,140413976181072
"1184",1184,22041,286151,286151,"France","BARLEY",2014,1764346,11728556,13900176,163028992625856
"1185",1185,22215,288517,288517,"France","MAIZE",2000,1764767,16018168,14905008,238750922185344
"1186",1186,22216,288523,288523,"France","MAIZE",2006,1503619,12903719,14905008,192330034924752
"1187",1187,22217,288527,288527,"France","MAIZE",2010,1582727,13975285,14905008,208301734727280
"1188",1188,22218,288531,288531,"France","MAIZE",2014,1825121,18343320,14905008,273407331346560
"1189",1189,22219,288572,288572,"France","MAIZE, GREEN",2000,24681,453926,2344608,1064278531008
"1190",1190,22220,288578,288578,"France","MAIZE, GREEN",2006,25121,464264,2344608,1088517088512
"1191",1191,22221,288582,288582,"France","MAIZE, GREEN",2010,16792,312341,2344608,732317207328
"1192",1192,22222,288586,288586,"France","MAIZE, GREEN",2014,20582,403115,2344608,945146653920
"1193",1193,22227,288678,288678,"France","MILLET",2000,0,0,14235120,0
"1194",1194,22228,288684,288684,"France","MILLET",2006,10500,38000,14235120,540934560000
"1195",1195,22229,288688,288688,"France","MILLET",2010,10921,37500,14235120,5.33817e+11
"1196",1196,22230,288692,288692,"France","MILLET",2014,12000,37000,14235120,526699440000
"1197",1197,22295,289626,289626,"France","POTATOES",2000,162644,6440483,2805156,18066559530348
"1198",1198,22296,289632,289632,"France","POTATOES",2006,158315,6362823,2805156,17848711115388
"1199",1199,22297,289636,289636,"France","POTATOES",2010,157082,6622043,2805156,18575863653708
"1200",1200,22298,289640,289640,"France","POTATOES",2014,168519,8085184,2805156,22680202408704
"1201",1201,22315,289906,289906,"France","RAPESEED",2000,1186255,3476819,20682792,71910324198648
"1202",1202,22316,289912,289912,"France","RAPESEED",2006,1405603,4144485,20682792,85719521202120
"1203",1203,22317,289916,289916,"France","RAPESEED",2010,1465195,4815239,20682792,99592586667288
"1204",1204,22318,289920,289920,"France","RAPESEED",2014,1503012,5524094,20682792,114253687190448
"1205",1205,22323,290018,290018,"France","RICE, PADDY",2000,19870,115958,11723040,1359380272320
"1206",1206,22324,290024,290024,"France","RICE, PADDY",2006,17310,94782,11723040,1111133177280
"1207",1207,22325,290028,290028,"France","RICE, PADDY",2010,23828,120170,11723040,1408757716800
"1208",1208,22326,290032,290032,"France","RICE, PADDY",2014,16771,83492,11723040,978780055680
"1209",1209,22335,290156,290156,"France","RYE",2000,31592,145671,13355892,1945566143532
"1210",1210,22336,290162,290162,"France","RYE",2006,26553,121464,13355892,1622260065888
"1211",1211,22337,290166,290166,"France","RYE",2010,29497,151038,13355892,2017247215896
"1212",1212,22338,290170,290170,"France","RYE",2014,26171,128197,13355892,1712185286724
"1213",1213,22339,290212,290212,"France","SORGHUM",2000,59576,371009,14360724,5327957850516
"1214",1214,22340,290218,290218,"France","SORGHUM",2006,55421,305521,14360724,4387502757204
"1215",1215,22341,290222,290222,"France","SORGHUM",2010,51869,285862,14360724,4105185284088
"1216",1216,22342,290226,290226,"France","SORGHUM",2014,62863,397715,14360724,5711475345660
"1217",1217,22343,290256,290256,"France","SOYBEANS",2000,77695,201033,14025780,2819644630740
"1218",1218,22344,290262,290262,"France","SOYBEANS",2006,45263,122995,14025780,1725100811100
"1219",1219,22345,290266,290266,"France","SOYBEANS",2010,50939,140059,14025780,1964436721020
"1220",1220,22346,290270,290270,"France","SOYBEANS",2014,75789,227262,14025780,3187526814360
"1221",1221,22363,290498,290498,"France","SUGAR CANE",2014,0,0,1256040,0
"1222",1222,22364,290540,290540,"France","SUNFLOWER SEED",2000,728555,1833082,12895344,23638222970208
"1223",1223,22365,290546,290546,"France","SUNFLOWER SEED",2006,644828,1439688,12895344,18565272012672
"1224",1224,22366,290550,290550,"France","SUNFLOWER SEED",2010,694916,1640837,12895344,21159157562928
"1225",1225,22367,290554,290554,"France","SUNFLOWER SEED",2014,657288,1584190,12895344,20428675011360
"1226",1226,22408,291133,291133,"France","WHEAT",2000,5248436,37355957,13983912,522382415363784
"1227",1227,22409,291139,291139,"France","WHEAT",2006,5245735,35363563,13983912,494520952998456
"1228",1228,22410,291143,291143,"France","WHEAT",2010,5426820,38207431,13983912,534289352850072
"1229",1229,22411,291147,291147,"France","WHEAT",2014,5297210,38950202,13983912,544676197150224
"1230",1230,23213,300133,300133,"Germany","BARLEY",2000,2067590,12105820,13900176,168273028624320
"1231",1231,23214,300139,300139,"Germany","BARLEY",2006,2025300,11966600,13900176,166337846121600
"1232",1232,23215,300143,300143,"Germany","BARLEY",2010,1641322,10326918,13900176,143545977737568
"1233",1233,23216,300147,300147,"Germany","BARLEY",2014,1573700,11562800,13900176,160724955052800
"1234",1234,23349,301956,301956,"Germany","MAIZE",2000,360841,3324018,14905008,49544514882144
"1235",1235,23350,301962,301962,"Germany","MAIZE",2006,401000,3220300,14905008,47998597262400
"1236",1236,23351,301966,301966,"Germany","MAIZE",2010,466591,4211501,14905008,62772456097008
"1237",1237,23352,301970,301970,"Germany","MAIZE",2014,481300,5142100,14905008,76643041636800
"1238",1238,23413,302844,302844,"Germany","POTATOES",2000,304380,13192951,2805156,37008285655356
"1239",1239,23414,302850,302850,"Germany","POTATOES",2006,274300,10030600,2805156,28137397773600
"1240",1240,23415,302854,302854,"Germany","POTATOES",2010,254367,10143090,2805156,28452949772040
"1241",1241,23416,302858,302858,"Germany","POTATOES",2014,244800,11607300,2805156,32560287238800
"1242",1242,23429,303068,303068,"Germany","RAPESEED",2000,1078010,3585661,20682792,74161480645512
"1243",1243,23430,303074,303074,"Germany","RAPESEED",2006,1429000,5336500,20682792,110373719508000
"1244",1244,23431,303078,303078,"Germany","RAPESEED",2010,1461197,5697595,20682792,117842172285240
"1245",1245,23432,303082,303082,"Germany","RAPESEED",2014,1394200,6247400,20682792,129213674740800
"1246",1246,23441,303236,303236,"Germany","RYE",2000,842685,4154095,13355892,55481644177740
"1247",1247,23442,303242,303242,"Germany","RYE",2006,538900,2643700,13355892,35308971680400
"1248",1248,23443,303246,303246,"Germany","RYE",2010,627112,2900438,13355892,38737936680696
"1249",1249,23444,303250,303250,"Germany","RYE",2014,629900,3854400,13355892,51478950124800
"1250",1250,23445,303264,303264,"Germany","SOYBEANS",2000,500,1000,14025780,14025780000
"1251",1251,23446,303270,303270,"Germany","SOYBEANS",2006,1000,1000,14025780,14025780000
"1252",1252,23447,303274,303274,"Germany","SOYBEANS",2010,1000,2000,14025780,28051560000
"1253",1253,23448,303278,303278,"Germany","SOYBEANS",2014,9000,18000,14025780,252464040000
"1254",1254,23461,303462,303462,"Germany","SUNFLOWER SEED",2000,25794,63861,12895344,823509563184
"1255",1255,23462,303468,303468,"Germany","SUNFLOWER SEED",2006,32000,61900,12895344,798221793600
"1256",1256,23463,303472,303472,"Germany","SUNFLOWER SEED",2010,24973,47240,12895344,609176050560
"1257",1257,23464,303476,303476,"Germany","SUNFLOWER SEED",2014,20000,46000,12895344,593185824000
"1258",1258,23501,303998,303998,"Germany","WHEAT",2000,2968940,21621548,13983912,302353824535776
"1259",1259,23502,304004,304004,"Germany","WHEAT",2006,3114700,22427900,13983912,313629779944800
"1260",1260,23503,304008,304008,"Germany","WHEAT",2010,3297699,23782955,13983912,332578749819960
"1261",1261,23504,304012,304012,"Germany","WHEAT",2014,3219700,27784700,13983912,388538799746400
"1262",1262,23791,307975,307975,"Greece","BARLEY",2000,119315,288349,13900176,4008101849424
"1263",1263,23792,307981,307981,"Greece","BARLEY",2006,101724,245471,13900176,3412090102896
"1264",1264,23793,307985,307985,"Greece","BARLEY",2010,120760,311067,13900176,4323886047792
"1265",1265,23794,307989,307989,"Greece","BARLEY",2014,148601,420880,13900176,5850306074880
"1266",1266,23935,309970,309970,"Greece","GROUNDNUTS, WITH SHELL",2000,591,2432,17333352,42154712064
"1267",1267,23936,309976,309976,"Greece","GROUNDNUTS, WITH SHELL",2006,494,1662,17333352,28808031024
"1268",1268,23937,309980,309980,"Greece","GROUNDNUTS, WITH SHELL",2010,557,1895,17333352,32846702040
"1269",1269,23938,309984,309984,"Greece","GROUNDNUTS, WITH SHELL",2014,757,2693,17333352,46678716936
"1270",1270,23975,310465,310465,"Greece","MAIZE",2000,216549,2094189,14905008,31213903798512
"1271",1271,23976,310471,310471,"Greece","MAIZE",2006,232683,2359004,14905008,35160973492032
"1272",1272,23977,310475,310475,"Greece","MAIZE",2010,205984,2138486,14905008,31874150937888
"1273",1273,23978,310479,310479,"Greece","MAIZE",2014,167883,1864065,14905008,27783903737520
"1274",1274,23979,310492,310492,"Greece","MAIZE, GREEN",2000,8160,292166,2344608,685014740928
"1275",1275,23980,310498,310498,"Greece","MAIZE, GREEN",2006,8915,312544,2344608,732793162752
"1276",1276,23981,310502,310502,"Greece","MAIZE, GREEN",2010,13343,492807,2344608,1155439234656
"1277",1277,23982,310506,310506,"Greece","MAIZE, GREEN",2014,9675,364638,2344608,854933171904
"1278",1278,23991,310659,310659,"Greece","MILLET",2000,0,0,14235120,0
"1279",1279,23992,310665,310665,"Greece","MILLET",2006,0,1,14235120,14235120
"1280",1280,23993,310669,310669,"Greece","MILLET",2010,58,109,14235120,1551628080
"1281",1281,23994,310673,310673,"Greece","MILLET",2014,60,120,14235120,1708214400
"1282",1282,24051,311496,311496,"Greece","POTATOES",2000,48816,1011601,2805156,2837698614756
"1283",1283,24052,311502,311502,"Greece","POTATOES",2006,45446,901705,2805156,2529423190980
"1284",1284,24053,311506,311506,"Greece","POTATOES",2010,44623,922957,2805156,2589038366292
"1285",1285,24054,311510,311510,"Greece","POTATOES",2014,26100,615429,2805156,1726374351924
"1286",1286,24071,311776,311776,"Greece","RAPESEED",2000,681,1340,20682792,27714941280
"1287",1287,24072,311782,311782,"Greece","RAPESEED",2006,2000,4000,20682792,82731168000
"1288",1288,24073,311786,311786,"Greece","RAPESEED",2010,11687,25175,20682792,520689288600
"1289",1289,24074,311790,311790,"Greece","RAPESEED",2014,4623,8173,20682792,169040459016
"1290",1290,24079,311888,311888,"Greece","RICE, PADDY",2000,19978,140043,11723040,1641729690720
"1291",1291,24080,311894,311894,"Greece","RICE, PADDY",2006,23227,179166,11723040,2100370184640
"1292",1292,24081,311898,311898,"Greece","RICE, PADDY",2010,30052,208210,11723040,2440854158400
"1293",1293,24082,311902,311902,"Greece","RICE, PADDY",2014,27095,229381,11723040,2689042638240
"1294",1294,24087,312000,312000,"Greece","RYE",2000,15624,30369,13355892,405605084148
"1295",1295,24088,312006,312006,"Greece","RYE",2006,16039,34403,13355892,459482752476
"1296",1296,24089,312010,312010,"Greece","RYE",2010,16189,36800,13355892,491496825600
"1297",1297,24090,312014,312014,"Greece","RYE",2014,15383,31651,13355892,422727337692
"1298",1298,24099,312168,312168,"Greece","SORGHUM",2000,66,138,14360724,1981779912
"1299",1299,24100,312174,312174,"Greece","SORGHUM",2006,32,52,14360724,746757648
"1300",1300,24101,312178,312178,"Greece","SORGHUM",2010,43,69,14360724,990889956
"1301",1301,24102,312182,312182,"Greece","SORGHUM",2014,183,622,14360724,8932370328
"1302",1302,24103,312198,312198,"Greece","SOYBEANS",2000,28,49,14025780,687263220
"1303",1303,24104,312204,312204,"Greece","SOYBEANS",2006,6,12,14025780,168309360
"1304",1304,24105,312208,312208,"Greece","SOYBEANS",2010,505,1369,14025780,19201292820
"1305",1305,24106,312212,312212,"Greece","SOYBEANS",2014,2809,7846,14025780,110046269880
"1306",1306,24123,312478,312478,"Greece","SUNFLOWER SEED",2000,23145,30863,12895344,397989001872
"1307",1307,24124,312484,312484,"Greece","SUNFLOWER SEED",2006,9057,15865,12895344,204584632560
"1308",1308,24125,312488,312488,"Greece","SUNFLOWER SEED",2010,53483,116037,12895344,1496337031728
"1309",1309,24126,312492,312492,"Greece","SUNFLOWER SEED",2014,76381,192227,12895344,2478833291088
"1310",1310,24175,313206,313206,"Greece","WHEAT",2000,857770,2287322,13983912,31985709563664
"1311",1311,24176,313212,313212,"Greece","WHEAT",2006,777901,1778170,13983912,24865772801040
"1312",1312,24177,313216,313216,"Greece","WHEAT",2010,737483,1920670,13983912,26858480261040
"1313",1313,24178,313220,313220,"Greece","WHEAT",2014,571762,1570416,13983912,21960559147392
"1314",1314,24743,320764,320764,"Guatemala","BARLEY",2000,377,1451,13900176,20169155376
"1315",1315,24744,320770,320770,"Guatemala","BARLEY",2006,21,41,13900176,569907216
"1316",1316,24745,320774,320774,"Guatemala","BARLEY",2010,8,13,13900176,180702288
"1317",1317,24746,320778,320778,"Guatemala","BARLEY",2014,8,18,13900176,250203168
"1318",1318,24775,321179,321179,"Guatemala","CASSAVA",2000,8750,19867,4563612,90665279604
"1319",1319,24776,321185,321185,"Guatemala","CASSAVA",2006,1889,2613,4563612,11924718156
"1320",1320,24777,321189,321189,"Guatemala","CASSAVA",2010,3274,4096,4563612,18692554752
"1321",1321,24778,321193,321193,"Guatemala","CASSAVA",2014,3562,4428,4563612,20207673936
"1322",1322,24843,322125,322125,"Guatemala","GROUNDNUTS, WITH SHELL",2000,1680,1510,17333352,26173361520
"1323",1323,24844,322131,322131,"Guatemala","GROUNDNUTS, WITH SHELL",2006,2796,3447,17333352,59748064344
"1324",1324,24845,322135,322135,"Guatemala","GROUNDNUTS, WITH SHELL",2010,2879,8970,17333352,155480167440
"1325",1325,24846,322139,322139,"Guatemala","GROUNDNUTS, WITH SHELL",2014,2516,10564,17333352,183109530528
"1326",1326,24855,322293,322293,"Guatemala","MAIZE",2000,591500,1053550,14905008,15703171178400
"1327",1327,24856,322299,322299,"Guatemala","MAIZE",2006,577218,1489606,14905008,22202589346848
"1328",1328,24857,322303,322303,"Guatemala","MAIZE",2010,821412,1638249,14905008,24418114450992
"1329",1329,24858,322307,322307,"Guatemala","MAIZE",2014,868658,1815281,14905008,27056777827248
"1330",1330,24875,322528,322528,"Guatemala","OIL PALM FRUIT",2000,21000,320000,6615144,2116846080000
"1331",1331,24876,322534,322534,"Guatemala","OIL PALM FRUIT",2006,45000,8e+05,6615144,5292115200000
"1332",1332,24877,322538,322538,"Guatemala","OIL PALM FRUIT",2010,59500,940000,6615144,6218235360000
"1333",1333,24878,322542,322542,"Guatemala","OIL PALM FRUIT",2014,115000,1500000,6615144,9.922716e+12
"1334",1334,24903,322870,322870,"Guatemala","PALM KERNELS",2000,NA,16000,21520152,344322432000
"1335",1335,24904,322876,322876,"Guatemala","PALM KERNELS",2006,NA,40000,21520152,860806080000
"1336",1336,24905,322880,322880,"Guatemala","PALM KERNELS",2010,NA,47000,21520152,1011447144000
"1337",1337,24906,322884,322884,"Guatemala","PALM KERNELS",2014,NA,1e+05,21520152,2152015200000
"1338",1338,24931,323260,323260,"Guatemala","POTATOES",2000,9660,216994,2805156,608702021064
"1339",1339,24932,323266,323266,"Guatemala","POTATOES",2006,17682,439127,2805156,1231819738812
"1340",1340,24933,323270,323270,"Guatemala","POTATOES",2010,19080,481856,2805156,1351681249536
"1341",1341,24934,323274,323274,"Guatemala","POTATOES",2014,20967,523251,2805156,1467800682156
"1342",1342,24943,323428,323428,"Guatemala","RICE, PADDY",2000,14700,45223,11723040,530151037920
"1343",1343,24944,323434,323434,"Guatemala","RICE, PADDY",2006,9086,22407,11723040,262678157280
"1344",1344,24945,323438,323438,"Guatemala","RICE, PADDY",2010,10483,29624,11723040,347283336960
"1345",1345,24946,323442,323442,"Guatemala","RICE, PADDY",2014,11182,33616,11723040,394081712640
"1346",1346,24967,323731,323731,"Guatemala","SORGHUM",2000,42280,50978,14360724,732080988072
"1347",1347,24968,323737,323737,"Guatemala","SORGHUM",2006,32569,44085,14360724,633092517540
"1348",1348,24969,323741,323741,"Guatemala","SORGHUM",2010,27047,47056,14360724,675758228544
"1349",1349,24970,323745,323745,"Guatemala","SORGHUM",2014,27886,50322,14360724,722660353128
"1350",1350,24971,323766,323766,"Guatemala","SOYBEANS",2000,9800,29937,14025780,419889775860
"1351",1351,24972,323772,323772,"Guatemala","SOYBEANS",2006,13000,35000,14025780,490902300000
"1352",1352,24973,323776,323776,"Guatemala","SOYBEANS",2010,14000,43838,14025780,614862143640
"1353",1353,24974,323780,323780,"Guatemala","SOYBEANS",2014,15000,38000,14025780,532979640000
"1354",1354,24983,323934,323934,"Guatemala","SUGAR CANE",2000,182000,16552400,1256040,20790476496000
"1355",1355,24984,323940,323940,"Guatemala","SUGAR CANE",2006,188702,17631588,1256040,22145979791520
"1356",1356,24985,323944,323944,"Guatemala","SUGAR CANE",2010,234619,22313828,1256040,28027060521120
"1357",1357,24986,323948,323948,"Guatemala","SUGAR CANE",2014,265580,33239196,1256040,41749759743840
"1358",1358,25023,324476,324476,"Guatemala","WHEAT",2000,4550,9525,13983912,133196761800
"1359",1359,25024,324482,324482,"Guatemala","WHEAT",2006,699,1588,13983912,22206452256
"1360",1360,25025,324486,324486,"Guatemala","WHEAT",2010,699,1438,13983912,20108865456
"1361",1361,25026,324490,324490,"Guatemala","WHEAT",2014,769,1674,13983912,23409068688
"1362",1362,25035,324644,324644,"Guinea","CASSAVA",2000,123793,845488,4563612,3858479182656
"1363",1363,25036,324650,324650,"Guinea","CASSAVA",2006,136252,1068518,4563612,4876301567016
"1364",1364,25037,324654,324654,"Guinea","CASSAVA",2010,125116,1062233,4563612,4847619265596
"1365",1365,25038,324658,324658,"Guinea","CASSAVA",2014,173885,1308948,4563612,5973530800176
"1366",1366,25091,325378,325378,"Guinea","GROUNDNUTS, WITH SHELL",2000,153427,199661,17333352,3460794393672
"1367",1367,25092,325384,325384,"Guinea","GROUNDNUTS, WITH SHELL",2006,206806,294494,17333352,5104568163888
"1368",1368,25093,325388,325388,"Guinea","GROUNDNUTS, WITH SHELL",2010,227453,332081,17333352,5756076865512
"1369",1369,25094,325392,325392,"Guinea","GROUNDNUTS, WITH SHELL",2014,215000,297000,17333352,5148005544000
"1370",1370,25095,325434,325434,"Guinea","MAIZE",2000,231220,329025,14905008,4904120257200
"1371",1371,25096,325440,325440,"Guinea","MAIZE",2006,349653,546765,14905008,8149536699120
"1372",1372,25097,325444,325444,"Guinea","MAIZE",2010,358092,584141,14905008,8706626278128
"1373",1373,25098,325448,325448,"Guinea","MAIZE",2014,478277,652000,14905008,9718065216000
"1374",1374,25099,325490,325490,"Guinea","MAIZE, GREEN",2000,115000,283059,2344608,663662395872
"1375",1375,25100,325496,325496,"Guinea","MAIZE, GREEN",2006,110000,270000,2344608,633044160000
