"","X.3","X.2","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t","kj_t_crop","production_kj"
"3430",3430,58957,759561,759561,"Turkey","SOYBEANS",2010,23472,86540,14025780,1213791001200
"3431",3431,58958,759565,759565,"Turkey","SOYBEANS",2014,34317,150000,14025780,2.103867e+12
"3432",3432,58979,759887,759887,"Turkey","SUNFLOWER SEED",2000,542000,8e+05,12895344,10316275200000
"3433",3433,58980,759893,759893,"Turkey","SUNFLOWER SEED",2006,585400,1118000,12895344,14416994592000
"3434",3434,58981,759897,759897,"Turkey","SUNFLOWER SEED",2010,641343,1320000,12895344,17021854080000
"3435",3435,58982,759901,759901,"Turkey","SUNFLOWER SEED",2014,653323,1637900,12895344,21121283937600
"3436",3436,59039,760705,760705,"Turkey","WHEAT",2000,9159036,2.1e+07,13983912,2.93662152e+14
"3437",3437,59040,760711,760711,"Turkey","WHEAT",2006,8480730,20010000,13983912,279818079120000
"3438",3438,59041,760715,760715,"Turkey","WHEAT",2010,8063070,19674000,13983912,275119484688000
"3439",3439,59042,760719,760719,"Turkey","WHEAT",2014,7820750,1.9e+07,13983912,2.65694328e+14
"3440",3440,59443,764951,764951,"Ukraine","BARLEY",2000,3689100,6871900,13900176,95520619454400
"3441",3441,59444,764957,764957,"Ukraine","BARLEY",2006,5236200,11341200,13900176,157644676051200
"3442",3442,59445,764961,764961,"Ukraine","BARLEY",2010,4316900,8484900,13900176,117941603342400
"3443",3443,59446,764965,764965,"Ukraine","BARLEY",2014,3003100,9046060,13900176,125741826106560
"3444",3444,59610,766000,766000,"Ukraine","MAIZE",2000,1278800,3848100,14905008,57355961284800
"3445",3445,59611,766006,766006,"Ukraine","MAIZE",2006,1720300,6425600,14905008,95773619404800
"3446",3446,59612,766010,766010,"Ukraine","MAIZE",2010,2647600,11953000,14905008,178159560624000
"3447",3447,59613,766014,766014,"Ukraine","MAIZE",2014,4626900,28496810,14905008,424745181024480
"3448",3448,59614,766025,766025,"Ukraine","MAIZE, GREEN",2000,100,1000,2344608,2344608000
"3449",3449,59615,766031,766031,"Ukraine","MAIZE, GREEN",2006,500,8500,2344608,19929168000
"3450",3450,59616,766035,766035,"Ukraine","MAIZE, GREEN",2010,510,8300,2344608,19460246400
"3451",3451,59617,766039,766039,"Ukraine","MAIZE, GREEN",2014,70900,1149630,2344608,2695431695040
"3452",3452,59622,766075,766075,"Ukraine","MILLET",2000,366500,426100,14235120,6065584632000
"3453",3453,59623,766081,766081,"Ukraine","MILLET",2006,114500,123500,14235120,1758037320000
"3454",3454,59624,766085,766085,"Ukraine","MILLET",2010,85300,117100,14235120,1666932552000
"3455",3455,59625,766089,766089,"Ukraine","MILLET",2014,98900,177990,14235120,2533709008800
"3456",3456,59682,766446,766446,"Ukraine","POTATOES",2000,1631000,19838100,2805156,55648965243600
"3457",3457,59683,766452,766452,"Ukraine","POTATOES",2006,1461500,19467100,2805156,54608252367600
"3458",3458,59684,766456,766456,"Ukraine","POTATOES",2010,1411900,18705000,2805156,52470442980000
"3459",3459,59685,766460,766460,"Ukraine","POTATOES",2014,1342800,23693350,2805156,66463542912600
"3460",3460,59702,766571,766571,"Ukraine","RAPESEED",2000,156700,131800,20682792,2725991985600
"3461",3461,59703,766577,766577,"Ukraine","RAPESEED",2006,386800,605700,20682792,12527567114400
"3462",3462,59704,766581,766581,"Ukraine","RAPESEED",2010,862500,1469700,20682792,30397499402400
"3463",3463,59705,766585,766585,"Ukraine","RAPESEED",2014,865300,2198020,20682792,45461190471840
"3464",3464,59710,766621,766621,"Ukraine","RICE, PADDY",2000,25200,89700,11723040,1051556688000
"3465",3465,59711,766627,766627,"Ukraine","RICE, PADDY",2006,21600,99500,11723040,1166442480000
"3466",3466,59712,766631,766631,"Ukraine","RICE, PADDY",2010,29300,148000,11723040,1735009920000
"3467",3467,59713,766635,766635,"Ukraine","RICE, PADDY",2014,10200,50880,11723040,596468275200
"3468",3468,59718,766671,766671,"Ukraine","RYE",2000,638100,968300,13355892,12932510223600
"3469",3469,59719,766677,766677,"Ukraine","RYE",2006,359600,583600,13355892,7794498571200
"3470",3470,59720,766681,766681,"Ukraine","RYE",2010,279100,464900,13355892,6209154190800
"3471",3471,59721,766685,766685,"Ukraine","RYE",2014,185100,478000,13355892,6384116376000
"3472",3472,59726,766721,766721,"Ukraine","SORGHUM",2000,14400,16500,14360724,236951946000
"3473",3473,59727,766727,766727,"Ukraine","SORGHUM",2006,34400,63940,14360724,918224692560
"3474",3474,59728,766731,766731,"Ukraine","SORGHUM",2010,28700,61400,14360724,881748453600
"3475",3475,59729,766735,766735,"Ukraine","SORGHUM",2014,83100,224210,14360724,3219817928040
"3476",3476,59730,766746,766746,"Ukraine","SOYBEANS",2000,60600,64400,14025780,903260232000
"3477",3477,59731,766752,766752,"Ukraine","SOYBEANS",2006,714800,889600,14025780,12477333888000
"3478",3478,59732,766756,766756,"Ukraine","SOYBEANS",2010,1036700,1680200,14025780,23566115556000
"3479",3479,59733,766760,766760,"Ukraine","SOYBEANS",2014,1792900,3881930,14025780,54447096155400
"3480",3480,59746,766847,766847,"Ukraine","SUNFLOWER SEED",2000,2841600,3457400,12895344,44584362345600
"3481",3481,59747,766853,766853,"Ukraine","SUNFLOWER SEED",2006,3911700,5324300,12895344,68658680059200
"3482",3482,59748,766857,766857,"Ukraine","SUNFLOWER SEED",2010,4526000,6771500,12895344,87320821896000
"3483",3483,59749,766861,766861,"Ukraine","SUNFLOWER SEED",2014,5212200,10133750,12895344,130678192260000
"3484",3484,59786,767097,767097,"Ukraine","WHEAT",2000,5161600,10197000,13983912,142593950664000
"3485",3485,59787,767103,767103,"Ukraine","WHEAT",2006,5511000,13947300,13983912,195037815837600
"3486",3486,59788,767107,767107,"Ukraine","WHEAT",2010,6284100,16851300,13983912,235647096285600
"3487",3487,59789,767111,767111,"Ukraine","WHEAT",2014,6010600,24113970,13983912,337207634450640
"3488",3488,60162,772014,772014,"United_Republic_of_Tanzania","BARLEY",2000,3500,9000,13900176,125101584000
"3489",3489,60163,772020,772020,"United_Republic_of_Tanzania","BARLEY",2006,9000,20590,13900176,286204623840
"3490",3490,60164,772024,772024,"United_Republic_of_Tanzania","BARLEY",2010,7568,15228,13900176,211671880128
"3491",3491,60165,772028,772028,"United_Republic_of_Tanzania","BARLEY",2014,6867,11400,13900176,158462006400
"3492",3492,60186,772350,772350,"United_Republic_of_Tanzania","CASSAVA",2000,809700,5342110,4563612,24379317301320
"3493",3493,60187,772356,772356,"United_Republic_of_Tanzania","CASSAVA",2006,993171,6158300,4563612,28104091779600
"3494",3494,60188,772360,772360,"United_Republic_of_Tanzania","CASSAVA",2010,873000,4547940,4563612,20755033559280
"3495",3495,60189,772364,772364,"United_Republic_of_Tanzania","CASSAVA",2014,800454,4992759,4563612,22785014885508
"3496",3496,60286,773736,773736,"United_Republic_of_Tanzania","GROUNDNUTS, WITH SHELL",2000,117000,52000,17333352,901334304000
"3497",3497,60287,773742,773742,"United_Republic_of_Tanzania","GROUNDNUTS, WITH SHELL",2006,480000,350000,17333352,6066673200000
"3498",3498,60288,773746,773746,"United_Republic_of_Tanzania","GROUNDNUTS, WITH SHELL",2010,482310,465290,17333352,8065035352080
"3499",3499,60289,773750,773750,"United_Republic_of_Tanzania","GROUNDNUTS, WITH SHELL",2014,1619500,1635335,17333352,28345837192920
"3500",3500,60294,773848,773848,"United_Republic_of_Tanzania","MAIZE",2000,1017600,1965400,14905008,29294302723200
"3501",3501,60295,773854,773854,"United_Republic_of_Tanzania","MAIZE",2006,2570147,3423020,14905008,51020140484160
"3502",3502,60296,773858,773858,"United_Republic_of_Tanzania","MAIZE",2010,3050710,4733070,14905008,70546446214560
"3503",3503,60297,773862,773862,"United_Republic_of_Tanzania","MAIZE",2014,4146000,6737197,14905008,100417975182576
"3504",3504,60298,773904,773904,"United_Republic_of_Tanzania","MAIZE, GREEN",2000,7160,28458,2344608,66722854464
"3505",3505,60299,773910,773910,"United_Republic_of_Tanzania","MAIZE, GREEN",2006,9514,35934,2344608,84251143872
"3506",3506,60300,773914,773914,"United_Republic_of_Tanzania","MAIZE, GREEN",2010,14000,48000,2344608,112541184000
"3507",3507,60301,773918,773918,"United_Republic_of_Tanzania","MAIZE, GREEN",2014,13231,48379,2344608,113429790432
"3508",3508,60306,774016,774016,"United_Republic_of_Tanzania","MILLET",2000,251900,219000,14235120,3117491280000
"3509",3509,60307,774022,774022,"United_Republic_of_Tanzania","MILLET",2006,325000,246665,14235120,3511305874800
"3510",3510,60308,774026,774026,"United_Republic_of_Tanzania","MILLET",2010,345855,350870,14235120,4994676554400
"3511",3511,60309,774030,774030,"United_Republic_of_Tanzania","MILLET",2014,365300,362750,14235120,5163789780000
"3512",3512,60318,774184,774184,"United_Republic_of_Tanzania","OIL PALM FRUIT",2000,4500,64000,6615144,423369216000
"3513",3513,60319,774190,774190,"United_Republic_of_Tanzania","OIL PALM FRUIT",2006,4500,65000,6615144,429984360000
"3514",3514,60320,774194,774194,"United_Republic_of_Tanzania","OIL PALM FRUIT",2010,4800,69500,6615144,459752508000
"3515",3515,60321,774198,774198,"United_Republic_of_Tanzania","OIL PALM FRUIT",2014,5204,72787,6615144,481496486328
"3516",3516,60346,774570,774570,"United_Republic_of_Tanzania","PALM KERNELS",2000,NA,7680,21520152,165274767360
"3517",3517,60347,774576,774576,"United_Republic_of_Tanzania","PALM KERNELS",2006,NA,7121,21520152,153245002392
"3518",3518,60348,774580,774580,"United_Republic_of_Tanzania","PALM KERNELS",2010,NA,9000,21520152,193681368000
"3519",3519,60349,774584,774584,"United_Republic_of_Tanzania","PALM KERNELS",2014,NA,11428,21520152,245932297056
"3520",3520,60382,775072,775072,"United_Republic_of_Tanzania","POTATOES",2000,76219,600712,2805156,1685090871072
"3521",3521,60383,775078,775078,"United_Republic_of_Tanzania","POTATOES",2006,126000,660000,2805156,1851402960000
"3522",3522,60384,775082,775082,"United_Republic_of_Tanzania","POTATOES",2010,172970,1472560,2805156,4130760519360
"3523",3523,60385,775086,775086,"United_Republic_of_Tanzania","POTATOES",2014,189635,1738017,2805156,4875408815652
"3524",3524,60398,775296,775296,"United_Republic_of_Tanzania","RICE, PADDY",2000,415600,781538,11723040,9162001235520
"3525",3525,60399,775302,775302,"United_Republic_of_Tanzania","RICE, PADDY",2006,633770,1206154,11723040,14139791588160
"3526",3526,60400,775306,775306,"United_Republic_of_Tanzania","RICE, PADDY",2010,1136290,2650120,11723040,31067462764800
"3527",3527,60401,775310,775310,"United_Republic_of_Tanzania","RICE, PADDY",2014,957218,2621034,11723040,30726486423360
"3528",3528,60426,775688,775688,"United_Republic_of_Tanzania","SORGHUM",2000,736200,598200,14360724,8590585096800
"3529",3529,60427,775694,775694,"United_Republic_of_Tanzania","SORGHUM",2006,715884,711631,14360724,10219536380844
"3530",3530,60428,775698,775698,"United_Republic_of_Tanzania","SORGHUM",2010,618370,798540,14360724,11467612542960
"3531",3531,60429,775702,775702,"United_Republic_of_Tanzania","SORGHUM",2014,851478,883195,14360724,12683319633180
"3532",3532,60430,775744,775744,"United_Republic_of_Tanzania","SOYBEANS",2000,2161,1493,14025780,20940489540
"3533",3533,60431,775750,775750,"United_Republic_of_Tanzania","SOYBEANS",2006,5500,5000,14025780,70128900000
"3534",3534,60432,775754,775754,"United_Republic_of_Tanzania","SOYBEANS",2010,3570,3100,14025780,43479918000
"3535",3535,60433,775758,775758,"United_Republic_of_Tanzania","SOYBEANS",2014,5907,6025,14025780,84505324500
"3536",3536,60434,775800,775800,"United_Republic_of_Tanzania","SUGAR CANE",2000,15000,1355000,1256040,1701934200000
"3537",3537,60435,775806,775806,"United_Republic_of_Tanzania","SUGAR CANE",2006,21000,2480000,1256040,3114979200000
"3538",3538,60436,775810,775810,"United_Republic_of_Tanzania","SUGAR CANE",2010,48218,2788642,1256040,3502645897680
"3539",3539,60437,775814,775814,"United_Republic_of_Tanzania","SUGAR CANE",2014,55985,2800000,1256040,3.516912e+12
"3540",3540,60438,775856,775856,"United_Republic_of_Tanzania","SUNFLOWER SEED",2000,210000,135000,12895344,1740871440000
"3541",3541,60439,775862,775862,"United_Republic_of_Tanzania","SUNFLOWER SEED",2006,380000,250000,12895344,3.223836e+12
"3542",3542,60440,775866,775866,"United_Republic_of_Tanzania","SUNFLOWER SEED",2010,431540,313110,12895344,4037661159840
"3543",3543,60441,775870,775870,"United_Republic_of_Tanzania","SUNFLOWER SEED",2014,1721875,2755000,12895344,35526672720000
"3544",3544,60478,776416,776416,"United_Republic_of_Tanzania","WHEAT",2000,71700,32700,13983912,457273922400
"3545",3545,60479,776422,776422,"United_Republic_of_Tanzania","WHEAT",2006,53224,110000,13983912,1538230320000
"3546",3546,60480,776426,776426,"United_Republic_of_Tanzania","WHEAT",2010,54570,62370,13983912,872176591440
"3547",3547,60481,776430,776430,"United_Republic_of_Tanzania","WHEAT",2014,100764,167000,13983912,2335313304000
"3548",3548,60514,776921,776921,"United_States_of_America","BARLEY",2000,2104390,6919370,13900176,96180460809120
"3549",3549,60515,776927,776927,"United_States_of_America","BARLEY",2006,1194240,3922630,13900176,54525247382880
"3550",3550,60516,776931,776931,"United_States_of_America","BARLEY",2010,997560,3924280,13900176,54548182673280
"3551",3551,60517,776935,776935,"United_States_of_America","BARLEY",2014,1010510,3952610,13900176,54941974659360
"3552",3552,60659,778886,778886,"United_States_of_America","GROUNDNUTS, WITH SHELL",2000,540670,1481210,17333352,25674334315920
"3553",3553,60660,778892,778892,"United_States_of_America","GROUNDNUTS, WITH SHELL",2006,489270,1575980,17333352,27317016084960
"3554",3554,60661,778896,778896,"United_States_of_America","GROUNDNUTS, WITH SHELL",2010,507890,1885510,17333352,32682208529520
"3555",3555,60662,778900,778900,"United_States_of_America","GROUNDNUTS, WITH SHELL",2014,535200,2353540,17333352,40794737266080
"3556",3556,60691,779315,779315,"United_States_of_America","MAIZE",2000,29315740,251853900,14905008,3753884394331200
"3557",3557,60692,779321,779321,"United_States_of_America","MAIZE",2006,28586490,267502850,14905008,3987132119272800
"3558",3558,60693,779325,779325,"United_States_of_America","MAIZE",2010,32960380,315617920,14905008,4704287622543360
"3559",3559,60694,779329,779329,"United_States_of_America","MAIZE",2014,33644310,361091140,14905008,5382066330429120
"3560",3560,60695,779371,779371,"United_States_of_America","MAIZE, GREEN",2000,283121,4340585,2344608,10176970315680
"3561",3561,60696,779377,779377,"United_States_of_America","MAIZE, GREEN",2006,244028,4253324,2344608,9972377476992
"3562",3562,60697,779381,779381,"United_States_of_America","MAIZE, GREEN",2010,236860,3788030,2344608,8881445442240
"3563",3563,60698,779385,779385,"United_States_of_America","MAIZE, GREEN",2014,211790,3447520,2344608,8083082972160
"3564",3564,60707,779530,779530,"United_States_of_America","MILLET",2000,149740,166010,14235120,2363172271200
"3565",3565,60708,779536,779536,"United_States_of_America","MILLET",2006,192230,231220,14235120,3291444446400
"3566",3566,60709,779540,779540,"United_States_of_America","MILLET",2010,146900,261610,14235120,3724049743200
"3567",3567,60710,779544,779544,"United_States_of_America","MILLET",2014,174020,305790,14235120,4352957344800
"3568",3568,60783,780546,780546,"United_States_of_America","POTATOES",2000,545320,23293964,2805156,65343202878384
"3569",3569,60784,780552,780552,"United_States_of_America","POTATOES",2006,453334,19989724,2805156,56074294216944
"3570",3570,60785,780556,780556,"United_States_of_America","POTATOES",2010,408288,18350034,2805156,51474707975304
"3571",3571,60786,780560,780560,"United_States_of_America","POTATOES",2014,425370,20056500,2805156,56261611314000
"3572",3572,60795,780688,780688,"United_States_of_America","RAPESEED",2000,607804,909026,20682792,18801195680592
"3573",3573,60796,780694,780694,"United_States_of_America","RAPESEED",2006,413593,632948,20682792,13091131830816
"3574",3574,60797,780698,780698,"United_States_of_America","RAPESEED",2010,579880,1112120,20682792,23001746639040
"3575",3575,60798,780702,780702,"United_States_of_America","RAPESEED",2014,630846,1140892,20682792,23596831930464
"3576",3576,60803,780800,780800,"United_States_of_America","RICE, PADDY",2000,1229850,8657810,11723040,101495852942400
"3577",3577,60804,780806,780806,"United_States_of_America","RICE, PADDY",2006,1141630,8826230,11723040,103470247339200
"3578",3578,60805,780810,780810,"United_States_of_America","RICE, PADDY",2010,1462950,11027010,11723040,129270079310400
"3579",3579,60806,780814,780814,"United_States_of_America","RICE, PADDY",2014,1186960,10079500,11723040,118162381680000
"3580",3580,60811,780912,780912,"United_States_of_America","RYE",2000,119790,213010,13355892,2844938554920
"3581",3581,60812,780918,780918,"United_States_of_America","RYE",2006,110890,182710,13355892,2440255027320
"3582",3582,60813,780922,780922,"United_States_of_America","RYE",2010,109270,190000,13355892,2537619480000
"3583",3583,60814,780926,780926,"United_States_of_America","RYE",2014,104410,182610,13355892,2438919438120
"3584",3584,60827,781111,781111,"United_States_of_America","SORGHUM",2000,3126630,11951910,14360724,171638080782840
"3585",3585,60828,781117,781117,"United_States_of_America","SORGHUM",2006,1997950,7031650,14360724,100979584914600
"3586",3586,60829,781121,781121,"United_States_of_America","SORGHUM",2010,1944940,8775190,14360724,126018081637560
"3587",3587,60830,781125,781125,"United_States_of_America","SORGHUM",2014,2590420,10987910,14360724,157794342846840
"3588",3588,60831,781167,781167,"United_States_of_America","SOYBEANS",2000,29302790,75055290,14025780,1052708985376200
"3589",3589,60832,781173,781173,"United_States_of_America","SOYBEANS",2006,30190680,87000620,14025780,1220251555983600
"3590",3590,60833,781177,781177,"United_States_of_America","SOYBEANS",2010,31003300,90663290,14025780,1271623359616200
"3591",3591,60834,781181,781181,"United_States_of_America","SOYBEANS",2014,33423750,106877870,14025780,1499045491488600
"3592",3592,60851,781447,781447,"United_States_of_America","SUGAR CANE",2000,417760,36114000,1256040,45360628560000
"3593",3593,60852,781453,781453,"United_States_of_America","SUGAR CANE",2006,363290,29564000,1256040,37133566560000
"3594",3594,60853,781457,781457,"United_States_of_America","SUGAR CANE",2010,355112,24820574,1256040,31175633766960
"3595",3595,60854,781461,781461,"United_States_of_America","SUGAR CANE",2014,351470,27600190,1256040,34666942647600
"3596",3596,60855,781503,781503,"United_States_of_America","SUNFLOWER SEED",2000,1071210,1607730,12895344,20732231409120
"3597",3597,60856,781509,781509,"United_States_of_America","SUNFLOWER SEED",2006,716300,972330,12895344,12538529831520
"3598",3598,60857,781513,781513,"United_States_of_America","SUNFLOWER SEED",2010,758310,1240830,12895344,16000929695520
"3599",3599,60858,781517,781517,"United_States_of_America","SUNFLOWER SEED",2014,611120,1006540,12895344,12979679549760
"3600",3600,60907,782215,782215,"United_States_of_America","WHEAT",2000,21474064,60639376,13983912,847975697718912
"3601",3601,60908,782221,782221,"United_States_of_America","WHEAT",2006,18939492,49216040,13983912,688232772348480
"3602",3602,60909,782225,782225,"United_States_of_America","WHEAT",2010,19270930,60062408,13983912,839907427980096
"3603",3603,60910,782229,782229,"United_States_of_America","WHEAT",2014,18771550,55147120,13983912,771172473133440
"3604",3604,60923,782387,782387,"Uruguay","BARLEY",2000,88600,213900,13900176,2973247646400
"3605",3605,60924,782393,782393,"Uruguay","BARLEY",2006,127500,432100,13900176,6006266049600
"3606",3606,60925,782397,782397,"Uruguay","BARLEY",2010,61900,186400,13900176,2590992806400
"3607",3607,60926,782401,782401,"Uruguay","BARLEY",2014,99000,243000,13900176,3377742768000
"3608",3608,60999,783445,783445,"Uruguay","GROUNDNUTS, WITH SHELL",2000,1700,1100,17333352,19066687200
"3609",3609,61000,783451,783451,"Uruguay","GROUNDNUTS, WITH SHELL",2006,2250,1180,17333352,20453355360
"3610",3610,61001,783455,783455,"Uruguay","GROUNDNUTS, WITH SHELL",2010,2880,1584,17333352,27456029568
"3611",3611,61002,783459,783459,"Uruguay","GROUNDNUTS, WITH SHELL",2014,3400,1700,17333352,29466698400
"3612",3612,61011,783613,783613,"Uruguay","MAIZE",2000,42300,64700,14905008,964354017600
"3613",3613,61012,783619,783619,"Uruguay","MAIZE",2006,49000,205000,14905008,3055526640000
"3614",3614,61013,783623,783623,"Uruguay","MAIZE",2010,96000,529100,14905008,7886239732800
"3615",3615,61014,783627,783627,"Uruguay","MAIZE",2014,131100,564500,14905008,8413877016000
"3616",3616,61015,783669,783669,"Uruguay","MAIZE, GREEN",2000,1800,3500,2344608,8206128000
"3617",3617,61016,783675,783675,"Uruguay","MAIZE, GREEN",2006,350,2000,2344608,4689216000
"3618",3618,61017,783679,783679,"Uruguay","MAIZE, GREEN",2010,140,638,2344608,1495859904
"3619",3619,61018,783683,783683,"Uruguay","MAIZE, GREEN",2014,134,1278,2344608,2996409024
"3620",3620,61063,784337,784337,"Uruguay","POTATOES",2000,8750,108565,2805156,304541761140
"3621",3621,61064,784343,784343,"Uruguay","POTATOES",2006,8569,147981,2805156,415109790036
"3622",3622,61065,784347,784347,"Uruguay","POTATOES",2010,5707,114662,2805156,321644797272
"3623",3623,61066,784351,784351,"Uruguay","POTATOES",2014,4041,82561,2805156,231596484516
"3624",3624,61079,784561,784561,"Uruguay","RAPESEED",2000,NA,NA,20682792,NA
"3625",3625,61080,784567,784567,"Uruguay","RAPESEED",2006,4000,8000,20682792,165462336000
"3626",3626,61081,784571,784571,"Uruguay","RAPESEED",2010,5000,9000,20682792,186145128000
"3627",3627,61082,784575,784575,"Uruguay","RAPESEED",2014,9600,16000,20682792,330924672000
"3628",3628,61083,784617,784617,"Uruguay","RICE, PADDY",2000,189402,1209139,11723040,14174784862560
"3629",3629,61084,784623,784623,"Uruguay","RICE, PADDY",2006,177300,1292400,11723040,15150856896000
"3630",3630,61085,784627,784627,"Uruguay","RICE, PADDY",2010,161900,1148738,11723040,13466701523520
"3631",3631,61086,784631,784631,"Uruguay","RICE, PADDY",2014,167400,1348300,11723040,15806174832000
"3632",3632,61095,784785,784785,"Uruguay","SORGHUM",2000,12400,19900,14360724,285778407600
"3633",3633,61096,784791,784791,"Uruguay","SORGHUM",2006,15800,61300,14360724,880312381200
"3634",3634,61097,784795,784795,"Uruguay","SORGHUM",2010,35300,138000,14360724,1981779912000
"3635",3635,61098,784799,784799,"Uruguay","SORGHUM",2014,75400,302700,14360724,4346991154800
"3636",3636,61099,784841,784841,"Uruguay","SOYBEANS",2000,8900,6800,14025780,95375304000
"3637",3637,61100,784847,784847,"Uruguay","SOYBEANS",2006,309100,676900,14025780,9494050482000
"3638",3638,61101,784851,784851,"Uruguay","SOYBEANS",2010,848800,1793000,14025780,25148223540000
"3639",3639,61102,784855,784855,"Uruguay","SOYBEANS",2014,1321400,3162800,14025780,44360736984000
"3640",3640,61107,784953,784953,"Uruguay","SUGAR CANE",2000,2800,149500,1256040,187777980000
"3641",3641,61108,784959,784959,"Uruguay","SUGAR CANE",2006,2961,144519,1256040,181521644760
"3642",3642,61109,784963,784963,"Uruguay","SUGAR CANE",2010,6500,313300,1256040,393517332000
"3643",3643,61110,784967,784967,"Uruguay","SUGAR CANE",2014,7800,482000,1256040,605411280000
"3644",3644,61111,785009,785009,"Uruguay","SUNFLOWER SEED",2000,50200,33300,12895344,429414955200
"3645",3645,61112,785015,785015,"Uruguay","SUNFLOWER SEED",2006,58800,80600,12895344,1039364726400
"3646",3646,61113,785019,785019,"Uruguay","SUNFLOWER SEED",2010,10000,9100,12895344,117347630400
"3647",3647,61114,785023,785023,"Uruguay","SUNFLOWER SEED",2014,0,0,12895344,0
"3648",3648,61143,785457,785457,"Uruguay","WHEAT",2000,128000,324400,13983912,4536381052800
"3649",3649,61144,785463,785463,"Uruguay","WHEAT",2006,193400,611200,13983912,8546967014400
"3650",3650,61145,785467,785467,"Uruguay","WHEAT",2010,404000,1300700,13983912,18188874338400
"3651",3651,61146,785471,785471,"Uruguay","WHEAT",2014,399000,1076000,13983912,15046689312000
"3652",3652,61163,788316,788316,"Uzbekistan","BARLEY",2000,60400,91200,13900176,1267696051200
"3653",3653,61164,788322,788322,"Uzbekistan","BARLEY",2006,55990,73500,13900176,1021662936000
"3654",3654,61165,788326,788326,"Uzbekistan","BARLEY",2010,93600,179100,13900176,2489521521600
"3655",3655,61166,788330,788330,"Uzbekistan","BARLEY",2014,92200,139587,13900176,1940283867312
"3656",3656,61291,789110,789110,"Uzbekistan","GROUNDNUTS, WITH SHELL",2000,6000,11300,17333352,195866877600
"3657",3657,61292,789116,789116,"Uzbekistan","GROUNDNUTS, WITH SHELL",2006,4030,9388,17333352,162725508576
"3658",3658,61293,789120,789120,"Uzbekistan","GROUNDNUTS, WITH SHELL",2010,2300,7500,17333352,130000140000
"3659",3659,61294,789124,789124,"Uzbekistan","GROUNDNUTS, WITH SHELL",2014,1500,6400,17333352,110933452800
"3660",3660,61323,789310,789310,"Uzbekistan","MAIZE",2000,49200,130600,14905008,1946594044800
"3661",3661,61324,789316,789316,"Uzbekistan","MAIZE",2006,32830,194228,14905008,2894969893824
"3662",3662,61325,789320,789320,"Uzbekistan","MAIZE",2010,28300,231600,14905008,3451999852800
"3663",3663,61326,789324,789324,"Uzbekistan","MAIZE",2014,35600,411630,14905008,6135348443040
"3664",3664,61327,789335,789335,"Uzbekistan","MILLET",2000,900,2600,14235120,37011312000
"3665",3665,61328,789341,789341,"Uzbekistan","MILLET",2006,2000,5000,14235120,71175600000
"3666",3666,61329,789345,789345,"Uzbekistan","MILLET",2010,2100,8500,14235120,120998520000
"3667",3667,61330,789349,789349,"Uzbekistan","MILLET",2014,900,6200,14235120,88257744000
"3668",3668,61395,789756,789756,"Uzbekistan","POTATOES",2000,52200,731100,2805156,2050849551600
"3669",3669,61396,789762,789762,"Uzbekistan","POTATOES",2006,52590,1020989,2805156,2864033419284
"3670",3670,61397,789766,789766,"Uzbekistan","POTATOES",2010,70700,1694800,2805156,4754178388800
"3671",3671,61398,789770,789770,"Uzbekistan","POTATOES",2014,80300,2452400,2805156,6879364574400
"3672",3672,61411,789856,789856,"Uzbekistan","RAPESEED",2000,1600,2000,20682792,41365584000
"3673",3673,61412,789862,789862,"Uzbekistan","RAPESEED",2006,1800,1900,20682792,39297304800
"3674",3674,61413,789866,789866,"Uzbekistan","RAPESEED",2010,1749,1600,20682792,33092467200
"3675",3675,61414,789870,789870,"Uzbekistan","RAPESEED",2014,1600,1200,20682792,24819350400
"3676",3676,61415,789881,789881,"Uzbekistan","RICE, PADDY",2000,49200,173300,11723040,2031602832000
"3677",3677,61416,789887,789887,"Uzbekistan","RICE, PADDY",2006,60660,224000,11723040,2625960960000
"3678",3678,61417,789891,789891,"Uzbekistan","RICE, PADDY",2010,69200,249800,11723040,2928415392000
"3679",3679,61418,789895,789895,"Uzbekistan","RICE, PADDY",2014,48800,356097,11723040,4174539374880
"3680",3680,61423,789931,789931,"Uzbekistan","RYE",2000,2000,4000,13355892,53423568000
"3681",3681,61424,789937,789937,"Uzbekistan","RYE",2006,1500,5300,13355892,70786227600
"3682",3682,61425,789941,789941,"Uzbekistan","RYE",2010,2100,12500,13355892,166948650000
"3683",3683,61426,789945,789945,"Uzbekistan","RYE",2014,900,7300,13355892,97498011600
"3684",3684,61439,790031,790031,"Uzbekistan","SORGHUM",2000,5500,15000,14360724,215410860000
"3685",3685,61440,790037,790037,"Uzbekistan","SORGHUM",2006,3500,11400,14360724,163712253600
"3686",3686,61441,790041,790041,"Uzbekistan","SORGHUM",2010,3600,17500,14360724,251312670000
"3687",3687,61442,790045,790045,"Uzbekistan","SORGHUM",2014,700,7000,14360724,100525068000
"3688",3688,61455,790131,790131,"Uzbekistan","SUNFLOWER SEED",2000,7000,5000,12895344,64476720000
"3689",3689,61456,790137,790137,"Uzbekistan","SUNFLOWER SEED",2006,6410,8696,12895344,112137911424
"3690",3690,61457,790141,790141,"Uzbekistan","SUNFLOWER SEED",2010,17200,27200,12895344,350753356800
"3691",3691,61458,790145,790145,"Uzbekistan","SUNFLOWER SEED",2014,19300,46488,12895344,599478751872
