"","X.2","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t"
"12587",28298,368899,368899,"Israel","Papayas",2006,514,194
"12588",28299,368903,368903,"Israel","Papayas",2010,660,255
"12589",28300,368907,368907,"Israel","Papayas",2014,150,45
"12590",28301,368949,368949,"Israel","Peaches and nectarines",2000,4930,60100
"12591",28302,368955,368955,"Israel","Peaches and nectarines",2006,2280,63552
"12592",28303,368959,368959,"Israel","Peaches and nectarines",2010,2070,65763
"12593",28304,368963,368963,"Israel","Peaches and nectarines",2014,3511,52138
"12594",28305,369005,369005,"Israel","Pears",2000,1650,29947
"12595",28306,369011,369011,"Israel","Pears",2006,1800,31813
"12596",28307,369015,369015,"Israel","Pears",2010,1499,30935
"12597",28308,369019,369019,"Israel","Pears",2014,1308,23690
"12602",28313,369117,369117,"Israel","Peas, green",2000,2793,10700
"12603",28314,369123,369123,"Israel","Peas, green",2006,2160,12747
"12604",28315,369127,369127,"Israel","Peas, green",2010,3090,10347
"12605",28316,369131,369131,"Israel","Peas, green",2014,3430,13889
"12606",28317,369158,369158,"Israel","Persimmons",2000,1520,14835
"12607",28318,369164,369164,"Israel","Persimmons",2006,2500,24606
"12608",28319,369168,369168,"Israel","Persimmons",2010,2079,28201
"12609",28320,369172,369172,"Israel","Persimmons",2014,1374,36592
"12610",28321,369214,369214,"Israel","Pineapples",2000,15,200
"12611",28322,369220,369220,"Israel","Pineapples",2006,79,908
"12612",28323,369224,369224,"Israel","Pineapples",2010,10,117
"12613",28324,369228,369228,"Israel","Pineapples",2014,91,195
"12614",28325,369271,369271,"Israel","Plums and sloes",2000,2840,24124
"12615",28326,369277,369277,"Israel","Plums and sloes",2006,3000,33922
"12616",28327,369281,369281,"Israel","Plums and sloes",2010,1675,19784
"12617",28328,369285,369285,"Israel","Plums and sloes",2014,1440,23973
"12618",28329,369327,369327,"Israel","Potatoes",2000,11287,388665
"12619",28330,369333,369333,"Israel","Potatoes",2006,18010,548182
"12620",28331,369337,369337,"Israel","Potatoes",2010,16194,548650
"12621",28332,369341,369341,"Israel","Potatoes",2014,17550,627734
"12630",28341,369495,369495,"Israel","Pumpkins, squash and gourds",2000,770,27300
"12631",28342,369501,369501,"Israel","Pumpkins, squash and gourds",2006,258,10737
"12632",28343,369505,369505,"Israel","Pumpkins, squash and gourds",2010,300,11441
"12633",28344,369509,369509,"Israel","Pumpkins, squash and gourds",2014,1132,13390
"12634",28345,369551,369551,"Israel","Quinces",2000,16,1000
"12635",28346,369557,369557,"Israel","Quinces",2006,16,1145
"12636",28347,369561,369561,"Israel","Quinces",2010,14,584
"12637",28348,369565,369565,"Israel","Quinces",2014,45,1090
"12650",28361,369775,369775,"Israel","Sesame seed",2000,23,40
"12651",28362,369781,369781,"Israel","Sesame seed",2006,23,45
"12652",28363,369785,369785,"Israel","Sesame seed",2010,20,42
"12653",28364,369789,369789,"Israel","Sesame seed",2014,25,52
"12654",28365,369831,369831,"Israel","Sorghum",2000,2400,15350
"12655",28366,369837,369837,"Israel","Sorghum",2006,4200,27290
"12656",28367,369841,369841,"Israel","Sorghum",2010,6006,37500
"12657",28368,369845,369845,"Israel","Sorghum",2014,8960,53750
"12658",28369,369887,369887,"Israel","Spinach",2000,50,1468
"12659",28370,369893,369893,"Israel","Spinach",2006,80,1964
"12660",28371,369897,369897,"Israel","Spinach",2010,6,135
"12661",28372,369901,369901,"Israel","Spinach",2014,12,191
"12662",28373,369943,369943,"Israel","Strawberries",2000,392,15400
"12663",28374,369949,369949,"Israel","Strawberries",2006,590,17783
"12664",28375,369953,369953,"Israel","Strawberries",2010,665,22130
"12665",28376,369957,369957,"Israel","Strawberries",2014,673,26939
"12666",28377,369990,369990,"Israel","Sugar beet",2000,0,0
"12667",28378,369996,369996,"Israel","Sugar beet",2006,0,0
"12668",28379,370000,370000,"Israel","Sugar beet",2010,0,0
"12669",28380,370004,370004,"Israel","Sugar beet",2014,0,0
"12670",28381,370046,370046,"Israel","Sunflower seed",2000,11387,17900
"12671",28382,370052,370052,"Israel","Sunflower seed",2006,5240,16500
"12672",28383,370056,370056,"Israel","Sunflower seed",2010,2910,15490
"12673",28384,370060,370060,"Israel","Sunflower seed",2014,1789,12750
"12674",28385,370102,370102,"Israel","Sweet potatoes",2000,320,10975
"12675",28386,370108,370108,"Israel","Sweet potatoes",2006,770,26843
"12676",28387,370112,370112,"Israel","Sweet potatoes",2010,774,20089
"12677",28388,370116,370116,"Israel","Sweet potatoes",2014,2471,31840
"12678",28389,370158,370158,"Israel","Tangerines, mandarins, clementines, satsumas",2000,7325,108100
"12679",28390,370164,370164,"Israel","Tangerines, mandarins, clementines, satsumas",2006,5295,122678
"12680",28391,370168,370168,"Israel","Tangerines, mandarins, clementines, satsumas",2010,6828,152207
"12681",28392,370172,370172,"Israel","Tangerines, mandarins, clementines, satsumas",2014,8037,143600
"12686",28397,370270,370270,"Israel","Tomatoes",2000,4934,415200
"12687",28398,370276,370276,"Israel","Tomatoes",2006,5270,438752
"12688",28399,370280,370280,"Israel","Tomatoes",2010,5769,446592
"12689",28400,370284,370284,"Israel","Tomatoes",2014,5532,426688
"12710",28421,370606,370606,"Israel","Watermelons",2000,13360,340700
"12711",28422,370612,370612,"Israel","Watermelons",2006,11450,133838
"12712",28423,370616,370616,"Israel","Watermelons",2010,9183,107327
"12713",28424,370620,370620,"Israel","Watermelons",2014,7620,90980
"12714",28425,370662,370662,"Israel","Wheat",2000,64151,94000
"12715",28426,370668,370668,"Israel","Wheat",2006,84900,131200
"12716",28427,370672,370672,"Israel","Wheat",2010,64160,112324
"12717",28428,370676,370676,"Israel","Wheat",2014,61600,139800
"12726",28437,370811,370811,"Italy","Apples",2000,62527,2232100
"12727",28438,370817,370817,"Italy","Apples",2006,57143,2130980
"12728",28439,370821,370821,"Italy","Apples",2010,57907,2204972
"12729",28440,370825,370825,"Italy","Apples",2014,54743,2473608
"12730",28441,370867,370867,"Italy","Apricots",2000,15340,201372
"12731",28442,370873,370873,"Italy","Apricots",2006,17708,221994
"12732",28443,370877,370877,"Italy","Apricots",2010,19543,252892
"12733",28444,370881,370881,"Italy","Apricots",2014,19093,222690
"12734",28445,370923,370923,"Italy","Artichokes",2000,50283,512946
"12735",28446,370929,370929,"Italy","Artichokes",2006,50383,468964
"12736",28447,370933,370933,"Italy","Artichokes",2010,50321,480112
"12737",28448,370937,370937,"Italy","Artichokes",2014,46440,451461
"12738",28449,370979,370979,"Italy","Asparagus",2000,5516,30492
"12739",28450,370985,370985,"Italy","Asparagus",2006,6371,42790
"12740",28451,370989,370989,"Italy","Asparagus",2010,6307,43973
"12741",28452,370993,370993,"Italy","Asparagus",2014,6313,43357
"12742",28453,371035,371035,"Italy","Bananas",2000,17,391
"12743",28454,371041,371041,"Italy","Bananas",2006,20,450
"12744",28455,371045,371045,"Italy","Bananas",2010,15,355
"12745",28456,371049,371049,"Italy","Bananas",2014,15,356
"12746",28457,371091,371091,"Italy","Barley",2000,345331,1261600
"12747",28458,371097,371097,"Italy","Barley",2006,330675,1282043
"12748",28459,371101,371101,"Italy","Barley",2010,273500,990700
"12749",28460,371105,371105,"Italy","Barley",2014,232625,846142
"12754",28465,371203,371203,"Italy","Beans, green",2000,23448,206717
"12755",28466,371209,371209,"Italy","Beans, green",2006,21834,190663
"12756",28467,371213,371213,"Italy","Beans, green",2010,20550,182955
"12757",28468,371217,371217,"Italy","Beans, green",2014,15975,139938
"12762",28473,371315,371315,"Italy","Blueberries",2000,228,1896
"12763",28474,371321,371321,"Italy","Blueberries",2006,200,1500
"12764",28475,371325,371325,"Italy","Blueberries",2010,172,1617
"12765",28476,371329,371329,"Italy","Blueberries",2014,173,1661
"12774",28485,371483,371483,"Italy","Carobs",2000,16816,38079
"12775",28486,371489,371489,"Italy","Carobs",2006,8754,26110
"12776",28487,371493,371493,"Italy","Carobs",2010,10823,25337
"12777",28488,371497,371497,"Italy","Carobs",2014,5769,31486
"12782",28493,371573,371573,"Italy","Castor oil seed",2000,0,0
"12783",28494,371579,371579,"Italy","Castor oil seed",2006,0,0
"12784",28495,371583,371583,"Italy","Castor oil seed",2010,0,0
"12785",28496,371587,371587,"Italy","Castor oil seed",2014,0,0
"12786",28497,371629,371629,"Italy","Cauliflowers and broccoli",2000,24827,518030
"12787",28498,371635,371635,"Italy","Cauliflowers and broccoli",2006,18093,403129
"12788",28499,371639,371639,"Italy","Cauliflowers and broccoli",2010,17867,427407
"12789",28500,371643,371643,"Italy","Cauliflowers and broccoli",2014,16377,405053
"12794",28505,371741,371741,"Italy","Cereals, nes",2000,5882,20185
"12795",28506,371747,371747,"Italy","Cereals, nes",2006,8115,27013
"12796",28507,371751,371751,"Italy","Cereals, nes",2010,22700,75800
"12797",28508,371755,371755,"Italy","Cereals, nes",2014,37402,135261
"12802",28513,371853,371853,"Italy","Cherries",2000,26958,145672
"12803",28514,371859,371859,"Italy","Cherries",2006,28876,110910
"12804",28515,371863,371863,"Italy","Cherries",2010,30020,115476
"12805",28516,371867,371867,"Italy","Cherries",2014,29766,110766
"12806",28517,371909,371909,"Italy","Cherries, sour",2000,1500,10000
"12807",28518,371915,371915,"Italy","Cherries, sour",2006,1700,6800
"12808",28519,371919,371919,"Italy","Cherries, sour",2010,1625,7945
"12809",28520,371923,371923,"Italy","Cherries, sour",2014,1595,7546
"12818",28529,372077,372077,"Italy","Chillies and peppers, green",2000,14489,364963
"12819",28530,372083,372083,"Italy","Chillies and peppers, green",2006,13332,345152
"12820",28531,372087,372087,"Italy","Chillies and peppers, green",2010,11764,293647
"12821",28532,372091,372091,"Italy","Chillies and peppers, green",2014,11555,285203
"12838",28549,372353,372353,"Italy","Cucumbers and gherkins",2000,2047,58923
"12839",28550,372359,372359,"Italy","Cucumbers and gherkins",2006,2312,71362
"12840",28551,372363,372363,"Italy","Cucumbers and gherkins",2010,2226,63844
"12841",28552,372367,372367,"Italy","Cucumbers and gherkins",2014,2191,62259
"12842",28553,372397,372397,"Italy","Currants",2000,54,598
"12843",28554,372403,372403,"Italy","Currants",2006,100,800
"12844",28555,372407,372407,"Italy","Currants",2010,104,716
"12845",28556,372411,372411,"Italy","Currants",2014,115,783
"12846",28557,372453,372453,"Italy","Eggplants (aubergines)",2000,12355,357031
"12847",28558,372459,372459,"Italy","Eggplants (aubergines)",2006,11734,338361
"12848",28559,372463,372463,"Italy","Eggplants (aubergines)",2010,10741,302551
"12849",28560,372467,372467,"Italy","Eggplants (aubergines)",2014,10331,308722
"12854",28565,372563,372563,"Italy","Figs",2000,8043,25000
"12855",28566,372569,372569,"Italy","Figs",2006,3848,23269
"12856",28567,372573,372573,"Italy","Figs",2010,2553,12022
"12857",28568,372577,372577,"Italy","Figs",2014,2408,10788
"12862",28573,372675,372675,"Italy","Fruit, citrus nes",2000,1507,16442
"12863",28574,372681,372681,"Italy","Fruit, citrus nes",2006,1567,36749
"12864",28575,372685,372685,"Italy","Fruit, citrus nes",2010,1533,26808
"12865",28576,372689,372689,"Italy","Fruit, citrus nes",2014,1851,44013
"12874",28585,372843,372843,"Italy","Garlic",2000,3677,31639
"12875",28586,372849,372849,"Italy","Garlic",2006,3071,28344
"12876",28587,372853,372853,"Italy","Garlic",2010,3185,29655
"12877",28588,372857,372857,"Italy","Garlic",2014,3182,29248
"12878",28589,372895,372895,"Italy","Grapefruit (inc. pomelos)",2000,220,4301
"12879",28590,372901,372901,"Italy","Grapefruit (inc. pomelos)",2006,261,7500
"12880",28591,372905,372905,"Italy","Grapefruit (inc. pomelos)",2010,303,7125
"12881",28592,372909,372909,"Italy","Grapefruit (inc. pomelos)",2014,324,5410
"12882",28593,372951,372951,"Italy","Grapes",2000,872730,8869500
"12883",28594,372957,372957,"Italy","Grapes",2006,786000,8326688
"12884",28595,372961,372961,"Italy","Grapes",2010,777500,7787800
"12885",28596,372965,372965,"Italy","Grapes",2014,682183,6930794
"12886",28597,373007,373007,"Italy","Groundnuts, with shell",2000,NA,NA
"12887",28598,373013,373013,"Italy","Groundnuts, with shell",2006,NA,NA
"12888",28599,373017,373017,"Italy","Groundnuts, with shell",2010,NA,NA
"12889",28600,373021,373021,"Italy","Groundnuts, with shell",2014,NA,NA
"12898",28609,373173,373173,"Italy","Hempseed",2000,NA,NA
"12899",28610,373179,373179,"Italy","Hempseed",2006,NA,NA
"12900",28611,373183,373183,"Italy","Hempseed",2010,NA,NA
"12901",28612,373187,373187,"Italy","Hempseed",2014,NA,NA
"12902",28613,373204,373204,"Italy","Kiwi fruit",2000,17731,345692
"12903",28614,373210,373210,"Italy","Kiwi fruit",2006,21354,434650
"12904",28615,373214,373214,"Italy","Kiwi fruit",2010,24675,415877
"12905",28616,373218,373218,"Italy","Kiwi fruit",2014,24828,506958
"12906",28617,373239,373239,"Italy","Leeks, other alliaceous vegetables",2000,1563,37701
"12907",28618,373245,373245,"Italy","Leeks, other alliaceous vegetables",2006,628,15451
"12908",28619,373249,373249,"Italy","Leeks, other alliaceous vegetables",2010,473,12084
"12909",28620,373253,373253,"Italy","Leeks, other alliaceous vegetables",2014,338,8674
"12910",28621,373295,373295,"Italy","Lemons and limes",2000,34634,613205
"12911",28622,373301,373301,"Italy","Lemons and limes",2006,30000,573171
"12912",28623,373305,373305,"Italy","Lemons and limes",2010,28854,522377
"12913",28624,373309,373309,"Italy","Lemons and limes",2014,25996,370458
"12918",28629,373407,373407,"Italy","Lettuce and chicory",2000,51226,968833
"12919",28630,373413,373413,"Italy","Lettuce and chicory",2006,50000,977900
"12920",28631,373417,373417,"Italy","Lettuce and chicory",2010,42854,843344
"12921",28632,373421,373421,"Italy","Lettuce and chicory",2014,32991,709373
"12922",28633,373463,373463,"Italy","Linseed",2000,3000,2000
"12923",28634,373469,373469,"Italy","Linseed",2006,3000,2000
"12924",28635,373473,373473,"Italy","Linseed",2010,3000,2000
"12925",28636,373477,373477,"Italy","Linseed",2014,3000,2000
"12930",28641,373575,373575,"Italy","Maize",2000,1064000,10137500
"12931",28642,373581,373581,"Italy","Maize",2006,1107997,9671206
"12932",28643,373585,373585,"Italy","Maize",2010,926776,8495940
"12933",28644,373589,373589,"Italy","Maize",2014,869947,9239545
"12934",28645,373638,373638,"Italy","Melons, other (inc.cantaloupes)",2000,23082,570700
"12935",28646,373644,373644,"Italy","Melons, other (inc.cantaloupes)",2006,27778,624959
"12936",28647,373648,373648,"Italy","Melons, other (inc.cantaloupes)",2010,27684,666383
"12937",28648,373652,373652,"Italy","Melons, other (inc.cantaloupes)",2014,25028,560344
"12942",28653,373750,373750,"Italy","Mustard seed",2000,NA,NA
"12943",28654,373756,373756,"Italy","Mustard seed",2006,NA,NA
"12944",28655,373760,373760,"Italy","Mustard seed",2010,NA,NA
"12945",28656,373764,373764,"Italy","Mustard seed",2014,NA,NA
"12950",28661,373862,373862,"Italy","Oats",2000,140748,318241
"12951",28662,373868,373868,"Italy","Oats",2006,160950,394923
"12952",28663,373872,373872,"Italy","Oats",2010,130024,288880
"12953",28664,373876,373876,"Italy","Oats",2014,103460,240960
"12966",28677,374082,374082,"Italy","Olives",2000,1161600,2821000
"12967",28678,374088,374088,"Italy","Olives",2006,1167862,3415683
"12968",28679,374092,374092,"Italy","Olives",2010,1190800,3170700
"12969",28680,374096,374096,"Italy","Olives",2014,1156784,1963676
"12970",28681,374138,374138,"Italy","Onions, dry",2000,14562,439618
"12971",28682,374144,374144,"Italy","Onions, dry",2006,12887,378212
"12972",28683,374148,374148,"Italy","Onions, dry",2010,12603,380855
"12973",28684,374152,374152,"Italy","Onions, dry",2014,12482,418607
"12974",28685,374194,374194,"Italy","Onions, shallots, green",2000,NA,0
"12975",28686,374200,374200,"Italy","Onions, shallots, green",2006,NA,NA
"12976",28687,374204,374204,"Italy","Onions, shallots, green",2010,NA,NA
"12977",28688,374208,374208,"Italy","Onions, shallots, green",2014,NA,NA
"12978",28689,374250,374250,"Italy","Oranges",2000,106652,1876182
"12979",28690,374256,374256,"Italy","Oranges",2006,104000,2346071
"12980",28691,374260,374260,"Italy","Oranges",2010,103313,2393663
"12981",28692,374264,374264,"Italy","Oranges",2014,86200,1668709
"12982",28693,374306,374306,"Italy","Peaches and nectarines",2000,92964,1655249
"12983",28694,374312,374312,"Italy","Peaches and nectarines",2006,85812,1664806
"12984",28695,374316,374316,"Italy","Peaches and nectarines",2010,90259,1590660
"12985",28696,374320,374320,"Italy","Peaches and nectarines",2014,74478,1379428
"12986",28697,374362,374362,"Italy","Pears",2000,44502,889861
"12987",28698,374368,374368,"Italy","Pears",2006,38512,910428
"12988",28699,374372,374372,"Italy","Pears",2010,40233,736646
"12989",28700,374376,374376,"Italy","Pears",2014,32690,701558
"12994",28705,374474,374474,"Italy","Peas, green",2000,11394,72077
"12995",28706,374480,374480,"Italy","Peas, green",2006,12589,88102
"12996",28707,374484,374484,"Italy","Peas, green",2010,15930,93361
"12997",28708,374488,374488,"Italy","Peas, green",2014,15821,79977
"12998",28709,374530,374530,"Italy","Persimmons",2000,2227,42450
"12999",28710,374536,374536,"Italy","Persimmons",2006,2837,53100
"13000",28711,374540,374540,"Italy","Persimmons",2010,2583,48165
"13001",28712,374544,374544,"Italy","Persimmons",2014,2531,39149
"13006",28717,374643,374643,"Italy","Plums and sloes",2000,12335,179833
"13007",28718,374649,374649,"Italy","Plums and sloes",2006,13048,180488
"13008",28719,374653,374653,"Italy","Plums and sloes",2010,14219,207497
"13009",28720,374657,374657,"Italy","Plums and sloes",2014,13606,214880
"13014",28725,374752,374752,"Italy","Potatoes",2000,81894,2053043
"13015",28726,374758,374758,"Italy","Potatoes",2006,72451,1782805
"13016",28727,374762,374762,"Italy","Potatoes",2010,62400,1558030
"13017",28728,374766,374766,"Italy","Potatoes",2014,52349,1365440
"13026",28737,374904,374904,"Italy","Pumpkins, squash and gourds",2000,14620,412779
"13027",28738,374910,374910,"Italy","Pumpkins, squash and gourds",2006,17123,512199
"13028",28739,374914,374914,"Italy","Pumpkins, squash and gourds",2010,17275,508075
"13029",28740,374918,374918,"Italy","Pumpkins, squash and gourds",2014,18208,564534
"13034",28745,374999,374999,"Italy","Quinces",2000,60,418
"13035",28746,375005,375005,"Italy","Quinces",2006,79,818
"13036",28747,375009,375009,"Italy","Quinces",2010,102,1250
"13037",28748,375013,375013,"Italy","Quinces",2014,62,621
"13038",28749,375055,375055,"Italy","Rapeseed",2000,36294,41016
"13039",28750,375061,375061,"Italy","Rapeseed",2006,3535,5961
"13040",28751,375065,375065,"Italy","Rapeseed",2010,20400,50300
"13041",28752,375069,375069,"Italy","Rapeseed",2014,16636,41633
"13042",28753,375111,375111,"Italy","Raspberries",2000,165,1336
"13043",28754,375117,375117,"Italy","Raspberries",2006,200,1700
"13044",28755,375121,375121,"Italy","Raspberries",2010,287,1990
"13045",28756,375125,375125,"Italy","Raspberries",2014,351,2465
"13046",28757,375167,375167,"Italy","Rice, paddy",2000,220348,1229767
"13047",28758,375173,375173,"Italy","Rice, paddy",2006,226077,1419129
"13048",28759,375177,375177,"Italy","Rice, paddy",2010,247700,1516400
"13049",28760,375181,375181,"Italy","Rice, paddy",2014,219500,1386100
"13054",28765,375279,375279,"Italy","Rye",2000,3479,10291
"13055",28766,375285,375285,"Italy","Rye",2006,2847,8590
"13056",28767,375289,375289,"Italy","Rye",2010,4513,13926
"13057",28768,375293,375293,"Italy","Rye",2014,3837,11529
"13062",28773,375390,375390,"Italy","Sesame seed",2000,0,0
"13063",28774,375396,375396,"Italy","Sesame seed",2006,160,120
"13064",28775,375400,375400,"Italy","Sesame seed",2010,184,211
"13065",28776,375404,375404,"Italy","Sesame seed",2014,235,339
"13066",28777,375446,375446,"Italy","Sorghum",2000,34581,219400
"13067",28778,375452,375452,"Italy","Sorghum",2006,38735,221935
"13068",28779,375456,375456,"Italy","Sorghum",2010,40700,271400
"13069",28780,375460,375460,"Italy","Sorghum",2014,51586,366551
"13070",28781,375502,375502,"Italy","Soybeans",2000,252647,903490
"13071",28782,375508,375508,"Italy","Soybeans",2006,177909,551292
"13072",28783,375512,375512,"Italy","Soybeans",2010,159500,552500
"13073",28784,375516,375516,"Italy","Soybeans",2014,232867,933140
"13078",28789,375589,375589,"Italy","Spinach",2000,6909,90968
"13079",28790,375595,375595,"Italy","Spinach",2006,7021,96653
"13080",28791,375599,375599,"Italy","Spinach",2010,6406,90608
"13081",28792,375603,375603,"Italy","Spinach",2014,6574,96662
"13082",28793,375645,375645,"Italy","Strawberries",2000,6934,195661
"13083",28794,375651,375651,"Italy","Strawberries",2006,5746,143315
"13084",28795,375655,375655,"Italy","Strawberries",2010,5990,153875
"13085",28796,375659,375659,"Italy","Strawberries",2014,5685,135320
"13086",28797,375701,375701,"Italy","Sugar beet",2000,267511,12370000
"13087",28798,375707,375707,"Italy","Sugar beet",2006,91230,4769614
"13088",28799,375711,375711,"Italy","Sugar beet",2010,62700,3550100
"13089",28800,375715,375715,"Italy","Sugar beet",2014,51986,3784435
"13090",28801,375757,375757,"Italy","Sunflower seed",2000,217000,460714
"13091",28802,375763,375763,"Italy","Sunflower seed",2006,144566,308038
"13092",28803,375767,375767,"Italy","Sunflower seed",2010,100500,212900
"13093",28804,375771,375771,"Italy","Sunflower seed",2014,111350,250377
"13094",28805,375813,375813,"Italy","Sweet potatoes",2000,1268,14500
"13095",28806,375819,375819,"Italy","Sweet potatoes",2006,1417,20469
"13096",28807,375823,375823,"Italy","Sweet potatoes",2010,457,8681
"13097",28808,375827,375827,"Italy","Sweet potatoes",2014,313,6723
"13098",28809,375869,375869,"Italy","Tangerines, mandarins, clementines, satsumas",2000,34704,593013
"13099",28810,375875,375875,"Italy","Tangerines, mandarins, clementines, satsumas",2006,36000,690278
"13100",28811,375879,375879,"Italy","Tangerines, mandarins, clementines, satsumas",2010,36363,812240
"13101",28812,375883,375883,"Italy","Tangerines, mandarins, clementines, satsumas",2014,35514,616973
"13106",28817,375981,375981,"Italy","Tomatoes",2000,137155,7538100
"13107",28818,375987,375987,"Italy","Tomatoes",2006,122192,6351202
"13108",28819,375991,375991,"Italy","Tomatoes",2010,118822,6024800
"13109",28820,375995,375995,"Italy","Tomatoes",2014,103171,5624245
"13114",28825,376069,376069,"Italy","Triticale",2000,0,0
"13115",28826,376075,376075,"Italy","Triticale",2006,NA,NA
"13116",28827,376079,376079,"Italy","Triticale",2010,NA,NA
"13117",28828,376083,376083,"Italy","Triticale",2014,NA,NA
"13138",28849,376405,376405,"Italy","Watermelons",2000,14842,508407
"13139",28850,376411,376411,"Italy","Watermelons",2006,12773,490247
"13140",28851,376415,376415,"Italy","Watermelons",2010,12622,477858
"13141",28852,376419,376419,"Italy","Watermelons",2014,11424,453233
"13142",28853,376461,376461,"Italy","Wheat",2000,2322840,7463968
"13143",28854,376467,376467,"Italy","Wheat",2006,1925651,7181720
"13144",28855,376471,376471,"Italy","Wheat",2010,1830475,6849858
"13145",28856,376475,376475,"Italy","Wheat",2014,1874179,7141926
"13146",29105,379971,379971,"Japan","Apples",2000,43900,799600
"13147",29106,379977,379977,"Japan","Apples",2006,40300,831800
"13148",29107,379981,379981,"Japan","Apples",2010,38100,786500
"13149",29108,379985,379985,"Japan","Apples",2014,37100,816300
"13150",29109,380027,380027,"Japan","Apricots",2000,17400,121200
"13151",29110,380033,380033,"Japan","Apricots",2006,18000,119700
"13152",29111,380037,380037,"Japan","Apricots",2010,16900,92400
"13153",29112,380041,380041,"Japan","Apricots",2014,16200,111400
"13154",29113,380083,380083,"Japan","Asparagus",2000,7630,28700
"13155",29114,380089,380089,"Japan","Asparagus",2006,6380,28200
"13156",29115,380093,380093,"Japan","Asparagus",2010,6490,31400
"13157",29116,380097,380097,"Japan","Asparagus",2014,5580,28500
"13158",29117,380139,380139,"Japan","Bananas",2000,105,500
"13159",29118,380145,380145,"Japan","Bananas",2006,60,200
"13160",29119,380149,380149,"Japan","Bananas",2010,28,100
"13161",29120,380153,380153,"Japan","Bananas",2014,10,34
"13162",29121,380195,380195,"Japan","Barley",2000,53500,214300
"13163",29122,380201,380201,"Japan","Barley",2006,53820,174200
"13164",29123,380205,380205,"Japan","Barley",2010,58700,160900
"13165",29124,380209,380209,"Japan","Barley",2014,60200,169700
"13170",29129,380276,380276,"Japan","Beans, green",2000,NA,NA
"13171",29130,380282,380282,"Japan","Beans, green",2006,NA,NA
"13172",29131,380286,380286,"Japan","Beans, green",2010,NA,NA
"13173",29132,380327,380327,"Japan","Blueberries",2000,NA,NA
"13174",29133,380333,380333,"Japan","Blueberries",2006,NA,NA
"13175",29134,380337,380337,"Japan","Blueberries",2010,NA,NA
"13176",29135,380341,380341,"Japan","Blueberries",2014,NA,NA
"13181",29140,380437,380437,"Japan","Buckwheat",2000,37400,28500
"13182",29141,380443,380443,"Japan","Buckwheat",2006,44800,33000
"13183",29142,380447,380447,"Japan","Buckwheat",2010,47700,29700
"13184",29143,380451,380451,"Japan","Buckwheat",2014,59900,31100
"13193",29152,380605,380605,"Japan","Cauliflowers and broccoli",2000,9890,114700
"13194",29153,380611,380611,"Japan","Cauliflowers and broccoli",2006,12790,148500
"13195",29154,380615,380615,"Japan","Cauliflowers and broccoli",2010,14720,151700
"13196",29155,380619,380619,"Japan","Cauliflowers and broccoli",2014,15400,167900
"13205",29164,380773,380773,"Japan","Cherries",2000,3820,17100
"13206",29165,380779,380779,"Japan","Cherries",2006,4490,20800
"13207",29166,380783,380783,"Japan","Cherries",2010,4470,19700
"13208",29167,380787,380787,"Japan","Cherries",2014,4460,19000
"13217",29176,380922,380922,"Japan","Chillies and peppers, green",2000,4110,171400
"13218",29177,380928,380928,"Japan","Chillies and peppers, green",2006,3540,146800
"13219",29178,380932,380932,"Japan","Chillies and peppers, green",2010,3430,137300
"13220",29179,380936,380936,"Japan","Chillies and peppers, green",2014,3320,145300
"13233",29192,381146,381146,"Japan","Cucumbers and gherkins",2000,15200,766500
"13234",29193,381152,381152,"Japan","Cucumbers and gherkins",2006,13100,628500
"13235",29194,381156,381156,"Japan","Cucumbers and gherkins",2010,12100,587800
"13236",29195,381160,381160,"Japan","Cucumbers and gherkins",2014,11100,548800
"13237",29196,381202,381202,"Japan","Currants",2000,NA,NA
"13238",29197,381208,381208,"Japan","Currants",2006,6,13
"13239",29198,381212,381212,"Japan","Currants",2010,6,11
"13240",29199,381216,381216,"Japan","Currants",2014,6,10
"13241",29200,381258,381258,"Japan","Eggplants (aubergines)",2000,13300,476900
"13242",29201,381264,381264,"Japan","Eggplants (aubergines)",2006,11100,371900
"13243",29202,381268,381268,"Japan","Eggplants (aubergines)",2010,10300,330100
"13244",29203,381272,381272,"Japan","Eggplants (aubergines)",2014,9570,322700
"13249",29208,381368,381368,"Japan","Figs",2000,NA,NA
"13250",29209,381374,381374,"Japan","Figs",2006,1086,14632
"13251",29210,381378,381378,"Japan","Figs",2010,1070,14763
"13252",29211,381382,381382,"Japan","Figs",2014,1036,14359
"13257",29216,381475,381475,"Japan","Fruit, citrus nes",2000,12000,256000
"13258",29217,381481,381481,"Japan","Fruit, citrus nes",2006,8990,135100
"13259",29218,381485,381485,"Japan","Fruit, citrus nes",2010,5237,95311
"13260",29219,381489,381489,"Japan","Fruit, citrus nes",2014,2958,54070
"13265",29224,381594,381594,"Japan","Garlic",2000,NA,NA
"13266",29225,381600,381600,"Japan","Garlic",2006,1950,19100
"13267",29226,381604,381604,"Japan","Garlic",2010,2240,19700
"13268",29227,381608,381608,"Japan","Garlic",2014,2310,20100
"13273",29232,381706,381706,"Japan","Grapes",2000,20200,237500
"13274",29233,381712,381712,"Japan","Grapes",2006,18900,210500
"13275",29234,381716,381716,"Japan","Grapes",2010,18000,184800
"13276",29235,381720,381720,"Japan","Grapes",2014,17300,189200
"13277",29236,381762,381762,"Japan","Groundnuts, with shell",2000,10800,26700
