"","X.2","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t"
"6902",16751,216023,216023,"Denmark","Sugar beet",2010,39200,2409000
"6903",16752,216027,216027,"Denmark","Sugar beet",2014,38000,2672200
"6904",16753,216069,216069,"Denmark","Tomatoes",2000,54,21200
"6905",16754,216075,216075,"Denmark","Tomatoes",2006,46,17639
"6906",16755,216079,216079,"Denmark","Tomatoes",2010,40,15000
"6907",16756,216083,216083,"Denmark","Tomatoes",2014,34,12750
"6912",16761,216181,216181,"Denmark","Triticale",2000,50687,244032
"6913",16762,216187,216187,"Denmark","Triticale",2006,31600,156300
"6914",16763,216191,216191,"Denmark","Triticale",2010,36500,177400
"6915",16764,216195,216195,"Denmark","Triticale",2014,15500,95900
"6924",16773,216349,216349,"Denmark","Wheat",2000,627486,4693422
"6925",16774,216355,216355,"Denmark","Wheat",2006,686300,4801600
"6926",16775,216359,216359,"Denmark","Wheat",2010,763600,5059900
"6927",16776,216363,216363,"Denmark","Wheat",2014,662100,5153300
"6928",17083,220411,220411,"Dominican_Republic","Avocados",2000,6101,81736
"6929",17084,220417,220417,"Dominican_Republic","Avocados",2006,7151,216378
"6930",17085,220421,220421,"Dominican_Republic","Avocados",2010,10558,285590
"6931",17086,220425,220425,"Dominican_Republic","Avocados",2014,12927,428301
"6932",17087,220467,220467,"Dominican_Republic","Bananas",2000,14864,422322
"6933",17088,220473,220473,"Dominican_Republic","Bananas",2006,19301,500828
"6934",17089,220477,220477,"Dominican_Republic","Bananas",2010,26660,892753
"6935",17090,220481,220481,"Dominican_Republic","Bananas",2014,25848,1115838
"6956",17111,220803,220803,"Dominican_Republic","Cassava",2000,19130,125046
"6957",17112,220809,220809,"Dominican_Republic","Cassava",2006,17784,128369
"6958",17113,220813,220813,"Dominican_Republic","Cassava",2010,24221,204920
"6959",17114,220817,220817,"Dominican_Republic","Cassava",2014,23442,178372
"6960",17115,220859,220859,"Dominican_Republic","Castor oil seed",2000,NA,NA
"6961",17116,220865,220865,"Dominican_Republic","Castor oil seed",2006,NA,NA
"6962",17117,220869,220869,"Dominican_Republic","Castor oil seed",2010,NA,NA
"6963",17118,220873,220873,"Dominican_Republic","Castor oil seed",2014,NA,NA
"6976",17131,221081,221081,"Dominican_Republic","Chillies and peppers, green",2000,2927,14560
"6977",17132,221087,221087,"Dominican_Republic","Chillies and peppers, green",2006,5985,28943
"6978",17133,221091,221091,"Dominican_Republic","Chillies and peppers, green",2010,7124,37026
"6979",17134,221095,221095,"Dominican_Republic","Chillies and peppers, green",2014,7496,40715
"6992",17147,221305,221305,"Dominican_Republic","Coconuts",2000,55631,170055
"6993",17148,221311,221311,"Dominican_Republic","Coconuts",2006,33637,92591
"6994",17149,221315,221315,"Dominican_Republic","Coconuts",2010,38557,128370
"6995",17150,221319,221319,"Dominican_Republic","Coconuts",2014,48993,333630
"7008",17163,221525,221525,"Dominican_Republic","Cucumbers and gherkins",2000,900,8296
"7009",17164,221531,221531,"Dominican_Republic","Cucumbers and gherkins",2006,863,7826
"7010",17165,221535,221535,"Dominican_Republic","Cucumbers and gherkins",2010,627,6945
"7011",17166,221539,221539,"Dominican_Republic","Cucumbers and gherkins",2014,742,12633
"7012",17167,221581,221581,"Dominican_Republic","Eggplants (aubergines)",2000,1619,10293
"7013",17168,221587,221587,"Dominican_Republic","Eggplants (aubergines)",2006,3904,24175
"7014",17169,221591,221591,"Dominican_Republic","Eggplants (aubergines)",2010,4728,22244
"7015",17170,221595,221595,"Dominican_Republic","Eggplants (aubergines)",2014,3830,22203
"7028",17183,221803,221803,"Dominican_Republic","Garlic",2000,665,5117
"7029",17184,221809,221809,"Dominican_Republic","Garlic",2006,480,2989
"7030",17185,221813,221813,"Dominican_Republic","Garlic",2010,347,2001
"7031",17186,221817,221817,"Dominican_Republic","Garlic",2014,609,2714
"7036",17191,221915,221915,"Dominican_Republic","Grapefruit (inc. pomelos)",2000,1560,7800
"7037",17192,221921,221921,"Dominican_Republic","Grapefruit (inc. pomelos)",2006,827,13147
"7038",17193,221925,221925,"Dominican_Republic","Grapefruit (inc. pomelos)",2010,843,17109
"7039",17194,221929,221929,"Dominican_Republic","Grapefruit (inc. pomelos)",2014,627,11633
"7040",17195,221971,221971,"Dominican_Republic","Groundnuts, with shell",2000,1945,2282
"7041",17196,221977,221977,"Dominican_Republic","Groundnuts, with shell",2006,2205,2522
"7042",17197,221981,221981,"Dominican_Republic","Groundnuts, with shell",2010,2679,3841
"7043",17198,221985,221985,"Dominican_Republic","Groundnuts, with shell",2014,4219,5307
"7044",17199,222027,222027,"Dominican_Republic","Lemons and limes",2000,1705,4407
"7045",17200,222033,222033,"Dominican_Republic","Lemons and limes",2006,1520,3000
"7046",17201,222037,222037,"Dominican_Republic","Lemons and limes",2010,5545,11909
"7047",17202,222041,222041,"Dominican_Republic","Lemons and limes",2014,7378,31684
"7048",17203,222083,222083,"Dominican_Republic","Lettuce and chicory",2000,593,1598
"7049",17204,222089,222089,"Dominican_Republic","Lettuce and chicory",2006,919,2184
"7050",17205,222093,222093,"Dominican_Republic","Lettuce and chicory",2010,886,3327
"7051",17206,222097,222097,"Dominican_Republic","Lettuce and chicory",2014,806,4526
"7052",17207,222139,222139,"Dominican_Republic","Maize",2000,19379,23919
"7053",17208,222145,222145,"Dominican_Republic","Maize",2006,22230,30899
"7054",17209,222149,222149,"Dominican_Republic","Maize",2010,20858,35078
"7055",17210,222153,222153,"Dominican_Republic","Maize",2014,24216,35974
"7056",17211,222195,222195,"Dominican_Republic","Mangoes, mangosteens, guavas",2000,20000,136000
"7057",17212,222201,222201,"Dominican_Republic","Mangoes, mangosteens, guavas",2006,8500,36000
"7058",17213,222205,222205,"Dominican_Republic","Mangoes, mangosteens, guavas",2010,1783,7867
"7059",17214,222209,222209,"Dominican_Republic","Mangoes, mangosteens, guavas",2014,9432,33398
"7060",17215,222251,222251,"Dominican_Republic","Melons, other (inc.cantaloupes)",2000,2900,46069
"7061",17216,222257,222257,"Dominican_Republic","Melons, other (inc.cantaloupes)",2006,1551,30363
"7062",17217,222261,222261,"Dominican_Republic","Melons, other (inc.cantaloupes)",2010,794,20447
"7063",17218,222265,222265,"Dominican_Republic","Melons, other (inc.cantaloupes)",2014,1517,40006
"7064",17219,222307,222307,"Dominican_Republic","Oil palm fruit",2000,7409,107580
"7065",17220,222313,222313,"Dominican_Republic","Oil palm fruit",2006,4400,62895
"7066",17221,222317,222317,"Dominican_Republic","Oil palm fruit",2010,3613,51073
"7067",17222,222321,222321,"Dominican_Republic","Oil palm fruit",2014,3534,49400
"7068",17223,222363,222363,"Dominican_Republic","Oil, palm",2000,NA,26000
"7069",17224,222369,222369,"Dominican_Republic","Oil, palm",2006,NA,31000
"7070",17225,222373,222373,"Dominican_Republic","Oil, palm",2010,NA,41000
"7071",17226,222377,222377,"Dominican_Republic","Oil, palm",2014,NA,47000
"7080",17235,222525,222525,"Dominican_Republic","Onions, dry",2000,2740,31629
"7081",17236,222531,222531,"Dominican_Republic","Onions, dry",2006,2787,42955
"7082",17237,222535,222535,"Dominican_Republic","Onions, dry",2010,2666,48534
"7083",17238,222539,222539,"Dominican_Republic","Onions, dry",2014,4255,60699
"7084",17239,222581,222581,"Dominican_Republic","Oranges",2000,9011,131432
"7085",17240,222587,222587,"Dominican_Republic","Oranges",2006,7080,116899
"7086",17241,222591,222591,"Dominican_Republic","Oranges",2010,8280,138034
"7087",17242,222595,222595,"Dominican_Republic","Oranges",2014,9260,167413
"7088",17243,222637,222637,"Dominican_Republic","Palm kernels",2000,NA,6000
"7089",17244,222643,222643,"Dominican_Republic","Palm kernels",2006,NA,7000
"7090",17245,222647,222647,"Dominican_Republic","Palm kernels",2010,NA,10000
"7091",17246,222651,222651,"Dominican_Republic","Palm kernels",2014,NA,13000
"7092",17247,222691,222691,"Dominican_Republic","Papayas",2000,1329,212049
"7093",17248,222697,222697,"Dominican_Republic","Papayas",2006,2336,520829
"7094",17249,222701,222701,"Dominican_Republic","Papayas",2010,2280,498071
"7095",17250,222705,222705,"Dominican_Republic","Papayas",2014,2676,704786
"7104",17259,222859,222859,"Dominican_Republic","Pineapples",2000,5893,64379
"7105",17260,222865,222865,"Dominican_Republic","Pineapples",2006,7710,70623
"7106",17261,222869,222869,"Dominican_Republic","Pineapples",2010,8620,165724
"7107",17262,222873,222873,"Dominican_Republic","Pineapples",2014,8544,436304
"7108",17263,222915,222915,"Dominican_Republic","Plantains and others",2000,35242,332218
"7109",17264,222921,222921,"Dominican_Republic","Plantains and others",2006,44489,542756
"7110",17265,222925,222925,"Dominican_Republic","Plantains and others",2010,41929,460254
"7111",17266,222929,222929,"Dominican_Republic","Plantains and others",2014,46244,1007261
"7112",17267,222971,222971,"Dominican_Republic","Potatoes",2000,1748,24893
"7113",17268,222977,222977,"Dominican_Republic","Potatoes",2006,1906,42337
"7114",17269,222981,222981,"Dominican_Republic","Potatoes",2010,2207,52381
"7115",17270,222985,222985,"Dominican_Republic","Potatoes",2014,2516,67195
"7120",17275,223083,223083,"Dominican_Republic","Pumpkins, squash and gourds",2000,5611,23977
"7121",17276,223089,223089,"Dominican_Republic","Pumpkins, squash and gourds",2006,7886,36201
"7122",17277,223093,223093,"Dominican_Republic","Pumpkins, squash and gourds",2010,8398,38246
"7123",17278,223097,223097,"Dominican_Republic","Pumpkins, squash and gourds",2014,8760,38739
"7124",17279,223139,223139,"Dominican_Republic","Rice, paddy",2000,125381,581410
"7125",17280,223145,223145,"Dominican_Republic","Rice, paddy",2006,152313,713821
"7126",17281,223149,223149,"Dominican_Republic","Rice, paddy",2010,178430,850228
"7127",17282,223153,223153,"Dominican_Republic","Rice, paddy",2014,163157,718237
"7140",17295,223363,223363,"Dominican_Republic","Sesame seed",2000,NA,NA
"7141",17296,223369,223369,"Dominican_Republic","Sesame seed",2006,NA,NA
"7142",17297,223373,223373,"Dominican_Republic","Sesame seed",2010,NA,NA
"7143",17298,223377,223377,"Dominican_Republic","Sesame seed",2014,NA,NA
"7148",17303,223474,223474,"Dominican_Republic","Sorghum",2000,1934,4817
"7149",17304,223480,223480,"Dominican_Republic","Sorghum",2006,302,619
"7150",17305,223484,223484,"Dominican_Republic","Sorghum",2010,544,1150
"7151",17306,223488,223488,"Dominican_Republic","Sorghum",2014,1237,1595
"7156",17311,223590,223590,"Dominican_Republic","Sugar cane",2000,119076,4510706
"7157",17312,223596,223596,"Dominican_Republic","Sugar cane",2006,83369,4796548
"7158",17313,223600,223600,"Dominican_Republic","Sugar cane",2010,79615,4577122
"7159",17314,223604,223604,"Dominican_Republic","Sugar cane",2014,106044,5033601
"7160",17315,223646,223646,"Dominican_Republic","Sweet potatoes",2000,6080,36817
"7161",17316,223652,223652,"Dominican_Republic","Sweet potatoes",2006,4097,28741
"7162",17317,223656,223656,"Dominican_Republic","Sweet potatoes",2010,6558,53345
"7163",17318,223660,223660,"Dominican_Republic","Sweet potatoes",2014,5420,44817
"7168",17323,223758,223758,"Dominican_Republic","Tomatoes",2000,10351,285597
"7169",17324,223764,223764,"Dominican_Republic","Tomatoes",2006,7691,254314
"7170",17325,223768,223768,"Dominican_Republic","Tomatoes",2010,3664,240254
"7171",17326,223772,223772,"Dominican_Republic","Tomatoes",2014,4874,160147
"7184",17339,223982,223982,"Dominican_Republic","Yams",2000,2092,13582
"7185",17340,223988,223988,"Dominican_Republic","Yams",2006,3916,25056
"7186",17341,223992,223992,"Dominican_Republic","Yams",2010,3888,26958
"7187",17342,223996,223996,"Dominican_Republic","Yams",2014,3912,25181
"7188",17343,224038,224038,"Dominican_Republic","Yautia (cocoyam)",2000,6180,49044
"7189",17344,224044,224044,"Dominican_Republic","Yautia (cocoyam)",2006,4478,26434
"7190",17345,224048,224048,"Dominican_Republic","Yautia (cocoyam)",2010,4496,29621
"7191",17346,224052,224052,"Dominican_Republic","Yautia (cocoyam)",2014,4524,28180
"7200",18914,245787,245787,"Ecuador","Apples",2000,4747,3873
"7201",18915,245793,245793,"Ecuador","Apples",2006,3000,16850
"7202",18916,245797,245797,"Ecuador","Apples",2010,1736,8804
"7203",18917,245801,245801,"Ecuador","Apples",2014,1319,7901
"7204",18918,245843,245843,"Ecuador","Apricots",2000,71,318
"7205",18919,245849,245849,"Ecuador","Apricots",2006,80,330
"7206",18920,245853,245853,"Ecuador","Apricots",2010,81,376
"7207",18921,245857,245857,"Ecuador","Apricots",2014,76,366
"7208",18922,245899,245899,"Ecuador","Asparagus",2000,250,700
"7209",18923,245905,245905,"Ecuador","Asparagus",2006,410,1150
"7210",18924,245909,245909,"Ecuador","Asparagus",2010,410,1150
"7211",18925,245913,245913,"Ecuador","Asparagus",2014,466,1354
"7212",18926,245955,245955,"Ecuador","Avocados",2000,2219,16104
"7213",18927,245961,245961,"Ecuador","Avocados",2006,2950,28000
"7214",18928,245965,245965,"Ecuador","Avocados",2010,3420,29000
"7215",18929,245969,245969,"Ecuador","Avocados",2014,4003,30000
"7216",18930,246011,246011,"Ecuador","Bananas",2000,252571,5453220
"7217",18931,246017,246017,"Ecuador","Bananas",2006,209350,6127060
"7218",18932,246021,246021,"Ecuador","Bananas",2010,215647,7931060
"7219",18933,246025,246025,"Ecuador","Bananas",2014,182158,6756254
"7220",18934,246067,246067,"Ecuador","Barley",2000,44772,25121
"7221",18935,246073,246073,"Ecuador","Barley",2006,37379,23438
"7222",18936,246077,246077,"Ecuador","Barley",2010,26374,18733
"7223",18937,246081,246081,"Ecuador","Barley",2014,15688,14490
"7228",18942,246179,246179,"Ecuador","Beans, green",2000,13571,8448
"7229",18943,246185,246185,"Ecuador","Beans, green",2006,21791,26156
"7230",18944,246189,246189,"Ecuador","Beans, green",2010,27191,18012
"7231",18945,246193,246193,"Ecuador","Beans, green",2014,17957,17856
"7248",18962,246444,246444,"Ecuador","Cassava",2000,24341,84971
"7249",18963,246450,246450,"Ecuador","Cassava",2006,20245,69397
"7250",18964,246454,246454,"Ecuador","Cassava",2010,16813,53857
"7251",18965,246458,246458,"Ecuador","Cassava",2014,18770,111294
"7252",18966,246500,246500,"Ecuador","Castor oil seed",2000,5000,4000
"7253",18967,246506,246506,"Ecuador","Castor oil seed",2006,1400,2200
"7254",18968,246510,246510,"Ecuador","Castor oil seed",2010,2000,3000
"7255",18969,246514,246514,"Ecuador","Castor oil seed",2014,2000,3000
"7256",18970,246556,246556,"Ecuador","Cauliflowers and broccoli",2000,414,4868
"7257",18971,246562,246562,"Ecuador","Cauliflowers and broccoli",2006,6390,49569
"7258",18972,246566,246566,"Ecuador","Cauliflowers and broccoli",2010,10220,79233
"7259",18973,246570,246570,"Ecuador","Cauliflowers and broccoli",2014,14597,113093
"7268",18982,246724,246724,"Ecuador","Chillies and peppers, green",2000,1070,5517
"7269",18983,246730,246730,"Ecuador","Chillies and peppers, green",2006,1800,6500
"7270",18984,246734,246734,"Ecuador","Chillies and peppers, green",2010,1960,7379
"7271",18985,246738,246738,"Ecuador","Chillies and peppers, green",2014,3395,7311
"7284",18998,246948,246948,"Ecuador","Coconuts",2000,3897,22038
"7285",18999,246954,246954,"Ecuador","Coconuts",2006,3120,20400
"7286",19000,246958,246958,"Ecuador","Coconuts",2010,3334,19390
"7287",19001,246962,246962,"Ecuador","Coconuts",2014,2534,15737
"7300",19014,247168,247168,"Ecuador","Cucumbers and gherkins",2000,63,500
"7301",19015,247174,247174,"Ecuador","Cucumbers and gherkins",2006,350,3000
"7302",19016,247178,247178,"Ecuador","Cucumbers and gherkins",2010,400,3328
"7303",19017,247182,247182,"Ecuador","Cucumbers and gherkins",2014,523,4394
"7308",19022,247278,247278,"Ecuador","Figs",2000,15,15
"7309",19023,247284,247284,"Ecuador","Figs",2006,27,27
"7310",19024,247288,247288,"Ecuador","Figs",2010,28,31
"7311",19025,247292,247292,"Ecuador","Figs",2014,33,37
"7312",19026,247334,247334,"Ecuador","Fruit, citrus nes",2000,3000,15000
"7313",19027,247340,247340,"Ecuador","Fruit, citrus nes",2006,6750,21710
"7314",19028,247344,247344,"Ecuador","Fruit, citrus nes",2010,6445,20706
"7315",19029,247348,247348,"Ecuador","Fruit, citrus nes",2014,7594,20413
"7324",19038,247479,247479,"Ecuador","Garlic",2000,443,523
"7325",19039,247485,247485,"Ecuador","Garlic",2006,630,1050
"7326",19040,247489,247489,"Ecuador","Garlic",2010,817,1253
"7327",19041,247493,247493,"Ecuador","Garlic",2014,828,1348
"7328",19042,247535,247535,"Ecuador","Grapefruit (inc. pomelos)",2000,403,3911
"7329",19043,247541,247541,"Ecuador","Grapefruit (inc. pomelos)",2006,300,3231
"7330",19044,247545,247545,"Ecuador","Grapefruit (inc. pomelos)",2010,395,4282
"7331",19045,247549,247549,"Ecuador","Grapefruit (inc. pomelos)",2014,422,4721
"7332",19046,247591,247591,"Ecuador","Grapes",2000,107,644
"7333",19047,247597,247597,"Ecuador","Grapes",2006,80,500
"7334",19048,247601,247601,"Ecuador","Grapes",2010,75,469
"7335",19049,247605,247605,"Ecuador","Grapes",2014,76,491
"7336",19050,247647,247647,"Ecuador","Groundnuts, with shell",2000,11169,6211
"7337",19051,247653,247653,"Ecuador","Groundnuts, with shell",2006,15800,16700
"7338",19052,247657,247657,"Ecuador","Groundnuts, with shell",2010,16918,18463
"7339",19053,247661,247661,"Ecuador","Groundnuts, with shell",2014,17612,20715
"7340",19054,247703,247703,"Ecuador","Lemons and limes",2000,3330,29635
"7341",19055,247709,247709,"Ecuador","Lemons and limes",2006,4000,5491
"7342",19056,247713,247713,"Ecuador","Lemons and limes",2010,3198,8940
"7343",19057,247717,247717,"Ecuador","Lemons and limes",2014,3874,15183
"7348",19062,247815,247815,"Ecuador","Lettuce and chicory",2000,1580,9770
"7349",19063,247821,247821,"Ecuador","Lettuce and chicory",2006,1600,13000
"7350",19064,247825,247825,"Ecuador","Lettuce and chicory",2010,2030,14558
"7351",19065,247829,247829,"Ecuador","Lettuce and chicory",2014,2078,16041
"7352",19066,247848,247848,"Ecuador","Linseed",2000,83,33
"7353",19067,247854,247854,"Ecuador","Linseed",2006,105,40
"7354",19068,247858,247858,"Ecuador","Linseed",2010,147,53
"7355",19069,247862,247862,"Ecuador","Linseed",2014,161,56
"7360",19074,247960,247960,"Ecuador","Maize",2000,402014,587516
"7361",19075,247966,247966,"Ecuador","Maize",2006,390725,733627
"7362",19076,247970,247970,"Ecuador","Maize",2010,440346,984096
"7363",19077,247974,247974,"Ecuador","Maize",2014,485696,1667704
"7364",19078,248016,248016,"Ecuador","Mangoes, mangosteens, guavas",2000,12917,63763
"7365",19079,248022,248022,"Ecuador","Mangoes, mangosteens, guavas",2006,15300,155000
"7366",19080,248026,248026,"Ecuador","Mangoes, mangosteens, guavas",2010,20681,187865
"7367",19081,248030,248030,"Ecuador","Mangoes, mangosteens, guavas",2014,20193,170109
"7372",19086,248128,248128,"Ecuador","Melons, other (inc.cantaloupes)",2000,1095,7787
"7373",19087,248134,248134,"Ecuador","Melons, other (inc.cantaloupes)",2006,1450,15500
"7374",19088,248138,248138,"Ecuador","Melons, other (inc.cantaloupes)",2010,1972,20331
"7375",19089,248142,248142,"Ecuador","Melons, other (inc.cantaloupes)",2014,2023,19478
"7376",19090,248184,248184,"Ecuador","Oats",2000,2288,1213
"7377",19091,248190,248190,"Ecuador","Oats",2006,1400,1000
"7378",19092,248194,248194,"Ecuador","Oats",2010,1184,917
"7379",19093,248198,248198,"Ecuador","Oats",2014,1237,900
"7380",19094,248240,248240,"Ecuador","Oil palm fruit",2000,113686,1339400
"7381",19095,248246,248246,"Ecuador","Oil palm fruit",2006,143348,1673088
"7382",19096,248250,248250,"Ecuador","Oil palm fruit",2010,193502,2850465
"7383",19097,248254,248254,"Ecuador","Oil palm fruit",2014,272011,3468510
"7384",19098,248296,248296,"Ecuador","Oil, palm",2000,NA,217864
"7385",19099,248302,248302,"Ecuador","Oil, palm",2006,NA,291000
"7386",19100,248306,248306,"Ecuador","Oil, palm",2010,NA,4e+05
"7387",19101,248310,248310,"Ecuador","Oil, palm",2014,NA,330000
"7396",19110,248458,248458,"Ecuador","Onions, shallots, green",2000,11576,66737
"7397",19111,248464,248464,"Ecuador","Onions, shallots, green",2006,12000,93000
"7398",19112,248468,248468,"Ecuador","Onions, shallots, green",2010,12258,96475
"7399",19113,248472,248472,"Ecuador","Onions, shallots, green",2014,11945,97085
"7400",19114,248514,248514,"Ecuador","Oranges",2000,39853,149380
"7401",19115,248520,248520,"Ecuador","Oranges",2006,23558,57497
"7402",19116,248524,248524,"Ecuador","Oranges",2010,21695,47494
"7403",19117,248528,248528,"Ecuador","Oranges",2014,17061,114196
"7404",19118,248570,248570,"Ecuador","Palm kernels",2000,NA,37160
"7405",19119,248576,248576,"Ecuador","Palm kernels",2006,NA,87000
"7406",19120,248580,248580,"Ecuador","Palm kernels",2010,NA,88000
"7407",19121,248584,248584,"Ecuador","Palm kernels",2014,NA,110000
"7408",19122,248624,248624,"Ecuador","Papayas",2000,2868,16211
"7409",19123,248630,248630,"Ecuador","Papayas",2006,3340,43000
"7410",19124,248634,248634,"Ecuador","Papayas",2010,3100,41500
"7411",19125,248638,248638,"Ecuador","Papayas",2014,3500,45000
"7412",19126,248680,248680,"Ecuador","Peaches and nectarines",2000,2997,18363
"7413",19127,248686,248686,"Ecuador","Peaches and nectarines",2006,1900,7000
"7414",19128,248690,248690,"Ecuador","Peaches and nectarines",2010,1797,6351
"7415",19129,248694,248694,"Ecuador","Peaches and nectarines",2014,1084,3776
"7416",19130,248736,248736,"Ecuador","Pears",2000,1889,7761
"7417",19131,248742,248742,"Ecuador","Pears",2006,2075,10950
"7418",19132,248746,248746,"Ecuador","Pears",2010,2175,8145
"7419",19133,248750,248750,"Ecuador","Pears",2014,2531,7756
"7424",19138,248848,248848,"Ecuador","Peas, green",2000,7955,6515
"7425",19139,248854,248854,"Ecuador","Peas, green",2006,7778,13549
"7426",19140,248858,248858,"Ecuador","Peas, green",2010,5971,9491
"7427",19141,248862,248862,"Ecuador","Peas, green",2014,7176,10945
"7432",19146,248960,248960,"Ecuador","Pineapples",2000,3668,48507
"7433",19147,248966,248966,"Ecuador","Pineapples",2006,5900,105000
"7434",19148,248970,248970,"Ecuador","Pineapples",2010,7000,124500
"7435",19149,248974,248974,"Ecuador","Pineapples",2014,3904,126000
"7436",19150,249016,249016,"Ecuador","Plantains and others",2000,160477,488816
"7437",19151,249022,249022,"Ecuador","Plantains and others",2006,103463,580664
"7438",19152,249026,249026,"Ecuador","Plantains and others",2010,113135,547291
"7439",19153,249030,249030,"Ecuador","Plantains and others",2014,104574,761226
"7440",19154,249072,249072,"Ecuador","Plums and sloes",2000,1400,7700
"7441",19155,249078,249078,"Ecuador","Plums and sloes",2006,1300,8400
"7442",19156,249082,249082,"Ecuador","Plums and sloes",2010,1288,8813
"7443",19157,249086,249086,"Ecuador","Plums and sloes",2014,1236,8740
"7444",19158,249128,249128,"Ecuador","Potatoes",2000,42554,239715
"7445",19159,249134,249134,"Ecuador","Potatoes",2006,51713,360793
"7446",19160,249138,249138,"Ecuador","Potatoes",2010,44245,386799
"7447",19161,249142,249142,"Ecuador","Potatoes",2014,33208,421061
"7456",19170,249294,249294,"Ecuador","Pumpkins, squash and gourds",2000,3600,18000
"7457",19171,249300,249300,"Ecuador","Pumpkins, squash and gourds",2006,970,4850
"7458",19172,249304,249304,"Ecuador","Pumpkins, squash and gourds",2010,1100,5000
"7459",19173,249308,249308,"Ecuador","Pumpkins, squash and gourds",2014,799,3698
"7464",19178,249406,249406,"Ecuador","Quinoa",2000,1300,650
"7465",19179,249412,249412,"Ecuador","Quinoa",2006,950,660
"7466",19180,249416,249416,"Ecuador","Quinoa",2010,2628,2266
"7467",19181,249420,249420,"Ecuador","Quinoa",2014,4122,3711
"7468",19182,249462,249462,"Ecuador","Rice, paddy",2000,338652,1246634
"7469",19183,249468,249468,"Ecuador","Rice, paddy",2006,357558,1501238
"7470",19184,249472,249472,"Ecuador","Rice, paddy",2010,393137,1706193
"7471",19185,249476,249476,"Ecuador","Rice, paddy",2014,354136,1379954
"7472",19186,249518,249518,"Ecuador","Roots and tubers, nes",2000,2700,5500
"7473",19187,249524,249524,"Ecuador","Roots and tubers, nes",2006,4800,11000
"7474",19188,249528,249528,"Ecuador","Roots and tubers, nes",2010,8000,20000
"7475",19189,249532,249532,"Ecuador","Roots and tubers, nes",2014,10709,25343
"7484",19198,249670,249670,"Ecuador","Rye",2000,110,70
"7485",19199,249676,249676,"Ecuador","Rye",2006,115,80
"7486",19200,249680,249680,"Ecuador","Rye",2010,135,87
"7487",19201,249684,249684,"Ecuador","Rye",2014,133,83
"7492",19206,249782,249782,"Ecuador","Sesame seed",2000,25,14
"7493",19207,249788,249788,"Ecuador","Sesame seed",2006,28,22
"7494",19208,249792,249792,"Ecuador","Sesame seed",2010,27,21
"7495",19209,249796,249796,"Ecuador","Sesame seed",2014,23,18
"7496",19210,249823,249823,"Ecuador","Sorghum",2000,7500,11025
"7497",19211,249829,249829,"Ecuador","Sorghum",2006,7300,11000
"7498",19212,249833,249833,"Ecuador","Sorghum",2010,7751,12599
"7499",19213,249837,249837,"Ecuador","Sorghum",2014,8545,13286
"7500",19214,249879,249879,"Ecuador","Soybeans",2000,55156,94100
"7501",19215,249885,249885,"Ecuador","Soybeans",2006,20000,23000
"7502",19216,249889,249889,"Ecuador","Soybeans",2010,43000,70000
"7503",19217,249893,249893,"Ecuador","Soybeans",2014,26517,32681
"7508",19222,249971,249971,"Ecuador","Strawberries",2000,77,502
"7509",19223,249977,249977,"Ecuador","Strawberries",2006,135,1650
"7510",19224,249981,249981,"Ecuador","Strawberries",2010,151,1898
"7511",19225,249985,249985,"Ecuador","Strawberries",2014,112,1729
"7512",19226,250027,250027,"Ecuador","Sugar beet",2000,419,2786
"7513",19227,250033,250033,"Ecuador","Sugar beet",2006,540,3450
"7514",19228,250037,250037,"Ecuador","Sugar beet",2010,680,4080
"7515",19229,250041,250041,"Ecuador","Sugar beet",2014,686,4291
"7516",19230,250083,250083,"Ecuador","Sugar cane",2000,77375,5402376
"7517",19231,250089,250089,"Ecuador","Sugar cane",2006,91236,6995613
"7518",19232,250093,250093,"Ecuador","Sugar cane",2010,106928,8347182
"7519",19233,250097,250097,"Ecuador","Sugar cane",2014,96892,8251306
"7520",19234,250110,250110,"Ecuador","Sunflower seed",2000,120,170
"7521",19235,250116,250116,"Ecuador","Sunflower seed",2006,170,260
"7522",19236,250120,250120,"Ecuador","Sunflower seed",2010,155,257
"7523",19237,250124,250124,"Ecuador","Sunflower seed",2014,146,261
"7524",19238,250166,250166,"Ecuador","Sweet potatoes",2000,342,998
"7525",19239,250172,250172,"Ecuador","Sweet potatoes",2006,1600,3000
"7526",19240,250176,250176,"Ecuador","Sweet potatoes",2010,1806,3424
"7527",19241,250180,250180,"Ecuador","Sweet potatoes",2014,2040,3800
"7528",19242,250222,250222,"Ecuador","Tangerines, mandarins, clementines, satsumas",2000,12917,17399
"7529",19243,250228,250228,"Ecuador","Tangerines, mandarins, clementines, satsumas",2006,6000,25626
"7530",19244,250232,250232,"Ecuador","Tangerines, mandarins, clementines, satsumas",2010,5995,27692
"7531",19245,250236,250236,"Ecuador","Tangerines, mandarins, clementines, satsumas",2014,6385,26336
"7540",19254,250390,250390,"Ecuador","Tomatoes",2000,2989,61426
"7541",19255,250396,250396,"Ecuador","Tomatoes",2006,3092,61929
"7542",19256,250400,250400,"Ecuador","Tomatoes",2010,2664,53518
"7543",19257,250404,250404,"Ecuador","Tomatoes",2014,2792,71831
"7556",19270,250614,250614,"Ecuador","Watermelons",2000,1694,26091
"7557",19271,250620,250620,"Ecuador","Watermelons",2006,3500,50000
"7558",19272,250624,250624,"Ecuador","Watermelons",2010,4178,61627
