"","Country","Year","Area_harvested_ha","N_total_kj","N_total_t","production_kj","code_Area_Year","suitability","market","net_capital_stocks","net_capital_stocks14","Manure_kg","N_div_AreaH_kj_ha","production_div_AreaH_kj_ha","manure_area","netcap_area","netcap14_area","TFP","Nt_area"
"80","Cyprus",2014,30037,86391096417.099,2409.22179409602,426902163444,"Cyprus 2014",0,0,1173.91,1173.91,5078995.34,2876155.95489227,14212543.3113826,169.091298731564,0.0390821320371542,0.0390821320371542,4.94150648792443,0.0802084693576595
"81","Czechia",2000,1983809,5498030249446.91,191000,108811149896088,"Czechia 2000",0,0,5296.56,7362.2184,98395536.18,2771451.40960995,54849609.9655199,49.5992992168097,0.00266989412791252,0.0037111528377984,19.7909332905242,0.0962794301265898
"82","Czechia",2006,1802253,4800128157767.18,166755.080735644,107172455551632,"Czechia 2006",0,0,10336.18,12196.6924,81333276.25,2663404.17120525,59465821.6974154,45.1286674234971,0.00573514373398186,0.00676746960609859,22.3269987861083,0.0925258999350502
"83","Czechia",2010,1789621,5044651034045.51,175249.735593874,116532841355064,"Czechia 2010",0,0,13549.93,14633.9244,71972221.09,2818837.63883275,65115933.1249823,40.2164598482025,0.00757139640180798,0.00817710811395262,23.1002780110266,0.0979256141908672
"84","Czechia",2014,1750408,4974448583059.32,172810.922504457,152122648381380,"Czechia 2014",0,0,14742.62,14742.62,69236359.42,2841879.48356002,86906965.9081654,39.5544121256301,0.00842239066549056,0.00842239066549056,30.5808062625151,0.0987260812933082
"85","Denmark",2000,1557082,5236331396751.75,181908.656628471,135151558958304,"Denmark 2000",0,0,22849.77,31761.1803,171667774,3362913.06222264,86797971.4352256,110.249668289788,0.0146747377466312,0.0203978854678174,25.8103524620582,0.116826638949311
"86","Denmark",2006,1556900,4031892098914.77,140066.779547128,127148351421600,"Denmark 2006",0,0,35590.19,41996.4242,169583722.9,2589692.40087017,81667641.7378123,108.923966150684,0.0228596505877063,0.0269743876934935,31.5356533117103,0.0899651740941152
"87","Denmark",2010,1605400,4384767806278.45,152325.580799312,132081419214000,"Denmark 2010",0,0,39172.13,42305.9004,170364012.6,2731261.8701124,82273214.908434,106.119355051701,0.0244002304721565,0.026352248909929,30.1227852988876,0.0948832570071708
"88","Denmark",2014,1589400,4063485053770.69,141164.309772264,151039245427200,"Denmark 2014",0,0,38319.16,38319.16,163449783.1,2556615.73787007,95029096.1540204,102.837412293947,0.0241091984396628,0.0241091984396628,37.1698784241975,0.0888161002719668
"89","Dominican_Republic",2000,296002,808296803164.76,27300,14428031331744,"Dominican_Republic 2000",55.50645739,3466.064348,1802.63,2505.6557,29143954.12,2730713.99235397,48743019.7490017,98.4586391983838,0.00608992506807386,0.00846499584462267,17.849917598651,0.0922291065600908
"90","Dominican_Republic",2006,284509,375007926317.825,12665.7885425161,16177250874132,"Dominican_Republic 2006",55.50645739,3466.064348,3155.97,3724.0446,62608983.45,1318088.09674852,56860242.9945344,220.059764190237,0.0110926895107009,0.0130893736226271,43.1384238540642,0.0445180593320988
"91","Dominican_Republic",2010,312167,358461548063.686,12106.9392131987,17957404295244,"Dominican_Republic 2010",55.50645739,3466.064348,4060.46,4385.2968,60493827.77,1148300.58290494,57524992.3766574,193.786748022693,0.0130073326136331,0.0140479192227237,50.0957617134812,0.03878353321523
"92","Dominican_Republic",2014,328365,474460802012.768,16024.781793314,17002474638840,"Dominican_Republic 2014",55.50645739,3466.064348,4566.33,4566.33,60261360.18,1444918.92257935,51779192.7849801,183.51943775981,0.0139062628477456,0.0139062628477456,35.8353620925306,0.0488017352437501
"93","Ecuador",2000,1138322,1717260607456.27,58000,42996423949524,"Ecuador 2000",41.67266981,711.0737179,4010.11,5574.0529,79145694.65,1508589.49177497,37771758.7374434,69.5283888477953,0.00352282570309631,0.00489672772730387,25.037797852484,0.050952191032063
"94","Ecuador",2006,1145336,953359837309.349,32199.4636829462,52795509648912,"Ecuador 2006",41.67266981,711.0737179,5370.18,6336.8124,85587576.79,832384.415847707,46096088.5267834,74.7270467268994,0.00468873762808468,0.00553271040113993,55.3783656315079,0.028113552427363
"95","Ecuador",2010,1297837,1012443035639.21,34194.9822945378,69088922577288,"Ecuador 2010",41.67266981,711.0737179,6789.67,7332.8436,100100192.3,780100.301994172,53233898.0760203,77.1284778442901,0.00523152753388908,0.00565004973660021,68.2398121625366,0.0263476710053249
"96","Ecuador",2014,1335436,1162991630655.35,39279.7192721538,79708729682268,"Ecuador 2014",41.67266981,711.0737179,8467.02,8467.02,98134718.82,870870.36043311,59687420.2000455,73.4851530286738,0.00634026639988738,0.00634026639988738,68.5376640564058,0.0294134045151949
"97","Egypt",2000,3046645,14513812927156.2,490200,302545879918128,"Egypt 2000",33.72700312,3125.35044,17489.52,24310.4328,24975362.67,4763867.4434193,99304605.5310442,8.19766092537857,0.00574058349430275,0.00797941105708082,20.84537546657,0.160898299604975
"98","Egypt",2006,3310729,25811672952768.1,871782.084070588,337177755352440,"Egypt 2006",33.72700312,3125.35044,19783.25,23344.235,26890332.23,7796371.41933638,101843961.05886,8.12217859873158,0.00597549663533318,0.00705108602969316,13.0629950243609,0.263320279029358
"99","Egypt",2010,3365276,23136570007729.5,781431.225186063,303665529549024,"Egypt 2010",33.72700312,3125.35044,30627.4,33077.592,28152434.58,6875088.40514998,90234955.3347256,8.36556483925835,0.0091010068713532,0.00982908742106145,13.1249156399404,0.232204201137162
"100","Egypt",2014,3679729,22146507362015.6,747992.134344475,365290599051288,"Egypt 2014",33.72700312,3125.35044,32812.94,32812.94,32126833.59,6018515.8640801,99271060.1925544,8.73076076798047,0.00891721645805982,0.00891721645805982,16.4942757374832,0.203273701499343
"101","El_Salvador",2000,433154,977062069759.6,33000,17992884075804,"El_Salvador 2000",50.91787733,4761.958848,2662.74,3701.2086,16697224.09,2255692.13203526,41539231.0259261,38.5480085373793,0.00614732866370852,0.00854478684255484,18.4152927768765,0.076185375178343
"102","El_Salvador",2006,401449,344251521998.336,11626.999530071,20108993404608,"El_Salvador 2006",50.91787733,4761.958848,3119.47,3680.9746,19893555.05,857522.42999319,50091028.7598375,49.554376894699,0.00777052626859203,0.00916922099693859,58.4136659378523,0.0289625818723449
"103","El_Salvador",2010,425211,326826879129.687,11038.487057361,20916164483208,"El_Salvador 2010",50.91787733,4761.958848,3925.48,4239.5184,18106343.53,768622.822856622,49190083.2368118,42.5820205262799,0.00923184019228101,0.00997038740766349,63.9976875185603,0.0259600223356428
"104","El_Salvador",2014,491035,444806216927.772,15023.206419453,23582013966036,"El_Salvador 2014",50.91787733,4761.958848,4446.27,4446.27,15901897.59,905854.403306836,48025118.3032493,32.3844483387131,0.00905489425397375,0.00905489425397375,53.0163767244855,0.0305949808454652
