"","Country","Year","Area_harvested_ha","N_total_kj","N_total_t","production_kj","code_Area_Year","suitability","market","net_capital_stocks","net_capital_stocks14","Manure_kg","N_div_AreaH_kj_ha","production_div_AreaH_kj_ha","manure_area","netcap_area","netcap14_area","TFP","Nt_area"
"105","Estonia",2000,322699,462574739491.237,12900,9816443962848,"Estonia 2000",0,0,263.26,365.9314,14375466.47,1433455.75750541,30419815.2546119,44.5476015419942,0.000815806680528914,0.00113397128593519,21.2213143623982,0.0399753330503038
"106","Estonia",2006,314183,942789114906.695,26291.9233239427,9694539084384,"Estonia 2006",0,0,1227.2,1448.096,13451475.32,3000764.25174721,30856345.1376554,42.8141411852328,0.00390600382579579,0.00460908451443904,10.2828288225872,0.0836834689462597
"107","Estonia",2010,344336,1083514514404.83,30216.3867642129,11625285044484,"Estonia 2010",0,0,1805.47,1949.9076,12742501.7,3146677.995925,33761456.9620487,37.0060106988523,0.00524333790251382,0.00566280493471493,10.7292379473751,0.0877526217537896
"108","Estonia",2014,382000,1213284987529.23,33835.3459515347,19409846957640,"Estonia 2014",0,0,2738.64,2738.64,13547166.15,3176138.7108095,50811117.6901571,35.4637857329843,0.00716921465968586,0.00716921465968586,15.9977640514343,0.0885742040616092
"109","Ethiopia",2000,5089730,1426423626868.62,48177.0617687025,94602934189152,"Ethiopia 2000",48.10677865,47.8697192,7102.8,9872.892,51085422.53,280255.264398823,18587024.1032731,10.0369612002994,0.00139551606863232,0.00193976733539893,66.3217661339715,0.0094655437063857
"110","Ethiopia",2006,6002602,2864387125077.55,96743.8794864039,155019654692856,"Ethiopia 2006",48.10677865,47.8697192,8212.66,9690.9388,65384409.33,477190.912387253,25825409.4962245,10.8926777637431,0.00136818333116205,0.00161445633077122,54.1196590836719,0.0161169905128482
"111","Ethiopia",2010,7050353,2835062303043.44,95753.4417679857,211719975406848,"Ethiopia 2010",48.10677865,47.8697192,7743.44,8362.9152,104722874,402116.362548576,30029698.5706741,14.8535646371182,0.00109830529052942,0.00118616971377178,74.6791261622598,0.0135813684460885
"112","Ethiopia",2014,7335582,3380650656124.54,114180.53684098,279519328163808,"Ethiopia 2014",48.10677865,47.8697192,11411.87,11411.87,113991089.8,460856.501382513,38104587.7701058,15.5394745502129,0.00155568706068585,0.00155568706068585,82.682109628044,0.0155653003184996
"113","Finland",2000,837800,1954817063784.58,67909.7862767154,40230735112800,"Finland 2000",0,0,12786.98,17773.9022,53085523.92,2333274.1272196,48019497.6280735,63.3630030078778,0.0152625686321318,0.0212149703986632,20.5803069034563,0.0810572765298584
"114","Finland",2006,913600,2122479383769.47,73734.3273694702,42338864275200,"Finland 2006",0,0,21076.58,24870.3644,48937120.33,2323204.22916974,46342889.9684764,53.5651492228546,0.0230698117338004,0.0272223778458844,19.9478329914363,0.0807074511487196
"115","Finland",2010,836700,2035407478961.92,70709.4742741432,35214597021600,"Finland 2010",0,0,24822.36,26808.1488,46656421.03,2432661.02421647,42087482.9946217,55.7624250388431,0.0296669774112585,0.0320403356041592,17.3010060076815,0.0845099489352733
"116","Finland",2014,853000,1983428588800.51,68903.7424810473,44968032324000,"Finland 2014",0,0,26662.04,26662.04,46345107.4,2325238.67385757,52717505.6553341,54.3318961313013,0.0312567878077374,0.0312567878077374,22.6718685905373,0.0807781271759054
"117","France",2000,10837919,24206131575628.7,840914.094899749,1022226695318880,"France 2000",0,0,83649.28,116272.4992,993176455.1,2233466.73615375,94319462.5572382,91.6390365253699,0.00771820494321834,0.0107283048710735,42.2300726625845,0.0775899962806281
"118","France",2006,10805578,31625887383515.2,1098674.29173549,964029777614748,"France 2006",0,0,131552.66,155232.1388,903155225.6,2926811.26206439,89215938.0659459,83.5823151339058,0.0121745139408554,0.0143659264502093,30.482299703541,0.101676587012327
"119","France",2010,11092608,34250474152057.3,1189851.68619271,1033094432787480,"France 2010",0,0,150649.31,162701.2548,907995792,3087684.53298425,93133592.4597245,81.8559343303216,0.013581054157868,0.0146675384904975,30.1629235321236,0.107265278480292
"120","France",2014,11429672,35308833501790.2,1226618.78761405,1151536899329496,"France 2014",0,0,156273.31,156273.31,863720038.6,3089225.43899687,100749776.487855,75.568226157321,0.013672597953817,0.013672597953817,32.6132807324578,0.107318809114912
"121","Germany",2000,7648740,36032160219204.1,1251746.95111223,687660313864032,"Germany 2000",0,0,112789.67,156777.6413,792979447.9,4710862.20988086,89905044.9961735,103.674519973224,0.0147461764944291,0.0204971853272565,19.0846263360455,0.163654007210629
"122","Germany",2006,7816200,20701986197032.9,719181.085631725,702598559864400,"Germany 2006",0,0,161270.12,190298.7416,735469951.6,2648599.85632825,89890043.7379289,94.0955901333129,0.0206328036641846,0.0243467083237379,33.9387029426722,0.0920116022660276
"123","Germany",2010,7774261,21800014689459.5,757326.281736197,724567470003072,"Germany 2010",0,0,188631.15,203721.642,741242085,2804126.93752622,93200816.1294137,95.3456650091887,0.0242635473648235,0.0262046311540094,33.2370175123509,0.0974145686305357
"124","Germany",2014,7572600,21031786784959.8,730638.263827566,840005358404400,"Germany 2014",0,0,207347.26,207347.26,761254831.3,2777353.45653538,110926941.658664,100.527537609276,0.027381250825344,0.027381250825344,39.9398000271238,0.0964844655504802
"125","Greece",2000,1310723,3602924912037.17,125164.582037054,73248291040500,"Greece 2000",0,0,12052.15,16752.4885,66713471,2748807.27051953,55883883.200722,50.8982225840242,0.00919503968420482,0.0127811051610447,20.330229696373,0.0954927792043429
"126","Greece",2006,1217524,4009917465191.29,139303.387050041,69577958820528,"Greece 2006",0,0,20450.67,24131.7906,65196165.75,3293501.78328418,57147094.2835854,53.5481565455794,0.0167969337770754,0.019820381856949,17.351469057533,0.114415310950783
"127","Greece",2010,1234767,4162891946399.82,144617.676820231,71804962664892,"Greece 2010",0,0,24317.42,26262.8136,63808291.41,3371398.77110404,58152641.4820707,51.6763821919439,0.0196939341592381,0.0212694488919772,17.2488173100411,0.117121430051363
"128","Greece",2014,1051312,3430665403094.42,119180.335913385,64103085781200,"Greece 2014",0,0,21074.71,21074.71,60435312.9,3263222.90917865,60974368.9610696,57.4856112172219,0.0200461042963459,0.0200461042963459,18.6853214316324,0.113363431515464
"129","Guatemala",2000,886297,2377517703081.69,80300,41515844567616,"Guatemala 2000",47.5886423,1496.343564,3137.3,4360.847,40647316.76,2682529.33619508,46841910.2937458,45.8619590949761,0.0035397840678689,0.00492029985433777,17.4618445590559,0.0906016831829511
"130","Guatemala",2006,888662,905050755238.823,30567.8378552037,53214432273972,"Guatemala 2006",47.5886423,1496.343564,5084.23,5999.3914,68087332.35,1018442.05697872,59881521.0664707,76.6178055886265,0.00572121909117302,0.00675103852758417,58.7971801205004,0.0343975975738849
"131","Guatemala",2010,1193001,1120595502635.77,37847.8018249945,62858904724728,"Guatemala 2010",47.5886423,1496.343564,6561.95,7086.906,69981142.53,939308.100023194,52689733.4744296,58.6597517772408,0.00550037258979666,0.00594040239698039,56.094196859506,0.0317248701593666
"132","Guatemala",2014,1331128,1395735859001.87,47140.5909333828,84225767635332,"Guatemala 2014",47.5886423,1496.343564,8099.12,8099.12,74854288.12,1048536.17308168,63273980.8908925,56.2337266739187,0.00608440360356029,0.00608440360356029,60.3450624931025,0.0354140179857856
"133","Guinea",2000,1752110,307922591681.813,10400,35396321977368,"Guinea 2000",47.21394846,98.28548958,817.52,1136.3528,5856038.009,175743.8697809,20202111.7266427,3.3422776018629,0.000466591709424637,0.000648562476100245,114.952013699418,0.0059357003841083
"134","Guinea",2006,2198795,1391413309106.08,46994.5980113608,46151840059416,"Guinea 2006",47.21394846,98.28548958,514.87,607.5466,8057847.743,632807.20081048,20989605.6974006,3.66466530213139,0.000234160074040554,0.000276308887367854,33.1690373790276,0.0213728874275959
"135","Guinea",2010,2902860,1868492199486.93,63107.80501206,50004761641884,"Guinea 2010",47.21394846,98.28548958,962.6,1039.608,9791771.267,643672.860381462,17226032.8234514,3.37314623061395,0.000331604004326767,0.000358132324672909,26.7620928016798,0.0217398720613671
"136","Guinea",2014,3092487,2286973341470.63,77241.8893377978,55547813411640,"Guinea 2014",47.21394846,98.28548958,1407.51,1407.51,11409609.39,739525.612062599,17962181.7041236,3.68946074470159,0.000455138534131267,0.000455138534131267,24.2887892064016,0.0249772721236331
"137","Honduras",2000,529876,1252415925782.76,42300,18777053503224,"Honduras 2000",49.62899047,1144.808546,1052.82,1463.4198,22375557.52,2363601.91022571,35436693.6853603,42.2279127946916,0.00198691769395104,0.00276181559459194,14.9926658681606,0.0798299979617873
"138","Honduras",2006,554272,461858331025.16,15599.1368363939,26871260635512,"Honduras 2006",49.62899047,1144.808546,1388.69,1638.6542,34264327.78,833270.18327673,48480277.9781623,61.8186157337914,0.00250543054673518,0.00295640804514751,58.1807425144144,0.0281434689762317
"139","Honduras",2010,568014,466913472530.293,15769.8728365238,31140744408936,"Honduras 2010",49.62899047,1144.808546,2025.21,2187.2268,36451676.2,822010.500674795,54823902.947702,64.173904516438,0.00356542268324372,0.00385065649790322,66.6948936816459,0.027763176324041
"140","Honduras",2014,606183,527284773041.979,17808.8967415003,32294944183320,"Honduras 2014",49.62899047,1144.808546,2523.02,2523.02,34792394.12,869844.210480959,53275898.8347083,57.3958592042337,0.00416214245533115,0.00416214245533115,61.2476328436454,0.0293787465856025
"141","Hungary",2000,3105930,4484780695622.14,155800,153442314887904,"Hungary 2000",0,0,13969.85,19418.0915,95607286.12,1443941.33017233,49403017.7395833,30.7821767135769,0.00449779937088086,0.0062519411255244,34.2140062807727,0.0501621092555209
"142","Hungary",2006,3403233,10920151495699.2,379362.942917307,227550937937040,"Hungary 2006",0,0,24359.52,28744.2336,88009807.82,3208758.1119774,66863167.4460844,25.8606471610965,0.00715775851961943,0.00844615505315093,20.8377088932016,0.111471340022063
"143","Hungary",2010,3264596,10978108450786.4,381376.350977906,197648004410244,"Hungary 2010",0,0,27872.87,30102.6996,79163356.24,3362777.03298858,60542867.9108361,24.2490514109556,0.00853792322235278,0.009220957080141,18.0038305593607,0.116821913332586
"144","Hungary",2014,3539060,11753721582784.8,408320.929579777,271273311012960,"Hungary 2014",0,0,26594.82,26594.82,77582022.83,3321142.21934209,76651232.534334,21.9216466604127,0.00751465643419439,0.00751465643419439,23.0797802298025,0.115375531802167
"145","India",2000,128262300,204133811446759,5732200,3801332220733152,"India 2000",63.79775131,1255.704127,137945.33,191744.0087,1937627023,1591534.00061249,29637174.9199348,15.1067540734885,0.00107549396821981,0.00149493661582554,18.6217667410996,0.0446912303927187
"146","India",2006,128637300,334667231155403,9397656.80576312,3963186644635152,"India 2006",63.79775131,1255.704127,254826.09,300694.7862,2111780695,2601634.44938135,30809000.5358877,16.4165502152175,0.00198096578519605,0.00233753962653134,11.8421711948095,0.0730554575209766
"147","India",2010,128241790,458181358123007,12866007.65654,4419197425217520,"India 2010",63.79775131,1255.704127,444039.62,479562.7896,2186472617,3572792.91035322,34459885.6988624,17.0496108717759,0.00346251888717399,0.0037395203981479,9.64508343011002,0.100326170248715
"148","India",2014,130199260,454158173021549,12753034.2031217,4862949395825160,"India 2014",63.79775131,1255.704127,565337.78,565337.78,2196187145,3488177.83619929,37350054.0312223,16.8678926823394,0.00434209672159427,0.00434209672159427,10.7076117632577,0.0979501281583451
"149","Indonesia",2000,20625584,52288529389994.2,1718300,1172436372925164,"Indonesia 2000",59.30161483,288.4772941,34850.38,48442.0282,403682214,2535129.64238948,56843790.3588652,19.5719168000285,0.00168966755074668,0.00234863789553789,22.4224392348185,0.0833091562401336
"150","Indonesia",2006,22297170,55907999658536.8,1837242.64067076,1592506420544520,"Indonesia 2006",59.30161483,288.4772941,79387.88,93677.6984,478259380.5,2507403.39058889,71421907.8270704,21.4493310361808,0.00356044646024585,0.0042013268230901,28.4844106437522,0.0823980191508949
"151","Indonesia",2010,26235990,76982975528471.3,2529806.21933278,2007687436589592,"Indonesia 2010",59.30161483,288.4772941,176702.44,190838.6352,557434795,2934250.83362478,76524172.962011,21.2469510393928,0.00673511615151553,0.00727392544363677,26.0796289414284,0.096425033678271
"152","Indonesia",2014,28547810,77125853546820.8,2534501.46132551,2380489951714524,"Indonesia 2014",59.30161483,288.4772941,204048.82,204048.82,681624344.1,2701638.18334299,83386079.4125547,23.8765896263146,0.00714761727782271,0.00714761727782271,30.8650062494206,0.0887809419120244
"153","Iran_(Islamic_Republic_of)",2000,7370042,16718804289753.8,564672.970774131,192687516762228,"Iran_(Islamic_Republic_of) 2000",25.27723093,2922.739502,15419.02,21432.4378,232050616.4,2268481.54864705,26144697.2435473,31.4856572594837,0.00209212104897096,0.00290804825806963,11.5251972224065,0.0766173341717905
"154","Iran_(Islamic_Republic_of)",2006,9920284,22428380260361.2,757512.31318807,338360501022300,"Iran_(Islamic_Republic_of) 2006",25.27723093,2922.739502,22718.03,26807.2754,303918814.3,2260860.70321789,34107944.9965646,30.636100166084,0.00229005842977882,0.00270226894713901,15.0862655748842,0.0763599422343221
"155","Iran_(Islamic_Republic_of)",2010,9425133,17889281584692.6,604205.516278109,295062426045828,"Iran_(Islamic_Republic_of) 2010",25.27723093,2922.739502,35701.12,38557.2096,336056743.9,1898040.22762253,31305916.4306571,35.6553847993445,0.00378786378929613,0.00409089289243982,16.493810813415,0.0641057814545544
"156","Iran_(Islamic_Republic_of)",2014,8979523,15937050895098.7,538269.467023377,269007311941416,"Iran_(Islamic_Republic_of) 2014",25.27723093,2922.739502,41034.16,41034.16,296203501.9,1774821.54621116,29957862.1204507,32.9865519471357,0.00456974830400234,0.00456974830400234,16.8793658068913,0.059944104717297
"157","Ireland",2000,276719,1008233276017.06,35025.7359421823,29980099139688,"Ireland 2000",0,0,7779.61,10813.6579,254308092.1,3643527.46293916,108341310.642522,919.012037843444,0.0281137543862185,0.0390781185968437,29.7352803689656,0.126575103054659
"158","Ireland",2006,271312,671459885443.126,23326.3245746126,28455965691552,"Ireland 2006",0,0,10261.1,12108.098,246555485.4,2474862.46624965,104882812.745297,908.752599958719,0.0378202954532052,0.0446279486347821,42.3792490191319,0.085976014973951
"159","Ireland",2010,273002,686301757756.756,23841.9269782532,28125328862052,"Ireland 2010",0,0,11369.35,12278.898,233425293.9,2513907.43568456,103022427.901818,855.031442626794,0.0416456655995194,0.044977318847481,40.9809949401592,0.0873324260564142
"160","Ireland",2014,306393,667001819510.513,23171.4526378468,35880189364800,"Ireland 2014",0,0,12476.48,12476.48,247892325.2,2176948.62320782,117105121.085664,809.066542642945,0.0407205125443466,0.0407205125443466,53.7932406108444,0.0756265731849187
"161","Israel",2000,106136,435236740165.64,14700,4568036819580,"Israel 2000",68.87929533,21093.20833,2192.55,3047.6445,8680625.554,4100745.64865493,43039466.529547,81.7877586681239,0.0206579294490088,0.0287145219341223,10.4955220872243,0.138501545187307
"162","Israel",2006,131700,80098365751.6447,2705.30005371576,5861968490016,"Israel 2006",68.87929533,21093.20833,3026.22,3570.9396,9997199.898,608188.046709527,44510011.313713,75.9088830523918,0.022978132118451,0.0271141958997722,73.1846203728025,0.0205413823364902
"163","Israel",2010,103300,51401293444.8554,1736.06440796292,5670739916928,"Israel 2010",68.87929533,21093.20833,3992.33,4311.7164,10988814.81,497592.385719801,54895836.5627106,106.377684511133,0.0386479186834463,0.041739752178122,110.322903119388,0.0168060446075791
"164","Israel",2014,107662,60028308988.2798,2027.43946154888,7812058177872,"Israel 2014",68.87929533,21093.20833,4105.77,4105.77,9945307.309,557562.640377104,72560960.950679,92.37527919786,0.0381357396295815,0.0381357396295815,130.139567639616,0.0188315233002255
"165","Italy",2000,4578414,14801765497463.5,514209.104306024,315936897160464,"Italy 2000",0,0,146855.39,204128.9921,435842312.4,3232946.05893296,69005751.1532299,95.1950418638419,0.0320756030363353,0.0445850882205061,21.3445414477485,0.112311622388457
"166","Italy",2006,4030443,13010728380859.3,451988.986600087,299165839601760,"Italy 2006",0,0,240735.65,284068.067,404560612.9,3228113.72865447,74226540.2591626,100.376214947091,0.0597293275205728,0.0704806064742759,22.9937810431795,0.112143748615248
"167","Italy",2010,3666464,12378560676270.8,430027.661162024,273956605844688,"Italy 2010",0,0,275573.7,297619.596,420191287.2,3376157.70297235,74719567.9119413,114.603958255147,0.0751606179687023,0.0811734674061985,22.1315396037806,0.117286753984772
"168","Italy",2014,3664876,12115287526155,420881.627147903,292024375904520,"Italy 2014",0,0,272087.44,272087.44,409023754.3,3305783.74988813,79681925.3651474,111.606437516576,0.074241922509793,0.074241922509793,24.1037924419115,0.114841982961471
"169","Japan",2000,2287273,5495388862383.52,183313.809708738,166012563581280,"Japan 2000",44.71204462,16487.80529,259576.58,360811.4462,179985154.8,2402594.20820493,72581000.8605357,78.6898436697325,0.113487362461761,0.157747433821848,30.2094297125454,0.080145137772683
"170","Japan",2006,2245683,2456144287786.28,81931.447958202,152674890357744,"Japan 2006",44.71204462,16487.80529,198847.26,234639.7668,171636130.3,1093718.16404465,67985949.2001961,76.4293670567039,0.0885464511242237,0.104484812326584,62.1603914383017,0.0364839774617352
"171","Japan",2010,2171631,5943383016355.65,198257.886852035,146796070835088,"Japan 2010",44.71204462,16487.80529,227424.57,245618.5356,171653118.7,2736829.1465519,67597152.0185004,79.0434096308259,0.104725236469732,0.11310325538731,24.6990763393708,0.0912944634019477
"172","Japan",2014,2113635,5216024296625.96,173994.836269535,150448281286752,"Japan 2014",44.71204462,16487.80529,172414.34,172414.34,167754611,2467798.0335422,71179877.9291372,79.3678241512844,0.0815724285413517,0.0815724285413517,28.84347785421,0.082320190699688
"173","Jordan",2000,36731,47372706412.5867,1600,1087837780212,"Jordan 2000",30.643428,2463.525316,367.7,511.103,2801871.33,1289720.02974563,29616339.8821704,76.2808344450192,0.0100106177343388,0.013914758650731,22.9633867809369,0.0435599357490948
"174","Jordan",2006,69329,28673739851.7184,968.447598564052,1328803778844,"Jordan 2006",30.643428,2463.525316,280.16,330.5888,2967121.189,413589.404891436,19166637.0327569,42.7976920047888,0.0040410217946314,0.00476840571766505,46.3421857670361,0.0139688672642625
"175","Jordan",2010,50261,19126701296.7118,645.999023323859,1746453239892,"Jordan 2010",30.643428,2463.525316,229.47,247.8276,3335168.062,380547.567631201,34747681.8983307,66.3569778158015,0.00456556773641591,0.00493081315532918,91.3096938567365,0.0128528883890862
"176","Jordan",2014,68756,25718759706.1774,868.643964976224,1852970037372,"Jordan 2014",30.643428,2463.525316,198.58,198.58,3146704.316,374058.405174492,26949939.4579673,45.7662504508697,0.00288818430391529,0.00288818430391529,72.047410471623,0.0126337187296559
"177","Kenya",2000,2140112,1015552393719.83,34300,47555819213904,"Kenya 2000",36.83373688,151.0185151,2078.45,2889.0455,40637877.92,474532.357988661,22221182.4492849,18.9886687799517,0.000971187489252899,0.00134995061006153,46.8275388921231,0.0160271985765231
"178","Kenya",2006,2666233,1769107397770.96,59751.1109409925,74505140390808,"Kenya 2006",36.83373688,151.0185151,3327.44,3926.3792,48753037.08,663523.179621196,27943972.0350052,18.2853625620867,0.00124799295485428,0.00147263168672805,42.1145378085485,0.0224103110797115
"179","Kenya",2010,2823364,1619551949420.4,54699.9172161324,80476336170756,"Kenya 2010",36.83373688,151.0185151,4985.46,5384.2968,56419498.97,573624.920279638,28503705.5692273,19.9830765604435,0.00176578719569988,0.00190705017135587,49.6904938427919,0.0193740223421891
"180","Kenya",2014,2954946,1819047162993.39,61437.812639223,79851737246904,"Kenya 2014",36.83373688,151.0185151,9009.44,9009.44,61564031.12,615594.045709597,27023078.3394702,20.8342322059354,0.00304893558122551,0.00304893558122551,43.8975628952366,0.0207915178954956
"181","Kuwait",2000,2062,5921588301.57333,200,167189097924,"Kuwait 2000",0.942446083,39538.25,321.34,446.6626,2905635.785,2871769.3024119,81081036.8205626,1409.13471629486,0.155838991270611,0.216616197866149,28.2338267048351,0.0969932104752667
"182","Kuwait",2006,2914,931802041.108487,31.4713551045388,312884336952,"Kuwait 2006",0.942446083,39538.25,443.9,523.802,3650358.958,319767.344237641,107372799.228552,1252.69696568291,0.152333562113933,0.179753603294441,335.78412919099,0.010800053227364
"183","Kuwait",2010,3207,994546455.814003,33.5905302822135,405399889080,"Kuwait 2010",0.942446083,39538.25,460.45,497.286,3637803.957,310117.385660743,126410941.403181,1134.33238447147,0.143576551294044,0.155062675397568,407.622878458899,0.0104741285569733
"184","Kuwait",2014,4279,1493820777.54849,50.4533818114843,927256080708,"Kuwait 2014",0.942446083,39538.25,538.91,538.91,4753751.556,349105.112771323,216699247.65319,1110.94918345408,0.125942977331152,0.125942977331152,620.727797232624,0.011790928210209
"185","Lao_People's_Democratic_Republic",2000,808570,352992458199.344,11600,28648682211492,"Lao_People's_Democratic_Republic 2000",44.64062245,85.41593245,169.14,235.1046,35628343.59,436563.882161525,35431295.0165007,44.0634003116613,0.000209184115166281,0.000290765920081131,81.1594739378634,0.0143463150994966
"186","Lao_People's_Democratic_Republic",2006,908775,902212770242.281,29648.4185191861,39748020518880,"Lao_People's_Democratic_Republic 2006",44.64062245,85.41593245,379.7,448.046,42894038.23,992779.037982208,43738021.5332508,47.1998439987896,0.000417815190778796,0.000493021925118979,44.0561493140981,0.0326245974187077
"187","Lao_People's_Democratic_Republic",2010,1135639,921149986605.401,30270.7312760443,55681899868440,"Lao_People's_Democratic_Republic 2010",44.64062245,85.41593245,724.57,782.5356,49111859.21,811129.229099565,49031338.1879629,43.2460132225117,0.000638028457987089,0.000689070734626056,60.4482447789394,0.0266552410370235
"188","Lao_People's_Democratic_Republic",2014,1333081,1258688295656.66,41362.8786974588,79075669779900,"Lao_People's_Democratic_Republic 2014",44.64062245,85.41593245,1301.48,1301.48,55135332.3,944194.910629331,59317978.2623111,41.3593264775359,0.000976294763784046,0.000976294763784046,62.8238699388605,0.0310280310779756
"189","Latvia",2000,406000,73451024445.9384,2048.35702095349,13387117154400,"Latvia 2000",0,0,2147.62,2985.1918,20732628.93,180913.853315119,32973194.9615764,51.0655884975369,0.00528970443349754,0.00735268916256158,182.259093802745,0.00504521433732387
"190","Latvia",2006,540400,1735811517468.46,48407.2446324478,18233601922800,"Latvia 2006",0,0,3479.05,4105.279,20872965.97,3212086.4497936,33740936.2005922,38.6250295521836,0.00643791635825315,0.00759674130273871,10.5043674035486,0.089576692510081
"191","Latvia",2010,570700,1979049015049.6,55190.5024520336,23986277683200,"Latvia 2010",0,0,4383.56,4734.2448,20009914.23,3467757.16672437,42029573.6520063,35.0620540213773,0.00768102330471351,0.00829550516909059,12.120102888204,0.0967066803084521
"192","Latvia",2014,663000,2395053266935.67,66791.7733195965,33124554667728,"Latvia 2014",0,0,5317.55,5317.55,20823332.33,3612448.36641881,49961620.9166335,31.4077410708899,0.00802043740573152,0.00802043740573152,13.8304041605342,0.100741739546903
"193","Lebanon",2000,66299,106588589428.32,3600,2626840355472,"Lebanon 2000",52.06455319,11203.60305,903.1,1255.309,3945149.498,1607695.28089896,39621115.7856378,59.5054148328029,0.0136216232522361,0.0189340563206082,24.644667591164,0.0542994615303398
"194","Lebanon",2006,92730,48855480160.2875,1650.080271447,3883498997040,"Lebanon 2006",52.06455319,11203.60305,1079.28,1273.5504,4277000.727,526857.329454195,41879639.7825946,46.1231610805565,0.0116389517955354,0.0137339631187318,79.4895267490734,0.0177944599530573
"195","Lebanon",2010,55832,24645621665.7481,832.399025754625,2451722253840,"Lebanon 2010",52.06455319,11203.60305,1407.11,1519.6788,5596993.339,441424.660870972,43912492.0088838,100.247050777332,0.0252025720017194,0.027218777761857,99.479018508482,0.0149089953029557
"196","Lebanon",2014,72222,34958139900.5758,1180.70146454753,3912504142608,"Lebanon 2014",52.06455319,11203.60305,1944.44,1944.44,6724358.728,484037.272584196,54173300.9693445,93.1067919470521,0.0269230982249176,0.0269230982249176,111.919688911811,0.0163482244267333
"197","Lithuania",2000,1027931,992429659557.908,27676.2683201804,40292111256192,"Lithuania 2000",0,0,2240.65,3114.5035,47362450.88,965463.304013507,39197291.7016726,46.0755156523152,0.00217976692988148,0.00302987603253526,40.5994630129663,0.0269242471724079
"198","Lithuania",2006,988900,3085364863569.3,86042.7588065431,27725244994800,"Lithuania 2006",0,0,4497.84,5307.4512,46504671.07,3119996.82836414,28036449.5851957,47.0266670745273,0.00454832642329862,0.00536702517949237,8.98605066848596,0.0870085537532037
"199","Lithuania",2010,1094500,3697441704633.55,103111.981519424,43389428691600,"Lithuania 2010",0,0,4836.41,5223.3228,42054163.15,3378201.64882005,39643150.9288259,38.4231732754683,0.00441883051621745,0.00477233695751485,11.7349865549538,0.0942092110730233
"200","Lithuania",2014,1274300,4539956758017.95,126607.523451983,73873724644800,"Lithuania 2014",0,0,6241.89,6241.89,38253891.24,3562706.39411281,57972003.9588794,30.0195332653221,0.0048982892568469,0.0048982892568469,16.2719005008875,0.0993545659985741
"201","Luxembourg",2000,26510,68387080297.7795,2375.74763037906,1929498293700,"Luxembourg 2000",0,0,541.65,752.8935,7431682.782,2579671.07875441,72783790.7846096,280.335072878159,0.0204319124858544,0.0284003583553376,28.2143686394907,0.0896170362270487
"202","Luxembourg",2006,28940,75065660123.1004,2607.75958534504,2245485551868,"Luxembourg 2006",0,0,1470.69,1735.4142,6736661.102,2593837.59927783,77591069.5185902,232.780273047685,0.050818590186593,0.0599659364201797,29.9136189328865,0.0901091771024547
"203","Luxembourg",2010,28871,79348746245.149,2756.55277348612,2263355567892,"Luxembourg 2010",0,0,2089.57,2256.7356,7220955.224,2748389.25721828,78395468.3901493,250.1110188078,0.0723760867306294,0.0781661736690797,28.5241503488831,0.0954782575416896
"204","Luxembourg",2014,26817,71935323643.7417,2499.01259043398,2206484211960,"Luxembourg 2014",0,0,2995.53,2995.53,7290109.454,2682452.31173292,82279308.3476899,271.846569489503,0.111702651303278,0.111702651303278,30.6731672312697,0.0931876268946556
"205","Madagascar",2000,1923968,68098265468.0933,2300,47324171064276,"Madagascar 2000",52.87974302,66.67929515,1077.2,1497.308,25942641.16,35394.6975563488,24597171.6079872,13.4839254914843,0.000559884571884771,0.000778239554919832,694.939448736021,0.00119544607810525
"206","Madagascar",2006,2089697,1786761306195.33,60347.3667941622,65582274266280,"Madagascar 2006",52.87974302,66.67929515,1423.99,1680.3082,35661787.9,855033.675310502,31383628.4716301,17.0655305051402,0.000681433719816796,0.00080409178938382,36.7045525548842,0.0288785248742579
"207","Madagascar",2010,2165492,1572493104414.4,53110.5177979561,80505821877228,"Madagascar 2010",52.87974302,66.67929515,2172.69,2346.5052,38927799.66,726159.738486404,37176688.6588489,17.9764227528894,0.00100332395594165,0.00108358987241698,51.196295647483,0.0245258434563398
"208","Madagascar",2014,1755378,1448490765033.66,48922.3732304661,71084483341488,"Madagascar 2014",52.87974302,66.67929515,2277.82,2277.82,42077456.12,825173.133669022,40495257.0565929,23.9705955754259,0.00129762364573328,0.00129762364573328,49.0748612676424,0.0278699933749119
"209","Malawi",2000,2122881,1015552393719.83,34300,62217296925876,"Malawi 2000",58.38160134,123.7184154,597.67,830.7613,9150840.597,478384.042120039,29307953.1664168,4.31057633329424,0.000281537212872507,0.000391336725892784,61.2644874953054,0.0161572881381481
"210","Malawi",2006,2612039,1600907908323.05,54070.2199069698,68031026571672,"Malawi 2006",58.38160134,123.7184154,455.78,537.8204,11715636.18,612895.867298708,26045180.2487145,4.48524550360848,0.000174492034766709,0.000205900601024717,42.4952779719443,0.0207003876691618
"211","Malawi",2010,2722167,1347449204653.9,45509.7225957398,91420555380336,"Malawi 2010",58.38160134,123.7184154,956.04,1032.5232,29959377.74,494991.38173885,33583742.430327,11.0057089590756,0.000351205491801201,0.000379301931145297,67.8471255647948,0.0167181964206236
"212","Malawi",2014,2735355,1443207865463.18,48743.9447649451,101097496674432,"Malawi 2014",58.38160134,123.7184154,723.43,723.43,43018188.79,527612.637285903,36959552.4801834,15.7267297261233,0.000264473898269146,0.000264473898269146,70.0505444113458,0.0178199702652654
