"","Area","Wheat","Rice","Maize","soya","Oil_Palm","Cereals","Oil_crops","sugarcane","Roots","sum_t","Region","kJ_t_N","N_total_kj"
"177","Senegal",0,3009.80561765903,1765.19234397222,0,66.1098077091719,6168.39679548187,14149.0746307246,625.33875417624,172.27906843781,25956.1970181609,"Africa",29607941.5078667,768509563080.372
"178","Serbia",14585.7261507528,0,26034.3968868663,685.914846202266,0,630.558562064822,1702.69533895931,0,556.635024098202,44195.9268089437,"Central_European_countries",35858506.9373052,1584799948079.14
"179","Seychelles",0,0,0,0,0,0,0,0,0.0864173041250218,0.0864173041250218,"Africa",29607941.5078667,2558638.48580117
"180","Sierra_Leone",0,6393.34191014447,239.336268033736,0,221.722124316915,62.6563225718662,245.757487218402,91.0303249750222,286.967176340875,7540.81161360129,"Africa",29607941.5078667,223267909177.349
"181","Slovenia",4288.36718265538,0,7129.31298938869,0.61975254224022,0,896.605979887694,9.85779459368871,0,895.829286388085,13220.5929854558,"Central_European_countries",35858506.9373052,474070725284.254
"182","Solomon_Islands",0,33.9533096737726,0,0,91.5366568280841,0,0,0,0.864173041250216,126.354139543107,"Other_Asia",30430384.3275296,3845005027.67105
"183","Somalia",67.2587736363889,34.8954878456039,4547.58878915165,0,0,2140.33728521266,27.1255504656073,490.77218682186,43.2086520625109,7351.18672519628,"Africa",29607941.5078667,217653506573.017
"184","South_Sudan",588.482259759878,47.1222794626777,443.394461383081,0,0,9512.21799747856,4690.32506560222,1243.90200188332,33.3449027130759,16558.7889682828,"Africa",29607941.5078667,490271655214.025
"185","Sudan",1790.92620142283,143.40708417432,1349.38096312494,0,0,28948.5029714938,14274.0514499193,3785.56303138882,101.478437051119,50393.3101385751,"Africa",29607941.5078667,1492042178970.72
"186","Suriname",0,1465.43601207613,0.524203340499421,0.190826576416323,5.59390680616071,0,2.6221365450087,237.470412978319,1.18515159942887,1713.02264992196,"Latin_America",29607941.5078667,50719074420.5402
"187","Swaziland",5.17375181818377,1.7447743922802,1710.72512068794,0,0,5.66931353347158,71.1722776502363,2889.22335790288,18.5179937410761,4702.22658972607,"Africa",29607941.5078667,139223249825.345
"188","Tajikistan",8875.62298161242,754.789402100413,348.969652389615,2.24501854607438,0,222.076684448828,27.3580551838839,0,157.223939526317,10388.2857338076,"CIS",32815468.5045522,340896463314.051
"189","The_former_Yugoslav_Republic_of_Macedonia",3132.78433218755,134.766374059722,925.992719960311,0,0,340.287381753654,89.8759905427122,0,81.5408991065385,4705.24769761049,"Central_European_countries",35858506.9373052,168723157206.505
"190","Timor-Leste",0,593.223293375268,1372.91351083182,5.61254636518598,0,0,51.6677151725853,0,66.6647774678739,2090.08184321273,"Other_Asia",30430384.3275296,63601993764.955
"191","Tonga",0,0,0,0,0,0,6.96222461950588,0,4.32086520625109,11.283089825757,"Other_Asia",30430384.3275296,343348759.799824
"192","Trinidad_and_Tobago",0,97.707365967691,9.33581187365635,0,0,0,0,1978.92010815266,1.4197128534825,2087.38299884749,"Latin_America",29607941.5078667,61803113734.3918
"193","Tunisia",18573.7690272797,0,0,0,0,2294.54751121816,226.950438895582,0,127.774156813425,21223.0411342069,"Africa",29607941.5078667,628370560520.645
"194","Turkmenistan",18108.1313636432,2442.68414919228,249.620638333058,0,0,275.506597198943,0,0,29.4806460357931,21105.4233944033,"CIS",32815468.5045522,692584356674.28
"195","Uganda",181.081313636432,2512.47512488348,15701.1381511493,594.929914709713,0,4065.25290089107,3590.90620449468,1583.13608652213,2894.97968818823,31123.899384475,"Africa",29607941.5078667,921514592472.264
"196","Ukraine",133524.186923687,879.366293709219,31923.9834364148,340.12030973027,0,28824.7246727187,38728.8276004906,0,2252.60287555776,236473.812112308,"CIS",32815468.5045522,7759998933522.85
"197","United_Arab_Emirates",1.44865050909145,0,4.3184370431619,0,0,0,0,0,5.3023188745281,11.0694064267815,"Middle_East",29607941.5078667,327742338.010949
"198","Uzbekistan",35072.8635754677,1716.85800200371,1228.13354059864,0,0,421.21897527305,188.587160379936,0,4633.76520509194,43261.426458815,"CIS",32815468.5045522,1419643977421.24
"199","Vanuatu",0,0,35.346282387961,0,0,0,25.8338575862927,0,0,61.1801399742537,"Other_Asia",30430384.3275296,1861735172.6286
"200","Wallis_and_Futuna_Islands",0,0,0.249620638333058,0,0,0,0,0.0791568043261063,1.48761216386645,1.81638960652561,"Other_Asia",30430384.3275296,55273433.8151048
"201","Western_Sahara",0,0,0,0,0,15.9181589492722,0,0,0,15.9181589492722,"Africa",29607941.5078667,471303919.082976
"202","Yemen",2259.2222064463,0,804.42746909211,0,0,3061.3252278046,0,0,104.935297866098,6229.91020120911,"Middle_East",29607941.5078667,184454816836.661
